ilan no,Price,City,Town,Neighbourhood,Total Square of Meter,Number of room,Age of Structure,Floor of house,Number of floors,Heating,Credi Accepting
15177735,"2,750,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Balat Mahallesi Satılık Daire,60 M2,1+1,2,3,1.Kat,Yerden Isıtma,Krediye Uygun
15176010,"6,200,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Balat Mahallesi Satılık Daire,140 M2,2+1,2,6,1.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil
15176323,"2,150,000",Bursa Satılık Daire,İnegöl Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,135 M2,3+1,4,3,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15176314,"1,900,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Ertuğrul Mahallesi Satılık Daire,110 M2,2+1,5-10,4,Bodrum Kat,Kombi Doğalgaz,Krediye Uygun
15176712,"2,450,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Alaaddin Mahallesi Satılık Daire,90 M2,2+1,21 Ve Üzeri,5,4.Kat,Merkezi (Pay Ölçer),Bilinmiyor
15175989,"12,250,000",Bursa Satılık Daire,Mudanya Satılık Daire,Halitpaşa Mahallesi Satılık Daire,275 M2,6+1,5-10,6,6.Kat,Kombi Doğalgaz,Krediye Uygun
15177147,"2,205,000",Bursa Satılık Daire,Gemlik Satılık Daire,Eşref Dinçer Mahallesi Satılık Daire,125 M2,2+1,1,5,1.Kat,Kombi Doğalgaz,Krediye Uygun
,,,,,,,,,,,
15177720,"2,250,000",Bursa Satılık Daire,Mustafakemalpaşa Satılık Daire,Hamidiye Mahallesi Satılık Daire,155 M2,4+1,21 Ve Üzeri,5,4.Kat,Kombi Doğalgaz,Bilinmiyor
15177596,"1,885,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Görükle Mahallesi Satılık Daire,90 M2,2+1,4,5,1.Kat,Kombi Doğalgaz,Krediye Uygun
,,,,,,,,,,,
15177757,"2,100,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Ahmetpaşa Mahallesi Satılık Daire,90 M2,2+1,21 Ve Üzeri,5,2.Kat,Kombi Doğalgaz,Bilinmiyor
,,,,,,,,,,,
14593320,"5,550,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Balat Mahallesi Satılık Daire,185 M2,2+1,0 (Yeni),6,5.Kat,Yerden Isıtma,Krediye Uygun
15176578,"3,850,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Tayakadın Mahallesi Satılık Daire,230 M2,4+1,5-10,5,5.Kat,Kombi Doğalgaz,Krediye Uygun
15177536,"4,500,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Fethiye Mahallesi Satılık Daire,230 M2,3+1,5-10,5,4.Kat,Kombi Doğalgaz,Krediye Uygun
15177040,"1,000,000",Bursa Satılık Daire,Mustafakemalpaşa Satılık Daire,Yunus Emre Mahallesi Satılık Daire,100 M2,2+1,16-20,5,5.Kat,Kombi Doğalgaz,Bilinmiyor
14867274,"4,100,000",Bursa Satılık Daire,Mudanya Satılık Daire,Güzelyalı Burgaz Mahallesi Satılık Daire,150 M2,3+1,4,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15177276,"2,600,000",Bursa Satılık Daire,Yıldırım Satılık Daire,Emirsultan Mahallesi Satılık Daire,115 M2,3+1,5-10,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
14651030,"9,380,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Balat Mahallesi Satılık Daire,2.145 M2,2+1,4,7,Bahçe Katı,Yerden Isıtma,Krediye Uygun
15097042,"2,500,000",Bursa Satılık Daire,Mustafakemalpaşa Satılık Daire,Barış Mahallesi Satılık Daire,145 M2,3+1,5-10,5,2.Kat,Kombi Doğalgaz,Krediye Uygun
14867287,"3,100,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Emek Fatih Sultan Mehmet Mahallesi Satılık Daire,130 M2,3+1,16-20,5,4.Kat,Kombi Doğalgaz,Krediye Uygun
,,,,,,,,,,,
15177843,"4,250,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,130 M2,3+1,21 Ve Üzeri,4,1.Kat,Kombi Doğalgaz,Krediye Uygun
14587522,"8,500,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Balat Mahallesi Satılık Daire,108 M2,1+1,0 (Yeni),6,5.Kat,Yerden Isıtma,Krediye Uygun
,,,,,,,,,,,
14594566,"11,400,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Balat Mahallesi Satılık Daire,233 M2,3+1,0 (Yeni),6,1.Kat,Yerden Isıtma,Krediye Uygun
14594759,"8,950,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Yüzüncüyıl Mahallesi Satılık Daire,270 M2,4+1,0 (Yeni),12,5.Kat,Yerden Isıtma,Krediye Uygun
15175956,"5,465,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Balkan Mahallesi Satılık Daire,240 M2,4+1,2,8,7.Kat,Yerden Isıtma,Krediye Uygun
15135300,"2,200,000",Bursa Satılık Daire,İnegöl Satılık Daire,Fatih Mahallesi Satılık Daire,145 M2,3+1,5-10,4,3.Kat,Kombi Doğalgaz,Krediye Uygun
15150663,"2,350,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Bağlarbaşı Mahallesi Satılık Daire,157 M2,3+1,21 Ve Üzeri,4,4.Kat,Kombi Doğalgaz,Krediye Uygun
15086269,"6,290,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Ataevler Mahallesi Satılık Daire,185 M2,3+1,0 (Yeni),10,10.Kat,Yerden Isıtma,Krediye Uygun
15170861,"1,569,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Dumlupınar Mahallesi Satılık Daire,75 M2,1+1,5-10,5,5.Kat,Kombi Doğalgaz,Krediye Uygun
15112519,"4,100,000",Bursa Satılık Daire,Yıldırım Satılık Daire,Millet Mahallesi Satılık Daire,170 M2,3+1,11-15,6,4.Kat,Kombi Doğalgaz,Krediye Uygun
,,,,,,,,,,,
15171317,"1,750,000",Bursa Satılık Daire,Gemlik Satılık Daire,Kumla Mahallesi Satılık Daire,90 M2,2+1,21 Ve Üzeri,4,3.Kat,Klimalı,Krediye Uygun
15171296,"2,650,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Akçalar Mahallesi Satılık Daire,117 M2,2+1,0 (Yeni),5,3.Kat,Kombi Doğalgaz,Krediye Uygun
15150725,"1,750,000",Bursa Satılık Daire,İnegöl Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,103 M2,2+1,2,3,2.Kat,Kombi Doğalgaz,Krediye Uygun
15171367,"1,150,000",Bursa Satılık Daire,Gemlik Satılık Daire,Kayhan Mahallesi Satılık Daire,90 M2,2+1,21 Ve Üzeri,5,3.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15172064,"1,350,000",Bursa Satılık Daire,Gemlik Satılık Daire,Dr. Ziya Kaya Mahallesi Satılık Daire,115 M2,2+1,21 Ve Üzeri,5,2.Kat,Kombi Doğalgaz,Krediye Uygun
15172191,"3,345,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Beşevler Mahallesi Satılık Daire,130 M2,3+1,21 Ve Üzeri,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15133875,"9,500,000",Bursa Satılık Daire,Mudanya Satılık Daire,Güzelyalı Burgaz Mahallesi Satılık Daire,175 M2,3+1,2,3,1.Kat,Yerden Isıtma,Krediye Uygun
15170864,"1,689,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Dumlupınar Mahallesi Satılık Daire,70 M2,2+1,4,5,1.Kat,Kombi Doğalgaz,Krediye Uygun
,,,,,,,,,,,
15170867,"1,689,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Görükle Mahallesi Satılık Daire,75 M2,1+1,0 (Yeni),4,1.Kat,Yerden Isıtma,Krediye Uygun
15171299,"3,500,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Güneştepe Mahallesi Satılık Daire,123 M2,2+1,0 (Yeni),2,2.Kat,Yerden Isıtma,Krediye Uygun
15165259,"10,500,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Altınşehir Mahallesi Satılık Daire,370 M2,5+1,5-10,4,4.Kat,Kombi Doğalgaz,Krediye Uygun
15165255,"3,300,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Kızılcıklı Mahallesi Satılık Daire,240 M2,5+1,4,6,5.Kat,Kombi Doğalgaz,Krediye Uygun
15165532,"5,750,000",Bursa Satılık Daire,Nilüfer Satılık Daire,30 Ağustos Zafer Mahallesi Satılık Daire,254 M2,4+1,1,5,5.Kat,Kombi Doğalgaz,Krediye Uygun
15165350,"2,500,000",Bursa Satılık Daire,Gemlik Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,145 M2,3+1,21 Ve Üzeri,10,8.Kat,Kombi Doğalgaz,Bilinmiyor
15165531,"2,000,000",Bursa Satılık Daire,Yıldırım Satılık Daire,Karaağaç Mahallesi Satılık Daire,110 M2,3+1,21 Ve Üzeri,6,1.Kat,Kombi Doğalgaz,Krediye Uygun
15165439,"2,950,000",Bursa Satılık Daire,Yıldırım Satılık Daire,Teferrüç Mahallesi Satılık Daire,160 M2,4+1,4,5,5.Kat,Kombi Doğalgaz,Krediye Uygun
,,,,,,,,,,,
15165742,"2,450,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Üçevler Mahallesi Satılık Daire,144 M2,3+1,4,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15165979,"4,080,000",Bursa Satılık Daire,İnegöl Satılık Daire,Fatih Mahallesi Satılık Daire,160 M2,3+1,1,5,5.Kat,Yerden Isıtma,Krediye Uygun
,,,,,,,,,,,
15166075,"2,700,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Hüdavendigar Mahallesi Satılık Daire,115 M2,3+1,5-10,3,2.Kat,Kombi Doğalgaz,Krediye Uygun
15166403,"3,300,000",Bursa Satılık Daire,Karacabey Satılık Daire,Saadet Mahallesi Satılık Daire,300 M2,5+1,0 (Yeni),4,3.Kat,Kombi Doğalgaz,Krediye Uygun
15165977,"5,000,000",Bursa Satılık Daire,İnegöl Satılık Daire,Kemalpaşa Mahallesi Satılık Daire,240 M2,5+1,5-10,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15166648,"2,850,000",Bursa Satılık Daire,Kestel Satılık Daire,Vanimehmet Mahallesi Satılık Daire,130 M2,3+1,0 (Yeni),4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15171633,"4,250,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Geçit Mahallesi Satılık Daire,155 M2,3+1,5-10,5,5.Kat,Kombi Doğalgaz,Krediye Uygun
15167219,"3,125,000",Bursa Satılık Daire,Nilüfer Satılık Daire,30 Ağustos Zafer Mahallesi Satılık Daire,148 M2,2+1,0 (Yeni),5,2.Kat,Yerden Isıtma,Krediye Uygun
15167088,"3,250,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Balkan Mahallesi Satılık Daire,120 M2,3+1,0 (Yeni),7,3.Kat,Yerden Isıtma,Krediye Uygun
15167124,"1,250,000",Bursa Satılık Daire,Karacabey Satılık Daire,Saadet Mahallesi Satılık Daire,120 M2,2+1,21 Ve Üzeri,5,3.Kat,Kombi Doğalgaz,Krediye Uygun
,,,,,,,,,,,
15169149,"2,380,000",Bursa Satılık Daire,Gemlik Satılık Daire,Eşref Dinçer Mahallesi Satılık Daire,150 M2,3+1,0 (Yeni),3,1.Kat,Kombi Doğalgaz,Krediye Uygun
,,,,,,,,,,,
15166627,"3,290,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Güneştepe Mahallesi Satılık Daire,135 M2,3+1,0 (Yeni),3,1.Kat,Yerden Isıtma,Krediye Uygun Değil
15168026,"1,989,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Dumlupınar Mahallesi Satılık Daire,65 M2,1+1,4,5,3.Kat,Yerden Isıtma,Krediye Uygun
15167220,"3,475,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Özlüce Mahallesi Satılık Daire,208 M2,4+1,4,3,3.Kat,Yerden Isıtma,Krediye Uygun
15168029,"1,490,000",Bursa Satılık Daire,Yıldırım Satılık Daire,Yıldırım Mahallesi Satılık Daire,110 M2,3+1,21 Ve Üzeri,4,4.Kat,Doğalgaz Sobalı,Krediye Uygun
15168241,"1,400,000",Bursa Satılık Daire,Gemlik Satılık Daire,Kumla Mahallesi Satılık Daire,85 M2,2+1,21 Ve Üzeri,5,3.Kat,Isıtma Yok,Bilinmiyor
15168326,"1,620,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Görükle Mahallesi Satılık Daire,105 M2,2+1,5-10,4,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15167378,"2,399,000",Bursa Satılık Daire,Mudanya Satılık Daire,Yeni Mahallesi Satılık Daire,130 M2,3+1,5-10,4,4.Kat,Kombi Doğalgaz,Krediye Uygun
,,,,,,,,,,,
15167960,"3,300,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Çalı Mahallesi Satılık Daire,140 M2,3+1,4,4,3.Kat,Kombi Kömür,Krediye Uygun Değil
15168336,"2,050,000",Bursa Satılık Daire,Gürsu Satılık Daire,İstiklal Mahallesi Satılık Daire,120 M2,2+1,5-10,3,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15168495,"1,590,000",Bursa Satılık Daire,Orhangazi Satılık Daire,Camiikebir Mahallesi Satılık Daire,100 M2,3+1,16-20,3,2.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15168783,"2,350,000",Bursa Satılık Daire,İnegöl Satılık Daire,Süleymaniye Mahallesi Satılık Daire,100 M2,2+1,2,3,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15161531,"7,000,000",Bursa Satılık Daire,Nilüfer Satılık Daire,30 Ağustos Zafer Mahallesi Satılık Daire,300 M2,6+1,3,4,4.Kat,Kombi Doğalgaz,Krediye Uygun
,,,,,,,,,,,
15168176,"2,690,000",Bursa Satılık Daire,Yıldırım Satılık Daire,Erikli Mahallesi Satılık Daire,135 M2,3+1,16-20,10,4.Kat,Kombi Doğalgaz,Krediye Uygun
,,,,,,,,,,,
15161807,"1,600,000",Bursa Satılık Daire,Yıldırım Satılık Daire,Selimzade Mahallesi Satılık Daire,95 M2,2+1,21 Ve Üzeri,7,1.Kat,Kombi Doğalgaz,Krediye Uygun
15161905,"6,500,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Hasanağa Mahallesi Satılık Daire,320 M2,5+2,0 (Yeni),7,7.Kat,Kombi Doğalgaz,Krediye Uygun
15162923,"1,500,000",Bursa Satılık Daire,Gemlik Satılık Daire,Kumla Mahallesi Satılık Daire,85 M2,2+1,21 Ve Üzeri,4,1.Kat,Isıtma Yok,Krediye Uygun
,,,,,,,,,,,
15162983,"1,600,000",Bursa Satılık Daire,Kestel Satılık Daire,Yeni Mahallesi Satılık Daire,70 M2,2+1,21 Ve Üzeri,5,5.Kat,Kombi Doğalgaz,Bilinmiyor
15163261,"1,530,000",Bursa Satılık Daire,Gemlik Satılık Daire,Dr. Ziya Kaya Mahallesi Satılık Daire,130 M2,3+1,21 Ve Üzeri,5,3.Kat,Doğalgaz Sobalı,Krediye Uygun
15162261,"1,200,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Maksem Mahallesi Satılık Daire,100 M2,2+1,21 Ve Üzeri,4,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun
15163597,"3,650,000",Bursa Satılık Daire,Mudanya Satılık Daire,Halitpaşa Mahallesi Satılık Daire,150 M2,3+1,5-10,3,1.Kat,Kombi Doğalgaz,Krediye Uygun
,,,,,,,,,,,
15158250,"1,425,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Dumlupınar Mahallesi Satılık Daire,65 M2,2+1,5-10,6,3.Kat,Kombi Doğalgaz,Krediye Uygun
15163443,"4,250,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Demirtaş Cumhuriyet Mahallesi Satılık Daire,280 M2,5+1,5-10,5,5.Kat,Kombi Doğalgaz,Krediye Uygun
15161724,"1,750,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Ovaakça Merkez Mahallesi Satılık Daire,105 M2,2+1,4,5,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun
15161955,"4,500,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Elmasbahçeler Mahallesi Satılık Daire,240 M2,4.5+1,5-10,5,5.Kat,Kombi Doğalgaz,Krediye Uygun
15158794,"2,150,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Fethiye Mahallesi Satılık Daire,100 M2,2+1,5-10,5,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun
15163360,"3,449,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Akçalar Mahallesi Satılık Daire,153 M2,3+1,0 (Yeni),4,1.Kat,Yerden Isıtma,Bilinmiyor
15158793,"3,000,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Üçevler Mahallesi Satılık Daire,120 M2,2+1,5-10,4,3.Kat,Kombi Doğalgaz,Krediye Uygun
,,,,,,,,,,,
15158810,"2,235,000",Bursa Satılık Daire,Kestel Satılık Daire,Vanimehmet Mahallesi Satılık Daire,140 M2,3+1,4,4,1.Kat,Kombi Doğalgaz,Krediye Uygun
15158991,"2,875,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Üçevler Mahallesi Satılık Daire,120 M2,2+1,5-10,4,1.Kat,Yerden Isıtma,Krediye Uygun
15159229,"1,850,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Görükle Mahallesi Satılık Daire,115 M2,2+1,3,4,4.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15161428,"2,100,000",Bursa Satılık Daire,Gemlik Satılık Daire,Osmaniye Mahallesi Satılık Daire,85 M2,2+1,0 (Yeni),5,1.Kat,Kombi Doğalgaz,Krediye Uygun
15159230,"1,500,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Görükle Mahallesi Satılık Daire,90 M2,3+1,3,4,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun Değil
15158298,"2,320,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Demirtaş Barbaros Mahallesi Satılık Daire,145 M2,2+1,5-10,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15159376,"3,600,000",Bursa Satılık Daire,Mudanya Satılık Daire,Yeni Mahallesi Satılık Daire,240 M2,7+1,4,1,Bahçe Katı,Yerden Isıtma,Krediye Uygun
,,,,,,,,,,,
15159295,"1,200,000",Bursa Satılık Daire,Karacabey Satılık Daire,Esentepe Mahallesi Satılık Daire,130 M2,3+1,21 Ve Üzeri,3,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15158668,"1,585,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Görükle Mahallesi Satılık Daire,60 M2,2+1,5-10,4,4.Kat,Kombi Doğalgaz,Krediye Uygun
15158871,"1,950,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Ahmet Yesevi Mahallesi Satılık Daire,108 M2,2+1,21 Ve Üzeri,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15159162,"3,100,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Akpınar Mahallesi Satılık Daire,143 M2,2+1,5-10,5,2.Kat,Kombi Doğalgaz,Krediye Uygun
15159409,"4,480,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Balat Mahallesi Satılık Daire,110 M2,2+1,0 (Yeni),7,3.Kat,Kombi Doğalgaz,Krediye Uygun
15159487,"3,740,000",Bursa Satılık Daire,İnegöl Satılık Daire,Yeni Mahallesi Satılık Daire,170 M2,3+1,0 (Yeni),6,2.Kat,Yerden Isıtma,Krediye Uygun
15159489,"1,750,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Dumlupınar Mahallesi Satılık Daire,65 M2,1+1,3,8,Bahçe Katı,Yerden Isıtma,Krediye Uygun Değil
15159691,"3,900,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,145 M2,3+1,16-20,5,1.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15154111,"1,080,000",Bursa Satılık Daire,İnegöl Satılık Daire,Yenice Mahallesi Satılık Daire,85 M2,2+1,21 Ve Üzeri,4,3.Kat,Sobalı,Krediye Uygun
15159689,"2,850,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Konak Mahallesi Satılık Daire,115 M2,3+1,21 Ve Üzeri,5,1.Kat,Kombi Doğalgaz,Krediye Uygun
15154131,"2,699,000",Bursa Satılık Daire,Gemlik Satılık Daire,Yeni Mahallesi Satılık Daire,145 M2,3+1,5-10,6,5.Kat,Kombi Doğalgaz,Krediye Uygun
15154003,"3,700,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Akpınar Mahallesi Satılık Daire,135 M2,3+1,21 Ve Üzeri,5,2.Kat,Kombi Doğalgaz,Krediye Uygun
15154189,"7,500,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Konak Mahallesi Satılık Daire,180 M2,3+1,0 (Yeni),5,2.Kat,Yerden Isıtma,Krediye Uygun
15154432,"3,950,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Çekirge Mahallesi Satılık Daire,190 M2,3+1,21 Ve Üzeri,7,3.Kat,Kombi Doğalgaz,Krediye Uygun
15154219,"4,200,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Balkan Mahallesi Satılık Daire,320 M2,5+1,0 (Yeni),6,6.Kat,Kombi Doğalgaz,Krediye Uygun
15158248,"1,609,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Dumlupınar Mahallesi Satılık Daire,75 M2,2+1,4,6,2.Kat,Kombi Doğalgaz,Krediye Uygun
15155662,"4,600,000",Bursa Satılık Daire,Nilüfer Satılık Daire,30 Ağustos Zafer Mahallesi Satılık Daire,170 M2,4+1,0 (Yeni),5,5.Kat,Yerden Isıtma,Krediye Uygun
15154766,"2,650,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Çalı Mahallesi Satılık Daire,130 M2,3+1,5-10,3,2.Kat,Kombi Doğalgaz,Krediye Uygun
15155357,"2,400,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Hasanağa Mahallesi Satılık Daire,115 M2,2+1,0 (Yeni),7,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun
15155368,"870,000",Bursa Satılık Daire,Gemlik Satılık Daire,Kayhan Mahallesi Satılık Daire,90 M2,2+1,21 Ve Üzeri,4,4.Kat,Kombi Doğalgaz,Krediye Uygun
15156465,"1,275,000",Bursa Satılık Daire,Yıldırım Satılık Daire,Şükraniye Mahallesi Satılık Daire,105 M2,2+1,21 Ve Üzeri,4,3.Kat,Kombi Doğalgaz,Krediye Uygun
15155975,"1,400,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Selimiye Mahallesi Satılık Daire,100 M2,2+1,21 Ve Üzeri,5,4.Kat,Kombi Doğalgaz,Krediye Uygun
15156171,"2,850,000",Bursa Satılık Daire,Kestel Satılık Daire,Vanimehmet Mahallesi Satılık Daire,147 M2,3+1,11-15,3,1.Kat,Kombi Doğalgaz,Krediye Uygun
15156047,"2,550,000",Bursa Satılık Daire,Orhangazi Satılık Daire,Arapzade Mahallesi Satılık Daire,137 M2,3+1,16-20,4,1.Kat,Kombi Doğalgaz,Bilinmiyor
15156306,"3,000,000",Bursa Satılık Daire,Mudanya Satılık Daire,Güzelyalı Burgaz Mahallesi Satılık Daire,110 M2,2+1,5-10,5,2.Kat,Merkezi Doğalgaz,Krediye Uygun
15157370,"3,350,000",Bursa Satılık Daire,İnegöl Satılık Daire,Kemalpaşa Mahallesi Satılık Daire,135 M2,3+1,0 (Yeni),3,1.Kat,Kombi Doğalgaz,Krediye Uygun
15156688,"3,595,000",Bursa Satılık Daire,Mudanya Satılık Daire,Yeni Mahallesi Satılık Daire,126 M2,2+1,4,5,1.Kat,Yerden Isıtma,Krediye Uygun
15157786,"1,200,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Demirtaşpaşa Mahallesi Satılık Daire,85 M2,2+1,21 Ve Üzeri,4,4.Kat,Doğalgaz Sobalı,Krediye Uygun
15157115,"3,500,000",Bursa Satılık Daire,Orhangazi Satılık Daire,Arapzade Mahallesi Satılık Daire,95 M2,2+1,21 Ve Üzeri,4,1.Kat,Kombi Doğalgaz,Bilinmiyor
15158033,"2,750,000",Bursa Satılık Daire,Mustafakemalpaşa Satılık Daire,Barış Mahallesi Satılık Daire,190 M2,4+1,5-10,4,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun
15157526,"1,550,000",Bursa Satılık Daire,Gemlik Satılık Daire,Kumla Mahallesi Satılık Daire,90 M2,2+1,21 Ve Üzeri,4,3.Kat,Klimalı,Krediye Uygun
15156704,"2,995,000",Bursa Satılık Daire,Yıldırım Satılık Daire,Esenevler Mahallesi Satılık Daire,120 M2,3+1,21 Ve Üzeri,7,4.Kat,Kombi Doğalgaz,Krediye Uygun
15153836,"4,200,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Ataevler Mahallesi Satılık Daire,170 M2,3+1,21 Ve Üzeri,6,4.Kat,Kombi Doğalgaz,Bilinmiyor
15173252,"7,200,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Altınşehir Mahallesi Satılık Daire,255 M2,4+1,11-15,9,8.Kat,Kombi Doğalgaz,Krediye Uygun
15172970,"2,200,000",Bursa Satılık Daire,Gürsu Satılık Daire,Kurtuluş Mahallesi Satılık Daire,145 M2,3+1,11-15,3,2.Kat,Kombi Doğalgaz,Krediye Uygun
15154684,"1,920,000",Bursa Satılık Daire,Gemlik Satılık Daire,Kumla Mahallesi Satılık Daire,110 M2,2+1,16-20,4,3.Kat,Klimalı,Krediye Uygun
15173793,"2,590,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Özlüce Mahallesi Satılık Daire,95 M2,2+1,0 (Yeni),3,1.Kat,Yerden Isıtma,Krediye Uygun
15175760,"4,000,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Elmasbahçeler Mahallesi Satılık Daire,140 M2,3+1,5-10,5,5.Kat,Kombi Doğalgaz,Krediye Uygun
15175917,"4,500,000",Bursa Satılık Daire,Mudanya Satılık Daire,Güzelyalı Siteler Mahallesi Satılık Daire,175 M2,3+1,11-15,5,1.Kat,Kombi Doğalgaz,Krediye Uygun
15173795,"3,350,000",Bursa Satılık Daire,Mudanya Satılık Daire,Halitpaşa Mahallesi Satılık Daire,130 M2,3+1,3,6,1.Kat,Kombi Doğalgaz,Krediye Uygun
15174209,"2,845,000",Bursa Satılık Daire,Yıldırım Satılık Daire,Demetevler Mahallesi Satılık Daire,200 M2,4+1,1,3,3.Kat,Yerden Isıtma,Krediye Uygun
15175681,"2,450,000",Bursa Satılık Daire,İnegöl Satılık Daire,Akhisar Mahallesi Satılık Daire,120 M2,2+1,0 (Yeni),5,Kot 3 (-3).Kat,Yerden Isıtma,Krediye Uygun
15151782,"1,850,000",Bursa Satılık Daire,Yıldırım Satılık Daire,Yeşil Mahallesi Satılık Daire,140 M2,5+1,21 Ve Üzeri,5,Çatı Katı,Kombi Doğalgaz,Krediye Uygun
15156559,"3,150,000",Bursa Satılık Daire,Karacabey Satılık Daire,Selimiye Mahallesi Satılık Daire,220 M2,3+1,0 (Yeni),4,4.Kat,Yerden Isıtma,Krediye Uygun
15151632,"2,860,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Demirtaş Cumhuriyet Mahallesi Satılık Daire,120 M2,2+1,5-10,6,4.Kat,Kombi Doğalgaz,Krediye Uygun
