ilan no,Price,City,Town,Neighbourhood,Total Square of Meter,Number of room,Age of Structure,Floor of house,Number of floors,Heating,Credi Accepting
15141566,"2,750,000",Bursa Satılık Daire,Kestel Satılık Daire,Kale Mahallesi Satılık Daire,120 M2,2+1,0 (Yeni),3,2.Kat,Kombi Doğalgaz,Krediye Uygun
15141854,"7,500,000",Bursa Satılık Daire,Nilüfer Satılık Daire,30 Ağustos Zafer Mahallesi Satılık Daire,257 M2,4+1,0 (Yeni),6,5.Kat,Yerden Isıtma,Krediye Uygun
15141687,"5,500,000",Bursa Satılık Daire,Nilüfer Satılık Daire,İhsaniye Mahallesi Satılık Daire,169 M2,3+1,2,11,3.Kat,Yerden Isıtma,Krediye Uygun
15143204,"4,300,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Balkan Mahallesi Satılık Daire,175 M2,3+1,0 (Yeni),6,6.Kat,Kombi Doğalgaz,Krediye Uygun
15144059,"2,750,000",Bursa Satılık Daire,Karacabey Satılık Daire,Bayramdere Mahallesi Satılık Daire,110 M2,2+1,0 (Yeni),3,1.Kat,Kombi Doğalgaz,Krediye Uygun
15144255,"1,875,000",Bursa Satılık Daire,Yıldırım Satılık Daire,Ertuğrulgazi Mahallesi Satılık Daire,95 M2,2+1,21 Ve Üzeri,5,5.Kat,Doğalgaz Sobalı,Krediye Uygun
15143519,"3,400,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Üçevler Mahallesi Satılık Daire,145 M2,3+1,11-15,4,3.Kat,Kombi Doğalgaz,Krediye Uygun
15144054,"2,350,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Çalı Mahallesi Satılık Daire,175 M2,3+1,5-10,3,Düz Giriş (Zemin),Kombi Doğalgaz,Bilinmiyor
15144198,"2,590,000",Bursa Satılık Daire,Yıldırım Satılık Daire,Yiğitler Mahallesi Satılık Daire,130 M2,3+1,11-15,10,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15144551,"4,250,000",Bursa Satılık Daire,Yıldırım Satılık Daire,Çınarönü Mahallesi Satılık Daire,125 M2,2+1,0 (Yeni),7,3.Kat,Merkezi Doğalgaz,Krediye Uygun
15136622,"6,100,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,180 M2,3+1,11-15,5,1.Kat,Kombi Doğalgaz,Krediye Uygun
15136171,"2,050,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Osmangazi Mahallesi Satılık Daire,95 M2,2+1,21 Ve Üzeri,5,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun
15139815,"1,325,000",Bursa Satılık Daire,Mustafakemalpaşa Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,55 M2,1+1,0 (Yeni),4,4.Kat,Kombi Doğalgaz,Krediye Uygun
15136998,"1,850,000",Bursa Satılık Daire,Mustafakemalpaşa Satılık Daire,Atatürk Mahallesi Satılık Daire,120 M2,2+1,5-10,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15137084,"2,100,000",Bursa Satılık Daire,İznik Satılık Daire,Yeni Mahallesi Satılık Daire,96 M2,2+1,11-15,3,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun
15144583,"2,190,000",Bursa Satılık Daire,Mudanya Satılık Daire,Halitpaşa Mahallesi Satılık Daire,90 M2,2+1,21 Ve Üzeri,5,4.Kat,Kombi Doğalgaz,Krediye Uygun
15137876,"1,580,000",Bursa Satılık Daire,Gemlik Satılık Daire,Küçükkumla Mahallesi Satılık Daire,90 M2,2+1,21 Ve Üzeri,4,3.Kat,Kombi Doğalgaz,Krediye Uygun
15136645,"10,000,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Ahmet Yesevi Mahallesi Satılık Daire,191 M2,2+1,3,7,4.Kat,Merkezi (Pay Ölçer),Krediye Uygun
15137832,"6,000,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Karaman Mahallesi Satılık Daire,181 M2,3+1,0 (Yeni),8,5.Kat,Kombi Doğalgaz,Krediye Uygun
15137915,"1,170,000",Bursa Satılık Daire,Yıldırım Satılık Daire,Hocataşkın Mahallesi Satılık Daire,75 M2,1+1,21 Ve Üzeri,4,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15137469,"1,900,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Dumlupınar Mahallesi Satılık Daire,70 M2,2+1,2,7,5.Kat,Yerden Isıtma,Krediye Uygun
15138655,"1,550,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Kiremitçi Mahallesi Satılık Daire,95 M2,1+1,11-15,5,5.Kat,Kombi Doğalgaz,Krediye Uygun
15137877,"7,000,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Karaman Mahallesi Satılık Daire,249 M2,3+1,0 (Yeni),8,8.Kat,Kombi Doğalgaz,Krediye Uygun
15138382,"740,000",Bursa Satılık Daire,Gemlik Satılık Daire,Yeni Mahallesi Satılık Daire,125 M2,3+1,21 Ve Üzeri,5,5.Kat,Isıtma Yok,Krediye Uygun
15138495,"3,600,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Görükle Mahallesi Satılık Daire,180 M2,3+2,11-15,5,4.Kat,Kombi Doğalgaz,Krediye Uygun
15137898,"3,300,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Hüdavendigar Mahallesi Satılık Daire,150 M2,3+1,16-20,5,5.Kat,Kombi Doğalgaz,Krediye Uygun
15138564,"1,750,000",Bursa Satılık Daire,İnegöl Satılık Daire,Akhisar Mahallesi Satılık Daire,43 M2,1+1,0 (Yeni),4,1.Kat,Yerden Isıtma,Krediye Uygun
15138934,"1,500,000",Bursa Satılık Daire,Karacabey Satılık Daire,Tabaklar Mahallesi Satılık Daire,117 M2,2+1,21 Ve Üzeri,4,4.Kat,Kombi Doğalgaz,Krediye Uygun
15138898,"3,250,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Balat Mahallesi Satılık Daire,55 M2,1+1,0 (Yeni),5,1.Kat,Yerden Isıtma,Krediye Uygun
15139316,"1,260,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Dumlupınar Mahallesi Satılık Daire,65 M2,1+1,11-15,5,3.Kat,Kombi Doğalgaz,Krediye Uygun
15139081,"2,500,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Konak Mahallesi Satılık Daire,140 M2,3+1,16-20,5,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun
15138965,"2,500,000",Bursa Satılık Daire,Karacabey Satılık Daire,Karacaahmet Mahallesi Satılık Daire,240 M2,3+1,11-15,4,4.Kat,Kombi Doğalgaz,Krediye Uygun
15139466,"4,950,000",Bursa Satılık Daire,Gemlik Satılık Daire,Kurşunlu Mahallesi Satılık Daire,170 M2,3+1,5-10,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15139471,"6,250,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Barış Mahallesi Satılık Daire,200 M2,4+1,4,8,Bahçe Katı,Merkezi (Pay Ölçer),Krediye Uygun
15135955,"2,490,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Görükle Mahallesi Satılık Daire,165 M2,4+1,5-10,3,3.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15131606,"1,600,000",Bursa Satılık Daire,Yıldırım Satılık Daire,Yenimahalle Mahallesi Satılık Daire,145 M2,2+1,5-10,4,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun
15139681,"1,080,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Altıparmak Mahallesi Satılık Daire,80 M2,2+1,21 Ve Üzeri,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15138958,"1,625,000",Bursa Satılık Daire,Karacabey Satılık Daire,Runguşpaşa Mahallesi Satılık Daire,110 M2,2+1,16-20,5,4.Kat,Kombi Doğalgaz,Krediye Uygun
15131899,"2,000,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Demirci Mahallesi Satılık Daire,70 M2,2+1,0 (Yeni),3,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun
15131732,"5,500,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Balat Mahallesi Satılık Daire,145 M2,3+1,0 (Yeni),7,5.Kat,Kombi Doğalgaz,Krediye Uygun
15132417,"1,265,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Görükle Mahallesi Satılık Daire,55 M2,1+1,5-10,4,Çatı Katı,Kombi Doğalgaz,Krediye Uygun
15132114,"2,900,000",Bursa Satılık Daire,İnegöl Satılık Daire,Yeni Mahallesi Satılık Daire,130 M2,3+1,4,3,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15131744,"7,000,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Balat Mahallesi Satılık Daire,290 M2,5+1,5-10,6,6.Kat,Kombi Doğalgaz,Krediye Uygun
15132991,"1,785,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Görükle Mahallesi Satılık Daire,90 M2,2+1,5-10,4,4.Kat,Kombi Doğalgaz,Krediye Uygun
15131634,"2,450,000",Bursa Satılık Daire,Gemlik Satılık Daire,Hisar Mahallesi Satılık Daire,115 M2,2+1,0 (Yeni),5,3.Kat,Kombi Doğalgaz,Krediye Uygun
15132652,"3,970,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Demirci Mahallesi Satılık Daire,165 M2,3+1,5-10,3,2.Kat,Kombi Doğalgaz,Krediye Uygun
15133156,"3,150,000",Bursa Satılık Daire,Yıldırım Satılık Daire,Yiğitler Mahallesi Satılık Daire,135 M2,3+1,4,8,5.Kat,Kombi Doğalgaz,Krediye Uygun
15138991,"7,500,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Beşevler Mahallesi Satılık Daire,265 M2,7+1,11-15,4,4.Kat,Kombi Doğalgaz,Krediye Uygun
15133241,"2,380,000",Bursa Satılık Daire,Gemlik Satılık Daire,Eşref Dinçer Mahallesi Satılık Daire,150 M2,3+1,0 (Yeni),3,1.Kat,Kombi Doğalgaz,Krediye Uygun
15139456,"5,300,000",Bursa Satılık Daire,Kestel Satılık Daire,Vanimehmet Mahallesi Satılık Daire,210 M2,4+1,5-10,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15133838,"2,099,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Muradiye Mahallesi Satılık Daire,130 M2,3+1,21 Ve Üzeri,4,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun
15133337,"1,250,000",Bursa Satılık Daire,Yıldırım Satılık Daire,Hacıseyfettin Mahallesi Satılık Daire,120 M2,2+1,11-15,5,Bahçe Katı,Doğalgaz Sobalı,Krediye Uygun
15131596,"2,199,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Dumlupınar Mahallesi Satılık Daire,70 M2,2+1,5-10,5,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun
15133202,"7,500,000",Bursa Satılık Daire,Yıldırım Satılık Daire,Akçağlayan Mahallesi Satılık Daire,255 M2,3+1,11-15,3,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun
15130000,"1,500,000",Bursa Satılık Daire,İnegöl Satılık Daire,Kemalpaşa Mahallesi Satılık Daire,105 M2,2+1,21 Ve Üzeri,5,1.Kat,Doğalgaz Sobalı,Krediye Uygun
15130090,"2,720,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Kızılcıklı Mahallesi Satılık Daire,140 M2,3+1,16-20,11,2.Kat,Kombi Doğalgaz,Krediye Uygun
15130001,"2,190,000",Bursa Satılık Daire,İnegöl Satılık Daire,Yeni Mahallesi Satılık Daire,120 M2,2+1,5-10,6,4.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15133880,"2,800,000",Bursa Satılık Daire,Nilüfer Satılık Daire,İhsaniye Mahallesi Satılık Daire,95 M2,2+1,11-15,5,1.Kat,Kombi Doğalgaz,Krediye Uygun
15132834,"2,719,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Balkan Mahallesi Satılık Daire,100 M2,2+1,0 (Yeni),7,5.Kat,Merkezi (Pay Ölçer),Krediye Uygun
15130097,"4,900,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Balkan Mahallesi Satılık Daire,230 M2,3+1,1,6,6.Kat,Yerden Isıtma,Krediye Uygun Değil
15130483,"2,700,000",Bursa Satılık Daire,Gemlik Satılık Daire,Yeni Mahallesi Satılık Daire,190 M2,5+1,0 (Yeni),7,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun
15130743,"1,230,000",Bursa Satılık Daire,Yıldırım Satılık Daire,Karaağaç Mahallesi Satılık Daire,90 M2,2+1,21 Ve Üzeri,5,Kot 1 (-1).Kat,Merkezi (Pay Ölçer),Krediye Uygun
15130098,"3,650,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Balkan Mahallesi Satılık Daire,135 M2,3+1,0 (Yeni),5,3.Kat,Yerden Isıtma,Krediye Uygun Değil
15131133,"2,950,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Hüdavendigar Mahallesi Satılık Daire,148 M2,3+1,21 Ve Üzeri,5,1.Kat,Kombi Doğalgaz,Krediye Uygun
15131100,"5,500,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Hasanağa Mahallesi Satılık Daire,210 M2,3.5+1,0 (Yeni),10,8.Kat,Yerden Isıtma,Krediye Uygun Değil
15130174,"4,000,000",Bursa Satılık Daire,Nilüfer Satılık Daire,30 Ağustos Zafer Mahallesi Satılık Daire,140 M2,3+1,0 (Yeni),5,2.Kat,Yerden Isıtma,Krediye Uygun
15130088,"5,200,000",Bursa Satılık Daire,Nilüfer Satılık Daire,30 Ağustos Zafer Mahallesi Satılık Daire,222 M2,4+1,0 (Yeni),6,Çatı Katı,Yerden Isıtma,Krediye Uygun Değil
15131125,"4,500,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Konak Mahallesi Satılık Daire,145 M2,3+1,0 (Yeni),10,Bahçe Katı,Merkezi (Pay Ölçer),Krediye Uygun
15131154,"2,600,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Demirtaş Cumhuriyet Mahallesi Satılık Daire,115 M2,3+1,0 (Yeni),9,8.Kat,Kombi Doğalgaz,Krediye Uygun
15131204,"2,475,000",Bursa Satılık Daire,Nilüfer Satılık Daire,29 Ekim Mahallesi Satılık Daire,70 M2,1+1,11-15,13,3.Kat,Merkezi (Pay Ölçer),Krediye Uygun
15131208,"4,350,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Yunuseli Mahallesi Satılık Daire,150 M2,3+1,3,13,8.Kat,Yerden Isıtma,Krediye Uygun
15131223,"4,690,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Yeşilova Mahallesi Satılık Daire,160 M2,3+1,0 (Yeni),13,4.Kat,Yerden Isıtma,Krediye Uygun
15129998,"2,600,000",Bursa Satılık Daire,İnegöl Satılık Daire,Akhisar Mahallesi Satılık Daire,140 M2,3+1,3,2,2.Kat,Kombi Doğalgaz,Krediye Uygun
15131178,"3,750,000",Bursa Satılık Daire,Gemlik Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,148 M2,3+1,0 (Yeni),4,2.Kat,Yerden Isıtma,Krediye Uygun Değil
15123664,"2,500,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Balkan Mahallesi Satılık Daire,85 M2,2+1,5-10,5,5.Kat,Merkezi (Pay Ölçer),Krediye Uygun
15123726,"1,800,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Maksem Mahallesi Satılık Daire,100 M2,2+1,21 Ve Üzeri,5,5.Kat,Kombi Doğalgaz,Krediye Uygun
15124563,"1,425,000",Bursa Satılık Daire,Yıldırım Satılık Daire,Davutkadı Mahallesi Satılık Daire,90 M2,2+1,21 Ve Üzeri,4,3.Kat,Kombi Doğalgaz,Krediye Uygun
15125109,"2,670,000",Bursa Satılık Daire,Orhangazi Satılık Daire,Hürriyet Mahallesi Satılık Daire,135 M2,2+1,0 (Yeni),4,1.Kat,Kombi Doğalgaz,Krediye Uygun
15125221,"1,550,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Görükle Mahallesi Satılık Daire,65 M2,2+1,5-10,5,1.Kat,Kombi Doğalgaz,Bilinmiyor
15125787,"4,750,000",Bursa Satılık Daire,Mudanya Satılık Daire,Güzelyalı Burgaz Mahallesi Satılık Daire,185 M2,3+1,1,5,5.Kat,Yerden Isıtma,Krediye Uygun
15123890,"3,250,000",Bursa Satılık Daire,Mudanya Satılık Daire,Güzelyalı Yalı Mahallesi Satılık Daire,150 M2,3+1,21 Ve Üzeri,5,1.Kat,Kombi Doğalgaz,Krediye Uygun
15125801,"3,750,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Yunuseli Mahallesi Satılık Daire,137 M2,3+1,4,7,3.Kat,Kombi Doğalgaz,Krediye Uygun
15130003,"4,500,000",Bursa Satılık Daire,İnegöl Satılık Daire,Yeni Mahallesi Satılık Daire,298 M2,6+1,5-10,4,4.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15131242,"3,800,000",Bursa Satılık Daire,Yıldırım Satılık Daire,Millet Mahallesi Satılık Daire,160 M2,3+1,5-10,5,3.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15124748,"2,990,000",Bursa Satılık Daire,Gürsu Satılık Daire,Kurtuluş Mahallesi Satılık Daire,175 M2,4+1,5-10,4,Çatı Dubleks,Kombi Doğalgaz,Krediye Uygun
15124722,"3,250,000",Bursa Satılık Daire,Mudanya Satılık Daire,Güzelyalı Burgaz Mahallesi Satılık Daire,115 M2,2+1,21 Ve Üzeri,7,7.Kat,Kombi Doğalgaz,Bilinmiyor
15126554,"1,850,000",Bursa Satılık Daire,Mudanya Satılık Daire,Halitpaşa Mahallesi Satılık Daire,80 M2,2+1,16-20,6,Düz Giriş (Zemin),Kombi Doğalgaz,Bilinmiyor
15126098,"4,050,000",Bursa Satılık Daire,Karacabey Satılık Daire,Sırabademler Mahallesi Satılık Daire,170 M2,4+1,2,5,2.Kat,Kombi Doğalgaz,Krediye Uygun
15126642,"2,750,000",Bursa Satılık Daire,Mudanya Satılık Daire,Güzelyalı Yalı Mahallesi Satılık Daire,85 M2,2+1,21 Ve Üzeri,4,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun Değil
15126652,"1,575,000",Bursa Satılık Daire,Gemlik Satılık Daire,Kurşunlu Mahallesi Satılık Daire,80 M2,1+1,21 Ve Üzeri,6,6.Kat,Isıtma Yok,Krediye Uygun
15126903,"6,500,000",Bursa Satılık Daire,Mudanya Satılık Daire,Güzelyalı Yalı Mahallesi Satılık Daire,180 M2,3+1,5-10,5,3.Kat,Kombi Doğalgaz,Krediye Uygun
15120062,"1,400,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Dumlupınar Mahallesi Satılık Daire,75 M2,1+1,5-10,4,1.Kat,Kombi Doğalgaz,Krediye Uygun
15120433,"2,500,000",Bursa Satılık Daire,Yıldırım Satılık Daire,Umurbey Mahallesi Satılık Daire,125 M2,3+1,21 Ve Üzeri,5,1.Kat,Merkezi Doğalgaz,Krediye Uygun
15121242,"3,150,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Soğanlı Mahallesi Satılık Daire,130 M2,2+1,16-20,2,Müstakil,Kombi Doğalgaz,Bilinmiyor
15120609,"3,350,000",Bursa Satılık Daire,Nilüfer Satılık Daire,29 Ekim Mahallesi Satılık Daire,80 M2,2+1,0 (Yeni),8,6.Kat,Kombi Doğalgaz,Krediye Uygun
15126942,"1,450,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Demirtaş Cumhuriyet Mahallesi Satılık Daire,75 M2,1+1,4,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15121400,"1,875,000",Bursa Satılık Daire,İnegöl Satılık Daire,Karalar Mahallesi Satılık Daire,85 M2,2+1,0 (Yeni),6,2.Kat,Merkezi (Pay Ölçer),Krediye Uygun
15120820,"3,600,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Hüdavendigar Mahallesi Satılık Daire,165 M2,3+1,21 Ve Üzeri,7,6.Kat,Yerden Isıtma,Krediye Uygun
15121481,"1,845,000",Bursa Satılık Daire,İnegöl Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,125 M2,3+1,4,3,2.Kat,Kombi Doğalgaz,Krediye Uygun
15120294,"5,600,000",Bursa Satılık Daire,Gemlik Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,300 M2,5+1,5-10,5,5.Kat,Kombi Doğalgaz,Krediye Uygun
15121116,"2,300,000",Bursa Satılık Daire,Gemlik Satılık Daire,Eşref Dinçer Mahallesi Satılık Daire,130 M2,3+1,5-10,3,1.Kat,Kombi Doğalgaz,Krediye Uygun
15121978,"2,320,000",Bursa Satılık Daire,İnegöl Satılık Daire,Mahmudiye Mahallesi Satılık Daire,110 M2,2+1,0 (Yeni),2,2.Kat,Kombi Doğalgaz,Krediye Uygun
15121676,"5,000,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Özlüce Mahallesi Satılık Daire,161 M2,3+1,3,3,Çatı Dubleks,Kombi Doğalgaz,Bilinmiyor
15122229,"1,175,000",Bursa Satılık Daire,Yıldırım Satılık Daire,Hacıseyfettin Mahallesi Satılık Daire,95 M2,2+1,21 Ve Üzeri,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15121584,"1,500,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Koğukçınar Mahallesi Satılık Daire,120 M2,2+1,21 Ve Üzeri,4,4.Kat,Kombi Doğalgaz,Krediye Uygun
15122071,"4,250,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,190 M2,4+1,21 Ve Üzeri,5,2.Kat,Kombi Doğalgaz,Krediye Uygun
15122372,"4,500,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Barış Mahallesi Satılık Daire,160 M2,3+1,16-20,5,5.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15122097,"3,250,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Hüdavendigar Mahallesi Satılık Daire,190 M2,3+1,21 Ve Üzeri,5,2.Kat,Merkezi Doğalgaz,Bilinmiyor
15122374,"6,150,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Ahmet Yesevi Mahallesi Satılık Daire,150 M2,3+1,5-10,6,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun Değil
15121462,"4,200,000",Bursa Satılık Daire,Nilüfer Satılık Daire,30 Ağustos Zafer Mahallesi Satılık Daire,163 M2,3+1,0 (Yeni),6,2.Kat,Yerden Isıtma,Krediye Uygun
15115501,"1,890,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Dumlupınar Mahallesi Satılık Daire,68 M2,2+1,3,6,5.Kat,Kombi Doğalgaz,Krediye Uygun
15115698,"1,479,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Görükle Mahallesi Satılık Daire,90 M2,2+1,5-10,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15115697,"1,489,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Dumlupınar Mahallesi Satılık Daire,75 M2,2+1,5-10,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15115699,"2,499,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Dumlupınar Mahallesi Satılık Daire,85 M2,2+1,0 (Yeni),5,2.Kat,Yerden Isıtma,Krediye Uygun
15116028,"1,068,000",Bursa Satılık Daire,Karacabey Satılık Daire,Saadet Mahallesi Satılık Daire,124 M2,2+1,21 Ve Üzeri,4,3.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15116070,"2,500,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Demirtaş Sakarya Mahallesi Satılık Daire,142 M2,2+1,3,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15116171,"10,000,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Çekirge Mahallesi Satılık Daire,250 M2,3+1,21 Ve Üzeri,4,4.Kat,Kombi Doğalgaz,Krediye Uygun
15119946,"1,775,000",Bursa Satılık Daire,Kestel Satılık Daire,Kale Mahallesi Satılık Daire,85 M2,2+1,5-10,3,2.Kat,Kombi Doğalgaz,Krediye Uygun
15116336,"3,190,000",Bursa Satılık Daire,Yıldırım Satılık Daire,Mehmet Akif Ersoy Mahallesi Satılık Daire,137 M2,7+3,21 Ve Üzeri,3,Düz Giriş (Zemin),Sobalı,Krediye Uygun Değil
15116335,"3,150,000",Bursa Satılık Daire,Yıldırım Satılık Daire,Bağlaraltı Mahallesi Satılık Daire,135 M2,3+1,11-15,10,1.Kat,Kombi Doğalgaz,Krediye Uygun
15116341,"1,000,000",Bursa Satılık Daire,Mustafakemalpaşa Satılık Daire,Fevzidede Mahallesi Satılık Daire,95 M2,2+1,16-20,1,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun
15117029,"3,250,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Yolçatı Mahallesi Satılık Daire,225 M2,4+1,0 (Yeni),2,2.Kat,Kombi Doğalgaz,Krediye Uygun
15117032,"3,250,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Yolçatı Mahallesi Satılık Daire,197 M2,3+1,0 (Yeni),2,2.Kat,Kombi Doğalgaz,Krediye Uygun
15116890,"1,960,000",Bursa Satılık Daire,Gemlik Satılık Daire,Hamidiye Mahallesi Satılık Daire,117 M2,2+1,1,3,2.Kat,Kombi Doğalgaz,Bilinmiyor
15121974,"3,700,000",Bursa Satılık Daire,İnegöl Satılık Daire,Esentepe Mahallesi Satılık Daire,180 M2,3+1,5-10,4,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun
15116907,"1,650,000",Bursa Satılık Daire,Yıldırım Satılık Daire,Yeşil Mahallesi Satılık Daire,90 M2,2+1,21 Ve Üzeri,5,5.Kat,Kombi Doğalgaz,Krediye Uygun
15113341,"1,850,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Dumlupınar Mahallesi Satılık Daire,65 M2,2+1,4,8,5.Kat,Kombi Doğalgaz,Krediye Uygun
15113338,"1,450,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Görükle Mahallesi Satılık Daire,65 M2,2+1,5-10,4,1.Kat,Kombi Doğalgaz,Krediye Uygun
15113346,"1,365,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Dumlupınar Mahallesi Satılık Daire,70 M2,2+1,11-15,5,Çatı Katı,Merkezi (Pay Ölçer),Krediye Uygun
15113342,"2,050,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Görükle Mahallesi Satılık Daire,60 M2,2+1,0 (Yeni),4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15113383,"2,600,000",Bursa Satılık Daire,Gürsu Satılık Daire,Zafer Mahallesi Satılık Daire,145 M2,3+1,5-10,3,3.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15115547,"1,495,000",Bursa Satılık Daire,Osmangazi Satılık Daire,Altıparmak Mahallesi Satılık Daire,100 M2,2+1,21 Ve Üzeri,5,2.Kat,Doğalgaz Sobalı,Krediye Uygun
15116338,"2,610,000",Bursa Satılık Daire,Nilüfer Satılık Daire,Fethiye Mahallesi Satılık Daire,100 M2,2+1,11-15,6,3.Kat,Kombi Doğalgaz,Krediye Uygun
15116029,"2,925,000",Bursa Satılık Daire,Karacabey Satılık Daire,Gazi Mahallesi Satılık Daire,170 M2,3+1,3,4,1.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15113351,"2,650,000",Bursa Satılık Daire,Nilüfer Satılık Daire,30 Ağustos Zafer Mahallesi Satılık Daire,158 M2,2+1,0 (Yeni),5,5.Kat,Yerden Isıtma,Krediye Uygun
