,Price,City,Town,Neighbourhood,Total Square of Meter,Number of room,Number of floor,Floor of home,Credi Accepting,Kombi Doğalgaz Heating,Floor_Alt Katlar,Floor_Giriş Katı,Floor_Orta Katlar,Floor_Zemin Altı,Floor_Özel Değer,Floor_Üst Katlar
2880,4150000.0,2,110,963,105.0,1,4,21,0,1,False,False,True,False,False,False
2881,4150000.0,2,88,668,100.0,1,5,22,0,1,False,False,True,False,False,False
2882,4150000.0,2,64,770,147.0,2,3,4,0,1,True,False,False,False,False,False
2883,4150000.0,2,86,82,137.0,2,4,4,0,1,True,False,False,False,False,False
2884,4150000.0,2,81,346,110.0,1,5,14,0,0,True,False,False,False,False,False
2885,4150000.0,2,119,450,135.0,2,3,4,0,1,True,False,False,False,False,False
2886,4150000.0,2,81,807,126.0,1,5,4,0,0,True,False,False,False,False,False
2889,4150000.0,2,83,140,190.0,3,4,22,0,1,False,False,True,False,False,False
2891,4140000.0,2,110,260,120.0,2,7,22,0,1,False,False,True,False,False,False
2892,4137772.0,2,85,90,170.0,2,6,22,0,1,False,False,True,False,False,False
2894,4125000.0,2,49,483,145.0,2,3,14,0,1,True,False,False,False,False,False
2895,4125000.0,2,45,480,110.0,1,4,21,0,0,False,False,True,False,False,False
2897,4100000.0,2,88,241,140.0,2,5,23,0,1,False,False,True,False,False,False
2898,4100000.0,2,81,349,175.0,2,5,4,0,1,True,False,False,False,False,False
2899,4100000.0,2,81,367,130.0,2,6,4,0,1,True,False,False,False,False,False
2900,4100000.0,2,110,201,200.0,3,3,21,0,0,False,False,True,False,False,False
2902,4100000.0,2,110,821,140.0,4,5,23,0,1,False,False,True,False,False,False
2903,4100000.0,2,55,668,220.0,2,4,22,0,0,False,False,True,False,False,False
2904,4100000.0,2,88,208,120.0,1,6,22,0,1,False,False,True,False,False,False
2905,4100000.0,2,81,807,140.0,1,5,23,0,0,False,False,True,False,False,False
2906,4100000.0,2,110,583,140.0,2,5,21,0,0,False,False,True,False,False,False
2907,4100000.0,2,81,346,110.0,1,1,3,0,0,False,False,False,False,True,False
2908,4100000.0,2,88,829,140.0,2,13,22,0,0,False,False,True,False,False,False
2909,4100000.0,2,49,849,130.0,2,3,21,1,1,False,False,True,False,False,False
2913,4100000.0,2,45,278,115.0,2,4,21,0,1,False,False,True,False,False,False
2914,4100000.0,2,45,229,200.0,2,5,23,0,1,False,False,True,False,False,False
2915,4100000.0,2,88,829,104.0,1,13,4,0,0,True,False,False,False,False,False
2924,4100000.0,2,45,807,120.0,2,7,22,0,1,False,False,True,False,False,False
2927,4100000.0,2,49,849,140.0,2,3,21,0,1,False,False,True,False,False,False
2929,4100000.0,2,85,316,115.0,1,3,21,0,1,False,False,True,False,False,False
2930,4100000.0,2,85,230,101.0,1,6,21,0,0,False,False,True,False,False,False
2932,4100000.0,2,85,230,110.0,1,5,14,0,1,True,False,False,False,False,False
2933,4100000.0,2,85,8,160.0,2,5,22,0,0,False,False,True,False,False,False
2934,4100000.0,2,85,316,110.0,0,5,21,0,1,False,False,True,False,False,False
2937,4100000.0,2,85,136,115.0,1,7,14,0,1,True,False,False,False,False,False
2940,4100000.0,2,88,221,169.0,2,5,14,0,1,True,False,False,False,False,False
2942,4100000.0,2,45,369,110.0,1,2,4,0,1,True,False,False,False,False,False
2943,4100000.0,2,81,367,140.0,1,4,22,0,0,False,False,True,False,False,False
2950,4099000.0,2,85,230,102.0,1,6,21,0,1,False,False,True,False,False,False
2952,4090000.0,2,88,335,162.0,3,2,14,0,0,True,False,False,False,False,False
2954,4080000.0,2,88,884,230.0,4,6,23,0,1,False,False,True,False,False,False
2955,4080000.0,2,85,230,105.0,1,4,14,0,1,True,False,False,False,False,False
2956,4075000.0,2,88,370,260.0,4,8,25,0,0,False,False,False,False,False,True
2957,4054025.0,2,85,377,160.0,2,10,21,0,1,False,False,True,False,False,False
2958,4050000.0,2,85,136,115.0,1,7,21,0,1,False,False,True,False,False,False
2959,4050000.0,2,88,837,107.0,1,2,4,0,0,True,False,False,False,False,False
2961,4050000.0,2,85,8,105.0,1,6,22,0,0,False,False,True,False,False,False
2962,4050000.0,2,85,918,185.0,2,7,22,0,1,False,False,True,False,False,False
2964,4050000.0,2,55,586,120.0,1,4,22,0,1,False,False,True,False,False,False
2965,4050000.0,2,55,147,105.0,1,4,2,0,0,False,True,False,False,False,False
2967,4050000.0,2,85,289,135.0,2,4,21,0,1,False,False,True,False,False,False
2968,4050000.0,2,55,369,100.0,1,6,23,0,1,False,False,True,False,False,False
2969,4050000.0,2,55,300,155.0,1,4,2,0,1,False,True,False,False,False,False
2972,4040000.0,2,81,349,200.0,3,5,4,0,1,True,False,False,False,False,False
2973,4030000.0,2,81,349,150.0,2,5,14,0,1,True,False,False,False,False,False
2974,4025000.0,2,81,346,145.0,2,5,4,0,1,True,False,False,False,False,False
2975,4000000.0,2,81,350,135.0,1,4,14,0,1,True,False,False,False,False,False
2976,4000000.0,2,85,316,110.0,2,4,21,1,1,False,False,True,False,False,False
2979,4000000.0,2,85,377,152.0,2,7,22,0,1,False,False,True,False,False,False
2981,4000000.0,2,81,350,125.0,1,5,14,0,0,True,False,False,False,False,False
2991,4000000.0,2,88,241,110.0,1,6,24,0,0,False,False,False,False,False,True
2992,4000000.0,2,110,249,120.0,1,6,14,0,1,True,False,False,False,False,False
2993,4000000.0,2,85,316,115.0,1,4,22,1,1,False,False,True,False,False,False
2994,4000000.0,2,119,807,120.0,2,3,21,0,1,False,False,True,False,False,False
2995,4000000.0,2,85,136,225.0,3,5,23,0,0,False,False,True,False,False,False
2997,4000000.0,2,119,600,115.0,1,2,14,0,1,True,False,False,False,False,False
3001,4000000.0,2,119,838,150.0,2,5,21,0,0,False,False,True,False,False,False
3003,4000000.0,2,119,838,135.0,2,5,2,0,1,False,True,False,False,False,False
3004,4000000.0,2,119,196,170.0,2,6,2,0,0,False,True,False,False,False,False
3005,4000000.0,2,119,838,145.0,2,5,22,1,0,False,False,True,False,False,False
3006,4000000.0,2,85,134,140.0,1,8,2,0,0,False,True,False,False,False,False
3007,4000000.0,2,85,134,220.0,3,7,22,0,0,False,False,True,False,False,False
3008,4000000.0,2,81,346,110.0,1,5,3,0,1,False,False,False,False,True,False
3009,4000000.0,2,85,441,155.0,2,8,21,0,0,False,False,True,False,False,False
3010,4000000.0,2,85,289,145.0,2,5,14,1,1,True,False,False,False,False,False
3011,4000000.0,2,88,370,140.0,2,5,4,0,1,True,False,False,False,False,False
3012,4000000.0,2,88,19,135.0,2,3,21,1,0,False,False,True,False,False,False
3013,4000000.0,2,110,583,125.0,1,5,14,0,0,True,False,False,False,False,False
3014,4000000.0,2,119,551,200.0,3,2,14,0,1,True,False,False,False,False,False
3015,4000000.0,2,49,936,125.0,2,3,14,0,1,True,False,False,False,False,False
3016,4000000.0,2,110,583,130.0,1,5,21,0,1,False,False,True,False,False,False
3017,4000000.0,2,85,861,220.0,3,3,14,0,0,True,False,False,False,False,False
3018,4000000.0,2,85,136,183.0,2,6,4,1,0,True,False,False,False,False,False
3019,4000000.0,2,119,282,165.0,2,3,2,0,1,False,True,False,False,False,False
3020,4000000.0,2,85,289,165.0,2,4,22,0,1,False,False,True,False,False,False
3021,4000000.0,2,88,358,125.0,2,5,14,0,1,True,False,False,False,False,False
3023,4000000.0,2,85,140,180.0,2,7,25,1,0,False,False,False,False,False,True
3024,4000000.0,2,110,363,100.0,1,4,22,0,1,False,False,True,False,False,False
3025,4000000.0,2,85,196,170.0,2,5,4,0,1,True,False,False,False,False,False
3026,4000000.0,2,85,264,104.0,1,4,4,0,1,True,False,False,False,False,False
3027,4000000.0,2,110,817,110.0,1,3,4,0,1,True,False,False,False,False,False
3028,4000000.0,2,88,241,200.0,3,4,22,0,1,False,False,True,False,False,False
3029,4000000.0,2,88,567,100.0,1,7,2,1,0,False,True,False,False,False,False
3030,4000000.0,2,110,683,120.0,1,5,23,0,0,False,False,True,False,False,False
3031,4000000.0,2,110,363,110.0,1,4,22,0,1,False,False,True,False,False,False
3032,4000000.0,2,119,450,115.0,1,4,2,0,1,False,True,False,False,False,False
3033,4000000.0,2,110,253,135.0,2,7,14,0,1,True,False,False,False,False,False
3034,4000000.0,2,55,147,130.0,1,4,21,0,0,False,False,True,False,False,False
3035,4000000.0,2,85,377,110.0,1,3,4,0,1,True,False,False,False,False,False
3036,4000000.0,2,110,583,100.0,1,4,2,0,1,False,True,False,False,False,False
3037,4000000.0,2,81,807,165.0,2,6,14,0,1,True,False,False,False,False,False
3038,4000000.0,2,81,367,210.0,4,5,23,0,1,False,False,True,False,False,False
3041,4000000.0,2,81,347,110.0,1,5,4,0,1,True,False,False,False,False,False
3042,4000000.0,2,88,244,145.0,2,5,4,0,1,True,False,False,False,False,False
3043,4000000.0,2,81,346,165.0,1,6,22,0,1,False,False,True,False,False,False
3044,4000000.0,2,81,902,105.0,1,5,4,0,1,True,False,False,False,False,False
3045,4000000.0,2,110,624,117.0,1,4,14,0,1,True,False,False,False,False,False
3047,4000000.0,2,85,8,218.0,2,5,4,0,0,True,False,False,False,False,False
3049,4000000.0,2,110,624,120.0,2,4,21,0,1,False,False,True,False,False,False
3052,4000000.0,2,45,369,110.0,1,2,4,0,1,True,False,False,False,False,False
3054,4000000.0,2,88,208,130.0,2,14,4,0,1,True,False,False,False,False,False
3055,4000000.0,2,110,670,110.0,1,5,22,0,0,False,False,True,False,False,False
3056,4000000.0,2,110,844,110.0,1,5,14,0,0,True,False,False,False,False,False
3057,4000000.0,2,88,208,155.0,2,2,4,0,1,True,False,False,False,False,False
3058,4000000.0,2,110,624,165.0,1,5,14,0,1,True,False,False,False,False,False
3059,4000000.0,2,88,212,142.0,1,3,21,0,1,False,False,True,False,False,False
3060,4000000.0,2,110,844,130.0,2,5,23,0,1,False,False,True,False,False,False
3061,4000000.0,2,88,829,107.0,2,3,21,1,1,False,False,True,False,False,False
3062,4000000.0,2,55,147,150.0,2,2,14,0,0,True,False,False,False,False,False
3063,4000000.0,2,88,37,110.0,2,7,4,0,0,True,False,False,False,False,False
3064,4000000.0,2,85,594,190.0,2,6,24,0,0,False,False,False,False,False,True
3067,4000000.0,2,83,196,165.0,2,4,14,0,1,True,False,False,False,False,False
3068,4000000.0,2,85,594,210.0,3,28,18,0,0,False,False,False,False,False,True
3069,4000000.0,2,88,335,130.0,2,5,21,0,1,False,False,True,False,False,False
3072,4000000.0,2,64,408,120.0,1,3,14,0,1,True,False,False,False,False,False
3073,4000000.0,2,85,8,257.0,3,6,23,0,0,False,False,True,False,False,False
3074,4000000.0,2,85,918,169.0,2,11,21,0,0,False,False,True,False,False,False
3075,4000000.0,2,85,136,175.0,2,6,24,0,1,False,False,False,False,False,True
3076,4000000.0,2,55,147,110.0,1,3,4,0,1,True,False,False,False,False,False
3078,3999999.0,2,85,911,145.0,2,4,21,0,1,False,False,True,False,False,False
3079,3999999.0,2,85,861,175.0,2,3,2,0,1,False,True,False,False,False,False
3080,3999000.0,2,110,832,130.0,2,10,3,0,1,False,False,False,False,True,False
3081,3999000.0,2,110,897,125.0,1,7,21,0,0,False,False,True,False,False,False
3082,3995000.0,2,85,196,180.0,2,5,4,0,1,True,False,False,False,False,False
3085,3990000.0,2,83,95,120.0,1,4,14,0,1,True,False,False,False,False,False
3089,3990000.0,2,85,27,191.0,1,7,22,0,0,False,False,True,False,False,False
3090,3990000.0,2,85,424,181.0,2,8,23,0,1,False,False,True,False,False,False
3095,3990000.0,2,45,807,125.0,2,5,23,0,0,False,False,True,False,False,False
3096,3990000.0,2,85,316,180.0,3,5,22,0,1,False,False,True,False,False,False
3097,3990000.0,2,88,392,150.0,2,5,23,0,1,False,False,True,False,False,False
3099,3990000.0,2,55,706,117.0,1,4,22,0,1,False,False,True,False,False,False
3102,3990000.0,2,85,465,140.0,2,5,2,0,1,False,True,False,False,False,False
3104,3980000.0,2,45,485,170.0,2,3,21,0,1,False,False,True,False,False,False
3105,3980000.0,2,85,140,200.0,3,8,2,0,0,False,True,False,False,False,False
3106,3980000.0,2,85,316,165.0,3,3,21,1,1,False,False,True,False,False,False
3107,3980000.0,2,110,817,145.0,1,4,0,0,1,False,False,False,True,False,False
3109,3975000.0,2,55,641,110.0,1,5,22,0,1,False,False,True,False,False,False
3111,3975000.0,2,85,134,145.0,2,7,23,0,1,False,False,True,False,False,False
3113,3970000.0,2,119,807,130.0,2,3,3,0,1,False,False,False,False,True,False
3114,3970000.0,2,85,134,290.0,4,6,24,0,1,False,False,False,False,False,True
3116,3950000.0,2,45,386,115.0,1,5,21,0,1,False,False,True,False,False,False
3117,3950000.0,2,85,203,165.0,2,3,14,0,1,True,False,False,False,False,False
3118,3950000.0,2,110,832,135.0,2,8,23,0,1,False,False,True,False,False,False
3120,3950000.0,2,45,278,150.0,2,3,4,0,1,True,False,False,False,False,False
3121,3950000.0,2,64,770,210.0,3,3,21,0,1,False,False,True,False,False,False
3122,3950000.0,2,88,567,130.0,2,4,2,0,1,False,True,False,False,False,False
3123,3950000.0,2,110,363,120.0,1,5,2,0,0,False,True,False,False,False,False
3125,3950000.0,2,110,45,255.0,2,3,2,0,1,False,True,False,False,False,False
3126,3950000.0,2,119,450,105.0,1,5,4,0,0,True,False,False,False,False,False
3127,3950000.0,2,85,513,140.0,2,11,14,0,1,True,False,False,False,False,False
3128,3950000.0,2,119,807,120.0,1,6,22,1,1,False,False,True,False,False,False
3130,3950000.0,2,85,136,100.0,1,7,23,0,0,False,False,True,False,False,False
3131,3950000.0,2,85,136,230.0,2,6,24,1,0,False,False,False,False,False,True
3132,3950000.0,2,45,807,190.0,4,7,25,0,1,False,False,False,False,False,True
3134,3950000.0,2,85,136,135.0,2,5,21,1,0,False,False,True,False,False,False
3135,3950000.0,2,88,392,148.0,2,5,4,0,1,True,False,False,False,False,False
3137,3950000.0,2,85,8,140.0,2,5,14,0,0,True,False,False,False,False,False
3138,3950000.0,2,85,8,222.0,3,6,24,1,0,False,False,False,False,False,True
3139,3950000.0,2,85,465,145.0,2,10,2,0,0,False,True,False,False,False,False
3143,3950000.0,2,88,829,160.0,2,13,22,0,0,False,False,True,False,False,False
3144,3950000.0,2,119,36,140.0,2,2,14,0,1,True,False,False,False,False,False
3145,3950000.0,2,45,196,148.0,2,4,14,1,0,True,False,False,False,False,False
3147,3950000.0,2,88,523,100.0,1,5,23,0,1,False,False,True,False,False,False
3149,3950000.0,2,86,393,135.0,1,4,4,0,1,True,False,False,False,False,False
3151,3950000.0,2,81,346,185.0,2,5,23,0,0,False,False,True,False,False,False
3152,3950000.0,2,81,350,150.0,2,5,4,0,1,True,False,False,False,False,False
3153,3950000.0,2,88,837,137.0,2,7,21,0,1,False,False,True,False,False,False
3155,3950000.0,2,110,559,160.0,2,5,21,1,1,False,False,True,False,False,False
3156,3950000.0,2,49,483,175.0,3,4,22,0,1,False,False,True,False,False,False
3157,3950000.0,2,81,346,115.0,1,7,25,0,1,False,False,False,False,False,True
3159,3950000.0,2,55,703,170.0,3,5,14,0,1,True,False,False,False,False,False
3162,3950000.0,2,81,350,180.0,2,5,21,0,1,False,False,True,False,False,False
3164,3950000.0,2,110,762,125.0,2,5,4,0,0,True,False,False,False,False,False
3169,3950000.0,2,88,392,165.0,2,7,24,0,0,False,False,False,False,False,True
3170,3950000.0,2,119,196,125.0,2,3,14,0,1,True,False,False,False,False,False
3171,3950000.0,2,45,196,300.0,4,5,23,0,1,False,False,True,False,False,False
3172,3950000.0,2,45,278,130.0,2,3,4,0,1,True,False,False,False,False,False
3173,3950000.0,2,119,520,110.0,1,2,14,0,1,True,False,False,False,False,False
3174,3950000.0,2,85,907,161.0,2,3,21,0,1,False,False,True,False,False,False
3177,3950000.0,2,85,196,190.0,3,5,14,0,1,True,False,False,False,False,False
3178,3950000.0,2,85,140,160.0,2,5,23,1,1,False,False,True,False,False,False
3179,3950000.0,2,88,392,190.0,2,5,14,0,0,True,False,False,False,False,False
3180,3950000.0,2,85,27,150.0,2,6,2,1,1,False,True,False,False,False,False
3181,3950000.0,2,85,8,163.0,2,6,14,0,0,True,False,False,False,False,False
3186,3950000.0,2,55,642,124.0,1,4,21,1,1,False,False,True,False,False,False
3187,3950000.0,2,88,212,142.0,1,3,21,0,1,False,False,True,False,False,False
3188,3950000.0,2,88,884,250.0,2,4,22,0,1,False,False,True,False,False,False
3191,3950000.0,2,110,150,135.0,2,10,4,0,1,True,False,False,False,False,False
3193,3950000.0,2,85,833,225.0,3,2,14,0,1,True,False,False,False,False,False
3194,3950000.0,2,85,833,197.0,2,2,14,0,1,True,False,False,False,False,False
3195,3949000.0,2,45,369,117.0,1,3,14,0,1,True,False,False,False,False,False
3196,3940000.0,2,119,264,180.0,2,4,2,0,1,False,True,False,False,False,False
3202,3925000.0,2,49,849,145.0,2,3,21,1,1,False,False,True,False,False,False
3203,3925000.0,2,88,77,100.0,1,5,14,0,0,True,False,False,False,False,False
3204,3920000.0,2,85,289,100.0,1,6,21,0,1,False,False,True,False,False,False
3205,3920000.0,2,55,300,170.0,2,4,4,1,1,True,False,False,False,False,False
3206,3910000.0,2,85,8,158.0,1,5,23,0,0,False,False,True,False,False,False
3209,3900000.0,2,119,369,180.0,2,3,21,0,1,False,False,True,False,False,False
3210,3900000.0,2,88,389,120.0,1,5,14,0,1,True,False,False,False,False,False
3211,3900000.0,2,88,99,120.0,2,3,21,1,1,False,False,True,False,False,False
3212,3900000.0,2,85,136,150.0,2,7,2,0,0,False,True,False,False,False,False
3215,3900000.0,2,85,918,190.0,4,5,23,0,1,False,False,True,False,False,False
3217,3900000.0,2,85,918,320.0,4,5,23,0,1,False,False,True,False,False,False
3218,3900000.0,2,85,230,100.0,1,6,2,0,1,False,True,False,False,False,False
3219,3900000.0,2,110,844,130.0,2,5,23,0,1,False,False,True,False,False,False
3220,3900000.0,2,88,837,145.0,2,8,24,0,1,False,False,False,False,False,True
3221,3900000.0,2,88,389,110.0,1,5,22,0,1,False,False,True,False,False,False
3223,3900000.0,2,88,687,210.0,3,5,22,0,0,False,False,True,False,False,False
3224,3900000.0,2,88,243,187.0,2,16,25,1,0,False,False,False,False,False,True
3225,3900000.0,2,88,99,120.0,2,3,14,1,1,True,False,False,False,False,False
3226,3900000.0,2,85,513,137.0,2,8,21,0,0,False,False,True,False,False,False
3227,3900000.0,2,88,389,135.0,2,4,4,0,1,True,False,False,False,False,False
3228,3900000.0,2,88,837,150.0,2,7,14,0,1,True,False,False,False,False,False
3229,3900000.0,2,86,567,105.0,1,5,21,1,1,False,False,True,False,False,False
3230,3900000.0,2,119,36,180.0,4,2,14,0,1,True,False,False,False,False,False
3231,3900000.0,2,119,740,140.0,2,3,14,0,1,True,False,False,False,False,False
3232,3900000.0,2,85,289,165.0,2,4,4,0,0,True,False,False,False,False,False
3233,3900000.0,2,85,134,170.0,2,7,2,0,1,False,True,False,False,False,False
3234,3900000.0,2,110,718,110.0,1,3,4,0,1,True,False,False,False,False,False
3235,3900000.0,2,86,82,130.0,2,3,21,0,1,False,False,True,False,False,False
3236,3900000.0,2,86,567,150.0,2,3,4,0,1,True,False,False,False,False,False
3240,3900000.0,2,88,212,120.0,1,8,4,0,1,True,False,False,False,False,False
3241,3900000.0,2,88,241,100.0,2,3,4,0,1,True,False,False,False,False,False
3244,3900000.0,2,88,243,120.0,1,4,3,0,0,False,False,False,False,True,False
3250,3900000.0,2,81,346,140.0,2,5,14,0,1,True,False,False,False,False,False
3251,3900000.0,2,81,807,140.0,2,5,23,1,0,False,False,True,False,False,False
3253,3900000.0,2,88,829,120.0,2,3,21,1,1,False,False,True,False,False,False
3260,3895000.0,2,83,371,105.0,1,4,22,0,0,False,False,True,False,False,False
3262,3895000.0,2,110,425,140.0,2,5,21,0,0,False,False,True,False,False,False
3263,3890000.0,2,81,367,140.0,2,5,22,0,1,False,False,True,False,False,False
3264,3890000.0,2,85,196,140.0,2,5,21,0,0,False,False,True,False,False,False
3266,3890000.0,2,110,583,110.0,1,4,0,0,1,False,False,False,True,False,False
3268,3890000.0,2,86,186,230.0,3,5,23,0,0,False,False,True,False,False,False
3274,3875000.0,2,110,821,115.0,1,5,23,0,1,False,False,True,False,False,False
3275,3875000.0,2,45,196,140.0,2,5,14,0,1,True,False,False,False,False,False
3276,3850000.0,2,85,196,140.0,2,9,4,0,0,True,False,False,False,False,False
3277,3850000.0,2,119,423,172.0,2,7,22,0,0,False,False,True,False,False,False
3279,3850000.0,2,85,90,185.0,2,10,25,0,0,False,False,False,False,False,True
3280,3850000.0,2,88,689,150.0,2,3,21,0,0,False,False,True,False,False,False
3281,3850000.0,2,85,498,140.0,2,3,4,0,1,True,False,False,False,False,False
3282,3850000.0,2,88,335,150.0,2,5,4,1,1,True,False,False,False,False,False
3284,3850000.0,2,88,813,165.0,3,4,21,0,1,False,False,True,False,False,False
3285,3850000.0,2,88,358,140.0,2,5,21,0,1,False,False,True,False,False,False
3286,3850000.0,2,85,483,111.0,1,7,25,0,1,False,False,False,False,False,True
3287,3850000.0,2,85,136,140.0,2,7,4,0,0,True,False,False,False,False,False
3288,3850000.0,2,88,243,120.0,2,3,14,0,1,True,False,False,False,False,False
3289,3850000.0,2,88,151,150.0,2,10,24,0,1,False,False,False,False,False,True
3290,3850000.0,2,45,485,115.0,1,4,4,0,0,True,False,False,False,False,False
3291,3850000.0,2,110,249,120.0,1,3,4,0,1,True,False,False,False,False,False
3292,3850000.0,2,85,43,150.0,2,5,2,1,0,False,True,False,False,False,False
3293,3850000.0,2,85,289,240.0,3,4,22,0,1,False,False,True,False,False,False
3295,3850000.0,2,85,441,154.0,2,8,14,0,1,True,False,False,False,False,False
3296,3850000.0,2,110,425,105.0,1,4,14,0,1,True,False,False,False,False,False
3297,3850000.0,2,88,49,130.0,1,3,14,0,1,True,False,False,False,False,False
3298,3850000.0,2,110,13,175.0,2,14,6,0,0,False,False,False,False,False,True
3299,3850000.0,2,81,346,106.0,1,5,21,0,1,False,False,True,False,False,False
3300,3850000.0,2,88,837,155.0,2,2,14,0,0,True,False,False,False,False,False
3302,3850000.0,2,85,289,165.0,2,4,4,0,0,True,False,False,False,False,False
3306,3850000.0,2,88,370,124.0,1,2,14,0,1,True,False,False,False,False,False
3307,3850000.0,2,85,136,120.0,2,4,22,0,0,False,False,True,False,False,False
3310,3850000.0,2,85,203,320.0,4,5,23,0,1,False,False,True,False,False,False
3312,3850000.0,2,110,762,160.0,2,6,21,0,1,False,False,True,False,False,False
3313,3850000.0,2,110,13,145.0,2,10,23,0,1,False,False,True,False,False,False
3314,3850000.0,2,85,136,136.0,2,6,14,1,0,True,False,False,False,False,False
3316,3850000.0,2,110,817,145.0,2,4,22,1,1,False,False,True,False,False,False
3318,3850000.0,2,88,837,155.0,2,2,14,0,0,True,False,False,False,False,False
3319,3850000.0,2,88,208,137.0,1,4,22,1,0,False,False,True,False,False,False
3320,3850000.0,2,85,255,130.0,2,4,14,0,1,True,False,False,False,False,False
3321,3850000.0,2,109,812,115.0,2,6,24,0,1,False,False,False,False,False,True
3322,3850000.0,2,88,335,177.0,2,6,24,0,0,False,False,False,False,False,True
3324,3850000.0,2,81,807,170.0,2,5,14,0,1,True,False,False,False,False,False
3326,3850000.0,2,85,316,100.0,2,5,22,0,1,False,False,True,False,False,False
3328,3850000.0,2,88,241,155.0,2,5,23,1,1,False,False,True,False,False,False
3330,3850000.0,2,119,196,130.0,2,3,14,1,1,True,False,False,False,False,False
3331,3850000.0,2,119,807,150.0,2,3,14,0,1,True,False,False,False,False,False
3332,3850000.0,2,85,513,165.0,2,6,3,0,1,False,False,False,False,True,False
3335,3850000.0,2,110,253,130.0,2,4,21,0,1,False,False,True,False,False,False
3337,3850000.0,2,45,504,100.0,1,4,4,0,0,True,False,False,False,False,False
3339,3850000.0,2,85,230,130.0,2,6,21,1,1,False,False,True,False,False,False
3340,3850000.0,2,85,90,160.0,2,8,14,0,1,True,False,False,False,False,False
3342,3850000.0,2,110,758,115.0,2,4,14,1,1,True,False,False,False,False,False
3345,3850000.0,2,88,212,130.0,1,3,21,0,1,False,False,True,False,False,False
3346,3850000.0,2,88,212,135.0,1,6,24,0,1,False,False,False,False,False,True
3347,3850000.0,2,45,196,160.0,2,5,14,0,1,True,False,False,False,False,False
3348,3850000.0,2,110,838,105.0,1,6,2,0,1,False,True,False,False,False,False
3349,3850000.0,2,88,212,200.0,2,6,24,0,1,False,False,False,False,False,True
3350,3850000.0,2,110,821,120.0,2,5,22,0,1,False,False,True,False,False,False
3351,3849000.0,2,88,837,197.0,3,3,21,0,0,False,False,True,False,False,False
3353,3840000.0,2,81,347,135.0,2,5,14,0,1,True,False,False,False,False,False
3354,3830000.0,2,83,196,130.0,2,5,21,0,1,False,False,True,False,False,False
3356,3827125.0,2,110,564,115.0,1,4,22,0,1,False,False,True,False,False,False
3359,3815000.0,2,81,346,200.0,2,4,22,0,1,False,False,True,False,False,False
3360,3815000.0,2,81,807,150.0,2,4,21,0,1,False,False,True,False,False,False
3362,3800000.0,2,88,813,130.0,2,3,14,0,1,True,False,False,False,False,False
3363,3800000.0,2,86,82,133.0,2,5,21,0,1,False,False,True,False,False,False
3364,3800000.0,2,88,207,130.0,1,4,22,0,1,False,False,True,False,False,False
3365,3800000.0,2,45,196,185.0,2,5,14,0,1,True,False,False,False,False,False
3366,3800000.0,2,110,959,140.0,2,4,22,0,0,False,False,True,False,False,False
3367,3800000.0,2,88,207,265.0,4,4,22,0,1,False,False,True,False,False,False
3368,3800000.0,2,119,196,145.0,3,5,1,0,0,False,False,False,True,False,False
3370,3800000.0,2,81,346,194.0,2,6,24,0,1,False,False,False,False,False,True
3371,3800000.0,2,110,445,325.0,4,4,22,0,1,False,False,True,False,False,False
3372,3800000.0,2,81,367,150.0,2,4,21,1,0,False,False,True,False,False,False
3373,3800000.0,2,85,90,185.0,2,10,1,0,0,False,False,False,True,False,False
3374,3800000.0,2,81,367,100.0,1,5,14,0,1,True,False,False,False,False,False
3375,3800000.0,2,85,136,175.0,2,6,24,0,1,False,False,False,False,False,True
3376,3800000.0,2,81,367,145.0,2,6,23,0,1,False,False,True,False,False,False
3377,3800000.0,2,85,8,150.0,2,5,14,1,1,True,False,False,False,False,False
3380,3800000.0,2,49,483,195.0,4,2,14,0,1,True,False,False,False,False,False
3381,3800000.0,2,110,260,177.0,2,8,24,0,1,False,False,False,False,False,True
3383,3800000.0,2,85,43,210.0,3,3,21,0,0,False,False,True,False,False,False
3385,3800000.0,2,88,210,140.0,2,4,22,0,1,False,False,True,False,False,False
3386,3800000.0,2,85,76,120.0,2,7,23,0,0,False,False,True,False,False,False
3388,3800000.0,2,110,414,115.0,1,5,2,0,0,False,True,False,False,False,False
3389,3800000.0,2,85,136,155.0,2,6,4,0,0,True,False,False,False,False,False
3390,3800000.0,2,85,8,165.0,2,5,4,0,0,True,False,False,False,False,False
3393,3800000.0,2,85,4,185.0,3,6,23,1,1,False,False,True,False,False,False
3394,3800000.0,2,119,810,140.0,2,3,2,0,1,False,True,False,False,False,False
3395,3800000.0,2,110,859,117.0,1,4,2,0,0,False,True,False,False,False,False
3396,3800000.0,2,45,369,120.0,1,5,22,1,1,False,False,True,False,False,False
3397,3800000.0,2,81,346,175.0,2,4,14,0,1,True,False,False,False,False,False
3402,3800000.0,2,86,82,225.0,3,4,3,0,1,False,False,False,False,True,False
3403,3800000.0,2,81,902,165.0,1,4,22,0,0,False,False,True,False,False,False
3404,3800000.0,2,119,740,120.0,1,3,14,0,1,True,False,False,False,False,False
3406,3800000.0,2,85,166,160.0,2,5,14,0,1,True,False,False,False,False,False
3407,3800000.0,2,86,82,150.0,1,5,3,0,1,False,False,False,False,True,False
3409,3800000.0,2,49,936,115.0,1,3,3,0,1,False,False,False,False,True,False
3410,3800000.0,2,45,196,150.0,2,8,4,0,1,True,False,False,False,False,False
