,Price,City,Town,Neighbourhood,Total Square of Meter,Number of room,Number of floor,Floor of home,Credi Accepting,Kombi Doğalgaz Heating,Floor_Alt Katlar,Floor_Giriş Katı,Floor_Orta Katlar,Floor_Zemin Altı,Floor_Özel Değer,Floor_Üst Katlar
182,15000000.0,0,35,153,255.0,2,4,4,0,0,True,False,False,False,False,False
183,15000000.0,0,108,341,180.0,2,15,23,0,0,False,False,True,False,False,False
184,15000000.0,0,65,751,115.0,1,3,0,0,1,False,False,False,True,False,False
185,15000000.0,0,35,153,165.0,3,8,4,0,1,True,False,False,False,False,False
186,15000000.0,0,101,935,120.0,2,4,22,0,1,False,False,True,False,False,False
187,15000000.0,0,90,944,160.0,2,4,22,0,1,False,False,True,False,False,False
188,15000000.0,0,90,849,175.0,2,5,0,0,1,False,False,False,True,False,False
189,15000000.0,0,101,256,130.0,2,4,14,0,1,True,False,False,False,False,False
191,15000000.0,0,101,608,130.0,2,4,14,0,1,True,False,False,False,False,False
192,14950000.0,0,65,633,130.0,2,3,4,0,1,True,False,False,False,False,False
193,14950000.0,0,101,48,130.0,2,4,21,0,1,False,False,True,False,False,False
194,14950000.0,0,91,560,185.0,3,15,4,0,0,True,False,False,False,False,False
195,14650000.0,0,112,470,115.0,1,12,4,0,0,True,False,False,False,False,False
197,14500000.0,0,108,341,210.0,3,17,5,0,0,False,False,False,False,False,True
198,14500000.0,0,65,271,105.0,1,2,0,0,1,False,False,False,True,False,False
199,14500000.0,0,108,434,145.0,2,5,21,0,1,False,False,True,False,False,False
200,14500000.0,0,91,836,145.0,2,7,4,0,1,True,False,False,False,False,False
201,14500000.0,0,112,448,130.0,2,5,14,0,1,True,False,False,False,False,False
202,14500000.0,0,65,271,100.0,1,3,3,0,1,False,False,False,False,True,False
203,14450000.0,0,65,765,120.0,2,3,14,0,0,True,False,False,False,False,False
204,14350000.0,0,90,300,210.0,4,4,22,0,1,False,False,True,False,False,False
205,14300000.0,0,65,386,130.0,2,4,21,0,1,False,False,True,False,False,False
206,14300000.0,0,112,139,140.0,3,4,21,0,0,False,False,True,False,False,False
208,14250000.0,0,35,946,110.0,2,4,21,0,1,False,False,True,False,False,False
210,14000000.0,0,46,923,110.0,2,3,21,0,1,False,False,True,False,False,False
212,14000000.0,0,112,89,135.0,2,4,21,0,1,False,False,True,False,False,False
213,14000000.0,0,101,575,165.0,2,3,4,0,1,True,False,False,False,False,False
214,14000000.0,0,65,420,160.0,3,4,14,0,1,True,False,False,False,False,False
215,14000000.0,0,112,612,115.0,2,3,0,1,1,False,False,False,True,False,False
216,14000000.0,0,112,941,175.0,2,4,21,0,1,False,False,True,False,False,False
218,14000000.0,0,65,611,210.0,3,30,5,0,0,False,False,False,False,False,True
219,14000000.0,0,35,65,145.0,2,5,14,0,1,True,False,False,False,False,False
220,14000000.0,0,35,153,160.0,3,7,14,0,1,True,False,False,False,False,False
223,13900000.0,0,91,560,210.0,3,15,21,0,1,False,False,True,False,False,False
224,13900000.0,0,35,957,150.0,2,7,21,0,1,False,False,True,False,False,False
225,13750000.0,0,65,271,130.0,2,3,21,0,1,False,False,True,False,False,False
226,13750000.0,0,65,723,120.0,2,2,14,0,1,True,False,False,False,False,False
227,13650000.0,0,65,889,125.0,2,3,3,0,1,False,False,False,False,True,False
228,13550000.0,0,35,283,240.0,3,14,14,1,0,True,False,False,False,False,False
229,13500000.0,0,65,488,135.0,2,3,21,0,1,False,False,True,False,False,False
234,13500000.0,0,65,942,135.0,2,4,14,0,1,True,False,False,False,False,False
235,13500000.0,0,35,7,120.0,2,3,14,0,1,True,False,False,False,False,False
237,13500000.0,0,35,91,145.0,2,4,14,0,1,True,False,False,False,False,False
238,13450000.0,0,1,844,135.0,2,3,4,0,1,True,False,False,False,False,False
240,13450000.0,0,112,587,125.0,2,5,3,0,1,False,False,False,False,True,False
241,13250000.0,0,101,48,120.0,2,4,21,0,1,False,False,True,False,False,False
242,13200000.0,0,112,37,270.0,4,4,22,0,1,False,False,True,False,False,False
243,13150000.0,0,46,923,110.0,1,3,21,0,1,False,False,True,False,False,False
244,13000000.0,0,35,729,150.0,4,3,21,0,1,False,False,True,False,False,False
245,13000000.0,0,91,560,125.0,2,3,14,0,0,True,False,False,False,False,False
247,13000000.0,0,73,747,220.0,3,5,23,0,1,False,False,True,False,False,False
248,13000000.0,0,112,170,220.0,4,3,21,0,1,False,False,True,False,False,False
249,13000000.0,0,5,111,130.0,2,2,14,0,1,True,False,False,False,False,False
251,12975000.0,0,108,89,135.0,2,8,3,0,1,False,False,False,False,True,False
252,12950000.0,0,112,193,145.0,2,4,3,0,1,False,False,False,False,True,False
254,12950000.0,0,101,524,130.0,2,4,4,0,1,True,False,False,False,False,False
257,12950000.0,0,101,524,125.0,2,3,3,0,1,False,False,False,False,True,False
258,12880000.0,0,65,386,135.0,2,4,22,0,1,False,False,True,False,False,False
259,12800000.0,0,108,836,210.0,3,3,21,0,1,False,False,True,False,False,False
260,12800000.0,0,112,118,180.0,3,8,23,0,0,False,False,True,False,False,False
261,12750000.0,0,65,271,135.0,2,4,4,0,1,True,False,False,False,False,False
263,12750000.0,0,91,653,120.0,2,3,4,0,1,True,False,False,False,False,False
264,12750000.0,0,35,786,110.0,1,10,2,0,0,False,True,False,False,False,False
267,12500000.0,0,101,95,140.0,2,4,14,0,1,True,False,False,False,False,False
268,12500000.0,0,112,193,130.0,2,4,4,0,1,True,False,False,False,False,False
269,12500000.0,0,35,257,140.0,2,6,21,0,1,False,False,True,False,False,False
270,12500000.0,0,91,547,180.0,3,10,24,0,1,False,False,False,False,False,True
271,12500000.0,0,35,729,110.0,2,4,3,0,1,False,False,False,False,True,False
272,12500000.0,0,73,823,135.0,2,3,4,0,1,True,False,False,False,False,False
273,12500000.0,0,73,281,145.0,2,9,4,0,1,True,False,False,False,False,False
274,12500000.0,0,112,89,195.0,3,7,14,0,0,True,False,False,False,False,False
275,12500000.0,0,112,182,160.0,2,2,14,0,0,True,False,False,False,False,False
277,12500000.0,0,112,113,180.0,2,4,22,0,0,False,False,True,False,False,False
282,12250000.0,0,65,495,135.0,2,6,14,0,1,True,False,False,False,False,False
283,12250000.0,0,112,508,132.0,2,2,0,0,1,False,False,False,True,False,False
284,12250000.0,0,35,153,300.0,4,14,8,0,0,False,False,False,False,False,True
286,12250000.0,0,65,430,120.0,2,4,14,0,1,True,False,False,False,False,False
287,12200000.0,0,73,939,130.0,2,4,22,0,1,False,False,True,False,False,False
288,12200000.0,0,73,281,120.0,2,3,0,0,1,False,False,False,True,False,False
289,12165000.0,0,91,560,185.0,3,18,21,0,1,False,False,True,False,False,False
290,12000000.0,0,65,611,250.0,3,15,24,0,0,False,False,False,False,False,True
291,12000000.0,0,108,101,155.0,2,13,22,0,0,False,False,True,False,False,False
292,12000000.0,0,101,673,115.0,2,4,14,0,1,True,False,False,False,False,False
293,12000000.0,0,101,935,125.0,2,4,22,1,1,False,False,True,False,False,False
295,12000000.0,0,73,561,120.0,2,3,21,0,1,False,False,True,False,False,False
296,12000000.0,0,65,115,125.0,2,3,4,0,1,True,False,False,False,False,False
297,12000000.0,0,91,560,195.0,3,15,24,0,1,False,False,False,False,False,True
298,12000000.0,0,108,341,265.0,4,3,21,0,1,False,False,True,False,False,False
299,12000000.0,0,73,129,220.0,4,5,23,0,1,False,False,True,False,False,False
300,12000000.0,0,112,429,170.0,2,4,3,0,1,False,False,False,False,True,False
301,12000000.0,0,46,923,140.0,2,3,21,0,1,False,False,True,False,False,False
302,11999999.0,0,112,193,130.0,2,5,3,0,1,False,False,False,False,True,False
303,11990000.0,0,101,256,120.0,2,5,23,0,1,False,False,True,False,False,False
304,11900000.0,0,112,109,125.0,2,4,22,0,1,False,False,True,False,False,False
305,11900000.0,0,112,170,165.0,3,3,3,0,1,False,False,False,False,True,False
306,11900000.0,0,5,111,130.0,2,3,21,0,1,False,False,True,False,False,False
307,11900000.0,0,65,651,135.0,2,4,14,0,1,True,False,False,False,False,False
309,11800000.0,0,108,89,165.0,2,16,14,0,0,True,False,False,False,False,False
310,11750000.0,0,101,256,125.0,2,5,22,0,1,False,False,True,False,False,False
311,11750000.0,0,73,743,110.0,2,4,21,0,1,False,False,True,False,False,False
312,11750000.0,0,91,547,115.0,2,3,0,0,1,False,False,False,True,False,False
313,11750000.0,0,35,257,135.0,2,17,3,0,1,False,False,False,False,True,False
314,11750000.0,0,65,781,125.0,2,3,0,0,1,False,False,False,True,False,False
315,11670000.0,0,112,123,125.0,2,3,14,0,1,True,False,False,False,False,False
316,11650000.0,0,65,115,120.0,2,3,14,0,1,True,False,False,False,False,False
317,11500000.0,0,108,201,120.0,2,7,25,0,1,False,False,False,False,False,True
319,11500000.0,0,73,222,120.0,2,9,22,0,1,False,False,True,False,False,False
320,11500000.0,0,91,836,135.0,2,3,21,0,1,False,False,True,False,False,False
321,11500000.0,0,65,386,135.0,2,3,14,0,1,True,False,False,False,False,False
322,11500000.0,0,73,500,130.0,2,4,4,0,1,True,False,False,False,False,False
323,11500000.0,0,90,936,117.0,1,12,14,0,1,True,False,False,False,False,False
324,11500000.0,0,65,791,120.0,2,3,14,0,1,True,False,False,False,False,False
326,11500000.0,0,101,673,164.0,3,10,4,0,0,True,False,False,False,False,False
327,11400000.0,0,65,93,110.0,2,3,14,1,1,True,False,False,False,False,False
328,11375000.0,0,35,242,125.0,2,3,4,0,1,True,False,False,False,False,False
329,11350000.0,0,73,309,110.0,1,4,3,0,1,False,False,False,False,True,False
331,11250000.0,0,73,939,120.0,2,3,21,0,1,False,False,True,False,False,False
332,11250000.0,0,35,702,250.0,3,3,21,0,1,False,False,True,False,False,False
333,11250000.0,0,65,143,115.0,2,2,4,0,1,True,False,False,False,False,False
334,11050000.0,0,65,751,115.0,1,3,14,0,1,True,False,False,False,False,False
335,11050000.0,0,73,961,135.0,2,3,14,0,1,True,False,False,False,False,False
336,11000000.0,0,112,374,120.0,2,3,14,0,0,True,False,False,False,False,False
337,11000000.0,0,101,673,125.0,2,3,14,0,1,True,False,False,False,False,False
338,11000000.0,0,101,530,115.0,2,4,3,0,1,False,False,False,False,True,False
339,11000000.0,0,91,547,190.0,3,8,24,0,1,False,False,False,False,False,True
340,11000000.0,0,73,309,140.0,2,3,4,0,1,True,False,False,False,False,False
341,11000000.0,0,73,309,115.0,1,4,3,0,1,False,False,False,False,True,False
342,11000000.0,0,65,611,169.0,3,21,24,0,0,False,False,False,False,False,True
343,11000000.0,0,112,920,100.0,1,3,3,0,1,False,False,False,False,True,False
344,11000000.0,0,91,282,190.0,3,13,7,0,0,False,False,False,False,False,True
345,11000000.0,0,91,547,120.0,2,3,0,0,1,False,False,False,True,False,False
346,11000000.0,0,101,608,120.0,2,4,21,0,1,False,False,True,False,False,False
347,11000000.0,0,65,611,120.0,1,5,14,0,1,True,False,False,False,False,False
348,11000000.0,0,65,651,200.0,3,15,23,0,0,False,False,True,False,False,False
349,11000000.0,0,35,829,140.0,2,3,21,0,1,False,False,True,False,False,False
350,11000000.0,0,5,111,120.0,2,3,21,0,1,False,False,True,False,False,False
351,10990000.0,0,112,123,130.0,2,5,4,0,1,True,False,False,False,False,False
352,10950000.0,0,108,202,120.0,2,6,21,0,1,False,False,True,False,False,False
353,10950000.0,0,101,628,130.0,2,3,4,0,1,True,False,False,False,False,False
354,10950000.0,0,35,935,130.0,2,4,21,0,1,False,False,True,False,False,False
355,10950000.0,0,46,434,137.0,2,3,4,0,1,True,False,False,False,False,False
358,10750000.0,0,91,560,200.0,3,14,21,0,0,False,False,True,False,False,False
359,10750000.0,0,65,633,110.0,2,4,0,0,1,False,False,False,True,False,False
361,10750000.0,0,65,841,140.0,2,3,0,0,1,False,False,False,True,False,False
362,10750000.0,0,65,352,110.0,2,3,3,0,1,False,False,False,False,True,False
363,10750000.0,0,1,844,125.0,2,3,14,0,1,True,False,False,False,False,False
367,10600000.0,0,65,386,140.0,2,4,0,0,1,False,False,False,True,False,False
368,10500000.0,0,65,4,115.0,1,3,3,0,1,False,False,False,False,True,False
369,10500000.0,0,101,79,110.0,1,4,4,0,1,True,False,False,False,False,False
370,10500000.0,0,35,803,120.0,2,5,21,0,1,False,False,True,False,False,False
371,10500000.0,0,65,606,135.0,2,3,14,0,1,True,False,False,False,False,False
372,10500000.0,0,101,291,155.0,2,4,4,0,1,True,False,False,False,False,False
373,10500000.0,0,65,765,260.0,4,4,21,0,1,False,False,True,False,False,False
374,10500000.0,0,1,844,138.0,2,6,3,1,1,False,False,False,False,True,False
375,10500000.0,0,65,791,105.0,2,3,2,0,1,False,True,False,False,False,False
376,10500000.0,0,65,271,110.0,1,3,0,0,0,False,False,False,True,False,False
377,10500000.0,0,73,647,115.0,2,6,4,0,1,True,False,False,False,False,False
379,10500000.0,0,101,575,175.0,3,4,14,0,1,True,False,False,False,False,False
380,10500000.0,0,65,125,125.0,1,3,14,0,1,True,False,False,False,False,False
381,10500000.0,0,35,729,120.0,2,5,14,0,1,True,False,False,False,False,False
382,10500000.0,0,91,560,185.0,3,17,24,0,1,False,False,False,False,False,True
383,10500000.0,0,91,547,115.0,2,3,0,0,1,False,False,False,True,False,False
384,10500000.0,0,73,577,120.0,2,5,0,0,1,False,False,False,True,False,False
385,10500000.0,0,91,726,160.0,2,14,8,0,0,False,False,False,False,False,True
387,10500000.0,0,101,608,130.0,2,4,21,0,1,False,False,True,False,False,False
388,10500000.0,0,73,222,115.0,2,3,2,0,1,False,True,False,False,False,False
390,10500000.0,0,101,673,130.0,2,4,21,0,1,False,False,True,False,False,False
391,10500000.0,0,91,560,125.0,2,4,22,0,1,False,False,True,False,False,False
392,10400000.0,0,65,951,120.0,2,14,5,0,1,False,False,False,False,False,True
393,10350000.0,0,73,48,135.0,2,3,14,0,1,True,False,False,False,False,False
394,10349000.0,0,91,836,155.0,2,8,3,0,1,False,False,False,False,True,False
395,10300000.0,0,101,628,125.0,2,4,21,1,1,False,False,True,False,False,False
396,10300000.0,0,101,628,100.0,1,4,21,1,1,False,False,True,False,False,False
397,10300000.0,0,112,920,130.0,2,2,3,0,1,False,False,False,False,True,False
398,10250000.0,0,112,631,160.0,2,15,7,0,0,False,False,False,False,False,True
399,10250000.0,0,35,626,125.0,2,4,0,0,1,False,False,False,True,False,False
400,10235000.0,0,35,65,225.0,4,4,22,0,1,False,False,True,False,False,False
402,10200000.0,0,73,577,135.0,2,3,4,0,1,True,False,False,False,False,False
403,10150000.0,0,112,130,120.0,2,3,21,1,1,False,False,True,False,False,False
404,10150000.0,0,65,93,130.0,3,4,2,0,1,False,True,False,False,False,False
407,10000000.0,0,112,604,115.0,2,3,14,0,1,True,False,False,False,False,False
409,10000000.0,0,65,125,135.0,2,3,21,0,1,False,False,True,False,False,False
412,10000000.0,0,65,924,125.0,2,2,14,0,1,True,False,False,False,False,False
413,10000000.0,0,90,807,105.0,1,4,14,0,1,True,False,False,False,False,False
414,10000000.0,0,112,612,160.0,2,3,14,0,1,True,False,False,False,False,False
415,10000000.0,0,65,751,135.0,2,3,4,0,1,True,False,False,False,False,False
416,10000000.0,0,35,829,110.0,2,9,25,0,0,False,False,False,False,False,True
418,10000000.0,0,65,420,140.0,2,3,14,0,1,True,False,False,False,False,False
421,10000000.0,0,65,751,125.0,2,3,3,0,1,False,False,False,False,True,False
422,10000000.0,0,65,115,110.0,2,2,14,0,1,True,False,False,False,False,False
423,10000000.0,0,35,26,200.0,3,13,21,0,0,False,False,True,False,False,False
424,9999999.0,0,5,111,130.0,2,3,14,0,1,True,False,False,False,False,False
425,9950000.0,0,5,428,116.0,2,3,0,1,1,False,False,False,True,False,False
426,9900000.0,0,35,803,175.0,3,11,23,0,0,False,False,True,False,False,False
427,9900000.0,0,5,111,120.0,2,3,14,0,1,True,False,False,False,False,False
429,9850000.0,0,65,352,130.0,2,3,14,0,1,True,False,False,False,False,False
431,9750000.0,0,65,420,115.0,2,4,2,0,1,False,True,False,False,False,False
432,9750000.0,0,65,119,130.0,2,3,14,0,1,True,False,False,False,False,False
433,9750000.0,0,5,138,166.0,2,9,2,1,0,False,True,False,False,False,False
434,9750000.0,0,101,935,120.0,2,4,14,0,1,True,False,False,False,False,False
436,9750000.0,0,5,428,125.0,2,3,14,0,1,True,False,False,False,False,False
438,9750000.0,0,65,271,130.0,2,3,4,0,1,True,False,False,False,False,False
439,9750000.0,0,65,271,130.0,2,2,14,0,1,True,False,False,False,False,False
440,9750000.0,0,73,324,135.0,2,4,14,0,1,True,False,False,False,False,False
442,9750000.0,0,65,420,125.0,2,5,0,0,1,False,False,False,True,False,False
443,9700000.0,0,65,266,150.0,2,3,14,0,1,True,False,False,False,False,False
444,9700000.0,0,73,939,125.0,2,3,14,0,1,True,False,False,False,False,False
445,9600000.0,0,65,24,110.0,2,3,21,0,1,False,False,True,False,False,False
446,9600000.0,0,35,702,115.0,2,3,14,0,1,True,False,False,False,False,False
447,9600000.0,0,65,420,145.0,2,4,3,0,1,False,False,False,False,True,False
450,9500000.0,0,35,153,150.0,2,7,14,0,1,True,False,False,False,False,False
453,9500000.0,0,112,118,120.0,2,3,21,0,0,False,False,True,False,False,False
454,9500000.0,0,73,122,125.0,1,4,2,0,1,False,True,False,False,False,False
455,9500000.0,0,65,495,100.0,1,3,3,0,1,False,False,False,False,True,False
458,9500000.0,0,65,271,115.0,2,3,21,0,1,False,False,True,False,False,False
459,9500000.0,0,91,653,200.0,3,14,6,0,0,False,False,False,False,False,True
460,9500000.0,0,73,747,205.0,4,3,21,0,1,False,False,True,False,False,False
462,9500000.0,0,101,48,125.0,2,4,3,0,1,False,False,False,False,True,False
463,9500000.0,0,73,823,110.0,2,5,0,0,1,False,False,False,True,False,False
464,9500000.0,0,91,547,125.0,2,3,14,0,1,True,False,False,False,False,False
465,9500000.0,0,65,889,105.0,1,3,0,0,1,False,False,False,True,False,False
466,9500000.0,0,73,961,110.0,2,3,14,0,1,True,False,False,False,False,False
467,9500000.0,0,101,48,150.0,3,4,22,0,1,False,False,True,False,False,False
468,9500000.0,0,65,606,115.0,2,3,4,0,1,True,False,False,False,False,False
470,9500000.0,0,65,271,100.0,1,3,3,0,1,False,False,False,False,True,False
471,9500000.0,0,65,115,125.0,2,3,14,0,1,True,False,False,False,False,False
472,9500000.0,0,91,547,120.0,2,3,14,0,1,True,False,False,False,False,False
473,9450000.0,0,101,575,165.0,2,11,21,0,0,False,False,True,False,False,False
474,9450000.0,0,91,560,120.0,2,3,21,0,1,False,False,True,False,False,False
476,9400000.0,0,101,79,210.0,3,4,22,0,1,False,False,True,False,False,False
477,9400000.0,0,101,673,130.0,2,4,4,0,1,True,False,False,False,False,False
478,9380000.0,0,91,282,125.0,2,3,4,0,1,True,False,False,False,False,False
480,9350000.0,0,101,6,135.0,2,4,22,0,1,False,False,True,False,False,False
481,9300000.0,0,65,119,100.0,1,3,21,0,1,False,False,True,False,False,False
483,9250000.0,0,65,841,135.0,2,5,22,0,1,False,False,True,False,False,False
484,9250000.0,0,101,530,125.0,2,4,4,0,1,True,False,False,False,False,False
485,9250000.0,0,65,351,100.0,1,4,2,0,1,False,True,False,False,False,False
486,9250000.0,0,65,954,170.0,2,8,4,0,0,True,False,False,False,False,False
487,9250000.0,0,65,420,145.0,2,4,21,0,1,False,False,True,False,False,False
488,9250000.0,0,65,841,135.0,2,6,22,0,1,False,False,True,False,False,False
489,9250000.0,0,101,633,125.0,2,5,21,0,1,False,False,True,False,False,False
491,9200000.0,0,101,608,130.0,2,3,14,0,1,True,False,False,False,False,False
492,9200000.0,0,65,115,150.0,2,3,4,0,1,True,False,False,False,False,False
494,9150000.0,0,101,673,125.0,2,4,21,0,1,False,False,True,False,False,False
495,9150000.0,0,65,611,210.0,3,18,11,0,0,False,False,False,False,False,True
496,9100000.0,0,35,26,165.0,2,4,4,0,1,True,False,False,False,False,False
497,9100000.0,0,73,231,110.0,1,7,21,0,0,False,False,True,False,False,False
498,9045931.0,0,65,765,135.0,2,4,22,0,1,False,False,True,False,False,False
499,9000000.0,0,112,579,110.0,1,3,2,0,1,False,True,False,False,False,False
500,9000000.0,0,112,508,180.0,3,4,22,0,1,False,False,True,False,False,False
501,9000000.0,0,112,604,110.0,2,3,3,0,1,False,False,False,False,True,False
502,9000000.0,0,101,48,125.0,2,4,3,0,1,False,False,False,False,True,False
503,9000000.0,0,101,542,170.0,3,13,21,1,0,False,False,True,False,False,False
504,9000000.0,0,65,830,120.0,2,5,3,0,1,False,False,False,False,True,False
505,9000000.0,0,101,628,120.0,2,5,14,0,1,True,False,False,False,False,False
506,9000000.0,0,101,542,147.0,2,4,14,1,1,True,False,False,False,False,False
508,9000000.0,0,101,95,150.0,2,3,14,0,1,True,False,False,False,False,False
509,9000000.0,0,65,751,150.0,2,3,21,0,1,False,False,True,False,False,False
510,9000000.0,0,101,79,130.0,2,3,4,0,1,True,False,False,False,False,False
511,9000000.0,0,101,48,130.0,2,3,21,0,1,False,False,True,False,False,False
512,9000000.0,0,73,177,150.0,2,4,4,0,1,True,False,False,False,False,False
513,8999999.0,0,91,547,115.0,2,3,3,0,1,False,False,False,False,True,False
516,8950000.0,0,108,928,120.0,2,4,21,0,0,False,False,True,False,False,False
517,8950000.0,0,101,530,105.0,1,4,14,0,1,True,False,False,False,False,False
518,8950000.0,0,112,508,125.0,2,3,2,0,1,False,True,False,False,False,False
519,8950000.0,0,73,155,120.0,2,3,3,0,1,False,False,False,False,True,False
522,8950000.0,0,101,291,160.0,3,3,4,0,1,True,False,False,False,False,False
523,8950000.0,0,65,924,125.0,2,3,4,0,1,True,False,False,False,False,False
525,8900000.0,0,73,190,210.0,3,35,20,0,0,False,False,False,False,False,True
526,8900000.0,0,101,754,125.0,2,5,21,0,1,False,False,True,False,False,False
528,8900000.0,0,5,144,130.0,2,4,3,0,1,False,False,False,False,True,False
529,8850000.0,0,112,345,115.0,2,8,23,0,0,False,False,True,False,False,False
531,8800000.0,0,65,924,120.0,2,3,4,0,1,True,False,False,False,False,False
532,8800000.0,0,101,48,120.0,2,4,3,0,1,False,False,False,False,True,False
533,8794950.0,0,101,673,125.0,2,4,21,0,1,False,False,True,False,False,False
534,8750000.0,0,73,281,165.0,2,3,3,0,1,False,False,False,False,True,False
535,8750000.0,0,73,823,125.0,1,5,1,0,1,False,False,False,True,False,False
537,8750000.0,0,108,202,110.0,2,11,3,0,1,False,False,False,False,True,False
538,8750000.0,0,73,823,149.0,3,5,23,0,1,False,False,True,False,False,False
539,8750000.0,0,101,48,110.0,2,4,3,0,1,False,False,False,False,True,False
540,8750000.0,0,91,653,190.0,3,9,14,0,1,True,False,False,False,False,False
541,8750000.0,0,90,953,185.0,3,6,22,0,1,False,False,True,False,False,False
542,8750000.0,0,90,953,150.0,2,10,22,0,1,False,False,True,False,False,False
544,8750000.0,0,108,300,110.0,2,3,2,0,1,False,True,False,False,False,False
546,8750000.0,0,73,855,100.0,1,4,3,0,1,False,False,False,False,True,False
548,8750000.0,0,112,921,140.0,2,30,12,0,0,False,False,False,False,False,True
549,8750000.0,0,65,841,110.0,2,4,14,0,1,True,False,False,False,False,False
550,8750000.0,0,73,18,100.0,2,3,4,0,1,True,False,False,False,False,False
551,8750000.0,0,5,428,100.0,2,5,0,1,1,False,False,False,True,False,False
552,8750000.0,0,91,726,190.0,3,12,21,0,0,False,False,True,False,False,False
553,8700000.0,0,35,96,137.0,2,6,21,0,0,False,False,True,False,False,False
554,8700000.0,0,101,6,150.0,3,4,4,0,1,True,False,False,False,False,False
555,8700000.0,0,101,291,160.0,3,4,4,0,1,True,False,False,False,False,False
557,8700000.0,0,73,823,130.0,3,4,14,0,1,True,False,False,False,False,False
561,8600000.0,0,101,530,120.0,2,4,14,0,1,True,False,False,False,False,False
563,8600000.0,0,65,115,130.0,2,3,14,0,1,True,False,False,False,False,False
565,8550000.0,0,65,266,155.0,2,3,14,0,1,True,False,False,False,False,False
566,8550000.0,0,108,802,120.0,1,15,14,0,0,True,False,False,False,False,False
567,8530000.0,0,65,271,120.0,1,7,14,0,1,True,False,False,False,False,False
568,8500000.0,0,73,622,130.0,2,3,4,0,1,True,False,False,False,False,False
569,8500000.0,0,101,628,125.0,2,4,21,0,1,False,False,True,False,False,False
570,8500000.0,0,5,428,135.0,2,3,4,0,1,True,False,False,False,False,False
572,8500000.0,0,65,841,140.0,2,4,4,0,1,True,False,False,False,False,False
573,8500000.0,0,65,271,135.0,2,4,14,0,1,True,False,False,False,False,False
574,8500000.0,0,5,428,135.0,2,3,14,0,1,True,False,False,False,False,False
575,8500000.0,0,5,138,170.0,2,8,22,1,0,False,False,True,False,False,False
576,8500000.0,0,112,892,190.0,3,5,2,0,1,False,True,False,False,False,False
577,8500000.0,0,5,138,140.0,3,5,22,0,0,False,False,True,False,False,False
578,8500000.0,0,73,48,105.0,1,3,3,0,1,False,False,False,False,True,False
579,8500000.0,0,35,153,210.0,3,15,4,0,0,True,False,False,False,False,False
581,8500000.0,0,65,434,145.0,2,5,21,0,1,False,False,True,False,False,False
582,8500000.0,0,35,116,145.0,2,3,3,0,1,False,False,False,False,True,False
583,8500000.0,0,108,696,165.0,3,12,25,0,1,False,False,False,False,False,True
585,8500000.0,0,35,153,175.0,3,14,21,0,0,False,False,True,False,False,False
586,8500000.0,0,65,115,100.0,1,3,0,0,1,False,False,False,True,False,False
587,8500000.0,0,101,6,135.0,2,6,3,0,1,False,False,False,False,True,False
588,8500000.0,0,90,936,205.0,2,13,22,0,1,False,False,True,False,False,False
589,8500000.0,0,90,483,200.0,2,3,21,0,1,False,False,True,False,False,False
590,8500000.0,0,90,936,205.0,3,10,4,0,1,True,False,False,False,False,False
593,8500000.0,0,112,109,100.0,1,3,3,0,1,False,False,False,False,True,False
594,8500000.0,0,91,560,130.0,2,3,14,0,1,True,False,False,False,False,False
597,8500000.0,0,90,953,180.0,2,5,2,0,1,False,True,False,False,False,False
599,8500000.0,0,65,954,120.0,2,13,14,0,0,True,False,False,False,False,False
600,8499000.0,0,73,231,135.0,2,12,0,0,1,False,False,False,True,False,False
602,8450000.0,0,91,547,130.0,2,3,4,0,1,True,False,False,False,False,False
605,8400000.0,0,91,547,130.0,2,3,4,0,1,True,False,False,False,False,False
606,8400000.0,0,91,547,125.0,2,3,14,0,1,True,False,False,False,False,False
607,8350000.0,0,91,547,115.0,2,3,2,0,1,False,True,False,False,False,False
608,8350000.0,0,101,628,120.0,2,4,22,0,1,False,False,True,False,False,False
609,8350000.0,0,101,628,125.0,2,4,22,0,1,False,False,True,False,False,False
610,8300000.0,0,112,524,160.0,2,4,21,0,1,False,False,True,False,False,False
611,8300000.0,0,112,905,125.0,2,3,4,0,1,True,False,False,False,False,False
613,8250000.0,0,91,547,125.0,2,4,14,0,1,True,False,False,False,False,False
614,8250000.0,0,90,944,200.0,3,12,5,0,1,False,False,False,False,False,True
616,8250000.0,0,112,374,130.0,2,3,21,0,0,False,False,True,False,False,False
617,8250000.0,0,65,125,130.0,2,3,4,0,1,True,False,False,False,False,False
618,8250000.0,0,35,445,130.0,2,4,14,0,1,True,False,False,False,False,False
619,8250000.0,0,91,560,125.0,2,3,14,0,1,True,False,False,False,False,False
620,8250000.0,0,65,765,130.0,2,3,4,0,1,True,False,False,False,False,False
621,8250000.0,0,112,920,110.0,1,4,3,0,1,False,False,False,False,True,False
622,8250000.0,0,91,547,250.0,3,3,21,0,1,False,False,True,False,False,False
623,8250000.0,0,73,190,320.0,4,11,5,0,1,False,False,False,False,False,True
624,8250000.0,0,112,89,130.0,2,4,21,0,1,False,False,True,False,False,False
625,8245000.0,0,112,581,175.0,2,9,23,0,0,False,False,True,False,False,False
626,8234000.0,0,91,282,135.0,2,3,4,0,1,True,False,False,False,False,False
627,8200000.0,0,91,726,145.0,2,8,23,0,1,False,False,True,False,False,False
