Price,City,Town,Neighbourhood,Total Square of Meter,Number of room,Number of floor,Floor of home,Credi Accepting,Kombi Doğalgaz Heating
2.098.000,Konya,Selçuklu,Akşemsettin Mahallesi,143,4,5,3,Hayır,1
2.098.000,Konya,Ereğli,Hacı Mütahir Mahallesi,170,4,6,3,Evet,1
2.095.000,Konya,Selçuklu,Selahaddin Eyyubi Mahallesi,155,4,6,1,Evet,1
2.095.000,Konya,Selçuklu,Selahaddin Eyyubi Mahallesi,110,3,3,3,Bilinmiyor,0
2.090.000,Konya,Karatay,Çatalhüyük Mahallesi,140,4,2,0.5,Evet,1
2.090.000,Konya,Meram,Gödene Mahallesi,145,4,5,0.5,Hayır,0
2.090.000,Konya,Karatay,Mengene Mahallesi,165,5,6,2,Evet,0
2.090.000,Konya,Karatay,Mengene Mahallesi,145,4,6,0.5,Evet,0
2.090.000,Konya,Selçuklu,Kosova Mahallesi,140,4,3,2,Evet,0
2.090.000,Konya,Akşehir,Yarenler Mahallesi,180,4,5,5,Evet,1
2.090.000,Konya,Karatay,Karakulak Mahallesi,140,4,6,2,Hayır,0
2.090.000,Konya,Meram,Hatıp Mahallesi,130,4,3,3,Evet,1
2.090.000,Konya,Selçuklu,Sancak Mahallesi,245,5,4,2,Evet,1
