ilan no,Price,City,Town,Neighbourhood,Total Square of Meter,Number of room,Age of Structure,Floor of house,Number of floors,Heating,Credi Accepting
15088669,"3,500,000",Konya Satılık Daire,Selçuklu Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,155 M2,3+1,0 (Yeni),2,2.Kat,Yerden Isıtma,Krediye Uygun
15089976,"1,590,000",Konya Satılık Daire,Selçuklu Satılık Daire,Ferhuniye Mahallesi Satılık Daire,130 M2,3+1,21 Ve Üzeri,5,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun Değil
15090255,"1,850,000",Konya Satılık Daire,Karatay Satılık Daire,Keçeciler Mahallesi Satılık Daire,110 M2,2+1,5-10,4,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun Değil
15085484,"1,600,000",Konya Satılık Daire,Meram Satılık Daire,Gödene Mahallesi Satılık Daire,90 M2,2+1,11-15,6,4.Kat,Merkezi (Pay Ölçer),Krediye Uygun
15088552,"8,500,000",Konya Satılık Daire,Selçuklu Satılık Daire,Yazır Mahallesi Satılık Daire,210 M2,3+1,5-10,10,1.Kat,Merkezi (Pay Ölçer),Krediye Uygun
15097818,"1,550,000",Konya Satılık Daire,Ereğli Satılık Daire,Türbe Mahallesi Satılık Daire,110 M2,2+1,21 Ve Üzeri,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15098986,"3,700,000",Konya Satılık Daire,Karatay Satılık Daire,Doğuş Mahallesi Satılık Daire,160 M2,3+1,3,5,5.Kat,Merkezi Doğalgaz,Krediye Uygun
15085917,"3,950,000",Konya Satılık Daire,Selçuklu Satılık Daire,Selahaddin Eyyubi Mahallesi Satılık Daire,175 M2,4+1,0 (Yeni),3,3.Kat,Yerden Isıtma,Krediye Uygun
15085919,"4,300,000",Konya Satılık Daire,Selçuklu Satılık Daire,Yazır Mahallesi Satılık Daire,245 M2,4+1,11-15,8,7.Kat,Kombi Doğalgaz,Krediye Uygun
15087402,"4,200,000",Konya Satılık Daire,Selçuklu Satılık Daire,Şeker Mahallesi Satılık Daire,170 M2,3+1,5-10,13,12.Kat,Yerden Isıtma,Krediye Uygun
15085927,"3,290,000",Konya Satılık Daire,Meram Satılık Daire,Osman Gazi Mahallesi Satılık Daire,140 M2,3+1,0 (Yeni),2,2.Kat,Yerden Isıtma,Krediye Uygun
15085926,"1,690,000",Konya Satılık Daire,Selçuklu Satılık Daire,Kosova Mahallesi Satılık Daire,70 M2,1+1,5-10,3,1.Kat,Merkezi Doğalgaz,Krediye Uygun
15085925,"1,975,000",Konya Satılık Daire,Selçuklu Satılık Daire,Bedir Mahallesi Satılık Daire,160 M2,3+1,21 Ve Üzeri,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15086312,"3,650,000",Konya Satılık Daire,Karatay Satılık Daire,Fetih Mahallesi Satılık Daire,180 M2,4+1,0 (Yeni),6,2.Kat,Yerden Isıtma,Bilinmiyor
15086631,"2,350,000",Konya Satılık Daire,Selçuklu Satılık Daire,Aydınlıkevler Mahallesi Satılık Daire,180 M2,3+1,21 Ve Üzeri,3,Düz Giriş (Zemin),Kombi Doğalgaz,Bilinmiyor
15087822,"5,800,000",Konya Satılık Daire,Meram Satılık Daire,Havzan Mahallesi Satılık Daire,250 M2,4+1,11-15,6,4.Kat,Merkezi Doğalgaz,Krediye Uygun
15086282,"1,550,000",Konya Satılık Daire,Selçuklu Satılık Daire,Kosova Mahallesi Satılık Daire,120 M2,3+1,21 Ve Üzeri,4,3.Kat,Kombi Doğalgaz,Krediye Uygun
15079959,"1,300,000",Konya Satılık Daire,Ereğli Satılık Daire,Fatih Mahallesi Satılık Daire,70 M2,2+1,2,5,2.Kat,Kombi Doğalgaz,Krediye Uygun
15086729,"1,850,000",Konya Satılık Daire,Karatay Satılık Daire,Gaziosmanpaşa Mahallesi Satılık Daire,175 M2,3+1,11-15,4,1.Kat,Kombi Doğalgaz,Krediye Uygun
15086229,"3,850,000",Konya Satılık Daire,Selçuklu Satılık Daire,Selahaddin Eyyubi Mahallesi Satılık Daire,170 M2,3+1,0 (Yeni),3,3.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15086600,"1,600,000",Konya Satılık Daire,Meram Satılık Daire,Gödene Mahallesi Satılık Daire,90 M2,2+1,11-15,6,4.Kat,Merkezi (Pay Ölçer),Krediye Uygun
15085571,"860,000",Konya Satılık Daire,Meram Satılık Daire,Gödene Mahallesi Satılık Daire,55 M2,1+1,5-10,4,Kot 4 (-4).Kat,Kombi Doğalgaz,Krediye Uygun
15081547,"2,850,000",Konya Satılık Daire,Meram Satılık Daire,Kovanağzı Mahallesi Satılık Daire,165 M2,3+1,0 (Yeni),6,4.Kat,Kombi Doğalgaz,Krediye Uygun
15085986,"3,950,000",Konya Satılık Daire,Selçuklu Satılık Daire,Şeker Mahallesi Satılık Daire,160 M2,3+1,0 (Yeni),10,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15080198,"2,600,000",Konya Satılık Daire,Selçuklu Satılık Daire,Kosova Mahallesi Satılık Daire,155 M2,3+1,5-10,8,8.Kat,Kombi Doğalgaz,Krediye Uygun
15080559,"3,650,000",Konya Satılık Daire,Selçuklu Satılık Daire,Mehmet Akif Mahallesi Satılık Daire,165 M2,3+1,0 (Yeni),3,Kot 3 (-3).Kat,Yerden Isıtma,Krediye Uygun
15082108,"3,800,000",Konya Satılık Daire,Selçuklu Satılık Daire,Akşemsettin Mahallesi Satılık Daire,160 M2,4+1,0 (Yeni),5,4.Kat,Kombi Doğalgaz,Krediye Uygun
15081930,"1,820,000",Konya Satılık Daire,Meram Satılık Daire,Alakova Mahallesi Satılık Daire,80 M2,2+1,0 (Yeni),2,2.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15080260,"4,250,000",Konya Satılık Daire,Selçuklu Satılık Daire,Parsana Mahallesi Satılık Daire,160 M2,3+1,0 (Yeni),5,5.Kat,Yerden Isıtma,Krediye Uygun
15080776,"4,550,000",Konya Satılık Daire,Selçuklu Satılık Daire,Buhara Mahallesi Satılık Daire,650 M2,6+1,16-20,3,Bahçe Dublex,Kombi Doğalgaz,Bilinmiyor
15082344,"2,900,000",Konya Satılık Daire,Karatay Satılık Daire,Erenler Mahallesi Satılık Daire,165 M2,3+1,0 (Yeni),5,2.Kat,Yerden Isıtma,Krediye Uygun
15082345,"3,500,000",Konya Satılık Daire,Selçuklu Satılık Daire,Parsana Mahallesi Satılık Daire,160 M2,3+1,5-10,3,2.Kat,Yerden Isıtma,Krediye Uygun
15082348,"4,250,000",Konya Satılık Daire,Selçuklu Satılık Daire,Parsana Mahallesi Satılık Daire,160 M2,3+1,0 (Yeni),6,1.Kat,Yerden Isıtma,Krediye Uygun
15082830,"2,820,000",Konya Satılık Daire,Karatay Satılık Daire,Kayacıkaraplar Mahallesi Satılık Daire,165 M2,3+1,4,6,6.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15082346,"1,900,000",Konya Satılık Daire,Selçuklu Satılık Daire,Binkonutlar Mahallesi Satılık Daire,120 M2,2+1,16-20,5,3.Kat,Kombi Doğalgaz,Krediye Uygun
15074182,"1,880,000",Konya Satılık Daire,Karatay Satılık Daire,Kalenderhane Mahallesi Satılık Daire,170 M2,3+1,11-15,5,Kot 3 (-3).Kat,Merkezi Doğalgaz,Krediye Uygun
15074103,"2,150,000",Konya Satılık Daire,Karatay Satılık Daire,Çelebi Mahallesi Satılık Daire,160 M2,3+1,11-15,6,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15082833,"1,590,000",Konya Satılık Daire,Meram Satılık Daire,Gödene Mahallesi Satılık Daire,95 M2,2+1,3,6,4.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil
15075907,"1,400,000",Konya Satılık Daire,Selçuklu Satılık Daire,Bedir Mahallesi Satılık Daire,150 M2,3+1,21 Ve Üzeri,4,4.Kat,Kombi Doğalgaz,Krediye Uygun
15076284,"2,000,000",Konya Satılık Daire,Karatay Satılık Daire,Mengene Mahallesi Satılık Daire,125 M2,2+1,4,3,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun Değil
15075730,"4,250,000",Konya Satılık Daire,Selçuklu Satılık Daire,Yazır Mahallesi Satılık Daire,176 M2,3+1,5-10,8,2.Kat,Merkezi (Pay Ölçer),Krediye Uygun
15082864,"8,750,000",Konya Satılık Daire,Meram Satılık Daire,Uzunharmanlar Mahallesi Satılık Daire,200 M2,4+1,0 (Yeni),13,4.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil
15075920,"1,690,000",Konya Satılık Daire,Selçuklu Satılık Daire,Akıncılar Mahallesi Satılık Daire,120 M2,2+1,21 Ve Üzeri,5,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15076748,"1,790,000",Konya Satılık Daire,Karatay Satılık Daire,Sarıyakup Mahallesi Satılık Daire,130 M2,3+1,21 Ve Üzeri,3,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15077054,"4,000,000",Konya Satılık Daire,Selçuklu Satılık Daire,Selçuk Mahallesi Satılık Daire,183 M2,3.5+1,0 (Yeni),14,2.Kat,Yerden Isıtma,Krediye Uygun
15077535,"2,000,000",Konya Satılık Daire,Karatay Satılık Daire,Keçeciler Mahallesi Satılık Daire,115 M2,2+1,5-10,5,5.Kat,Doğalgaz Sobalı,Krediye Uygun
15077214,"2,250,000",Konya Satılık Daire,Karatay Satılık Daire,Ulubatlıhasan Mahallesi Satılık Daire,165 M2,3+1,4,8,1.Kat,Kombi Doğalgaz,Krediye Uygun
15082901,"2,750,000",Konya Satılık Daire,Karatay Satılık Daire,Erenler Mahallesi Satılık Daire,160 M2,3+1,0 (Yeni),6,4.Kat,Yerden Isıtma,Krediye Uygun Değil
15077057,"2,500,000",Konya Satılık Daire,Selçuklu Satılık Daire,Akıncılar Mahallesi Satılık Daire,145 M2,2+1,11-15,3,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15075728,"1,775,000",Konya Satılık Daire,Selçuklu Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,125 M2,2+1,16-20,8,5.Kat,Kombi Doğalgaz,Krediye Uygun
15075530,"1,550,000",Konya Satılık Daire,Karatay Satılık Daire,Fetih Mahallesi Satılık Daire,85 M2,1+1,5-10,6,Yüksek Giriş,Merkezi Doğalgaz,Krediye Uygun Değil
15077115,"2,485,000",Konya Satılık Daire,Selçuklu Satılık Daire,Kılınçarslan Mahallesi Satılık Daire,145 M2,3+1,5-10,4,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15078400,"9,150,000",Konya Satılık Daire,Karatay Satılık Daire,Karaaslandede Mahallesi Satılık Daire,175 M2,3+1,2,4,2.Kat,Yerden Isıtma,Bilinmiyor
15077052,"4,650,000",Konya Satılık Daire,Selçuklu Satılık Daire,Selçuk Mahallesi Satılık Daire,165 M2,3+1,5-10,14,12.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15078467,"2,150,000",Konya Satılık Daire,Selçuklu Satılık Daire,Fatih Mahallesi Satılık Daire,165 M2,3+1,21 Ve Üzeri,5,3.Kat,Kombi Doğalgaz,Krediye Uygun
15077651,"2,120,000",Konya Satılık Daire,Selçuklu Satılık Daire,Selahaddin Eyyubi Mahallesi Satılık Daire,120 M2,2+1,5-10,4,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun
15069412,"4,100,000",Konya Satılık Daire,Akşehir Satılık Daire,Yeni Mahallesi Satılık Daire,200 M2,4+1,4,4,4.Kat,Kombi Doğalgaz,Krediye Uygun
15078802,"3,250,000",Konya Satılık Daire,Selçuklu Satılık Daire,Mehmet Akif Mahallesi Satılık Daire,150 M2,3+1,0 (Yeni),3,Yüksek Giriş,Yerden Isıtma,Krediye Uygun
15068683,"1,535,000",Konya Satılık Daire,Ereğli Satılık Daire,Talatpaşa Mahallesi Satılık Daire,70 M2,1+1,4,5,1.Kat,Merkezi (Pay Ölçer),Krediye Uygun
15069120,"7,100,000",Konya Satılık Daire,Selçuklu Satılık Daire,Şeker Mahallesi Satılık Daire,230 M2,4+1,2,12,12.Kat,Yerden Isıtma,Krediye Uygun
15069686,"2,520,000",Konya Satılık Daire,Karatay Satılık Daire,Akabe Mahallesi Satılık Daire,165 M2,3+1,0 (Yeni),6,4.Kat,Yerden Isıtma,Krediye Uygun
15078870,"4,400,000",Konya Satılık Daire,Selçuklu Satılık Daire,Yazır Mahallesi Satılık Daire,310 M2,7+1,16-20,7,7.Kat,Kombi Doğalgaz,Krediye Uygun
15069630,"1,600,000",Konya Satılık Daire,Selçuklu Satılık Daire,Işıklar Mahallesi Satılık Daire,120 M2,2+1,11-15,8,7.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15070471,"1,575,000",Konya Satılık Daire,Meram Satılık Daire,Gödene Mahallesi Satılık Daire,94 M2,2+1,11-15,6,2.Kat,Merkezi (Pay Ölçer),Krediye Uygun
15069139,"3,050,000",Konya Satılık Daire,Karatay Satılık Daire,Köprübaşı Mahallesi Satılık Daire,155 M2,3+1,4,6,3.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil
15069632,"2,700,000",Konya Satılık Daire,Karatay Satılık Daire,Hasandedemescit Mahallesi Satılık Daire,147 M2,3+1,4,7,7.Kat,Merkezi Doğalgaz,Krediye Uygun
15070456,"5,500,000",Konya Satılık Daire,Meram Satılık Daire,Aşkan Mahallesi Satılık Daire,220 M2,4+1,11-15,5,3.Kat,Kombi Doğalgaz,Bilinmiyor
15070995,"1,880,000",Konya Satılık Daire,Selçuklu Satılık Daire,Mehmet Akif Mahallesi Satılık Daire,170 M2,3+1,16-20,5,Yüksek Giriş,Merkezi Doğalgaz,Krediye Uygun
15069687,"2,225,000",Konya Satılık Daire,Karatay Satılık Daire,Keykubat Mahallesi Satılık Daire,160 M2,3+1,0 (Yeni),6,1.Kat,Yerden Isıtma,Krediye Uygun
15069521,"2,575,000",Konya Satılık Daire,Karatay Satılık Daire,Kumköprü Mahallesi Satılık Daire,170 M2,3+1,5-10,8,1.Kat,Merkezi Doğalgaz,Krediye Uygun
15069631,"1,930,000",Konya Satılık Daire,Karatay Satılık Daire,Akabe Mahallesi Satılık Daire,135 M2,2+1,11-15,5,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15070684,"1,870,000",Konya Satılık Daire,Selçuklu Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,170 M2,3+1,16-20,7,7.Kat,Kombi Doğalgaz,Krediye Uygun
15069633,"2,800,000",Konya Satılık Daire,Karatay Satılık Daire,Akabe Mahallesi Satılık Daire,130 M2,2+1,2,4,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15061584,"2,850,000",Konya Satılık Daire,Selçuklu Satılık Daire,Sakarya Mahallesi Satılık Daire,140 M2,2+1,0 (Yeni),3,Yüksek Giriş,Yerden Isıtma,Krediye Uygun
15068447,"2,500,000",Konya Satılık Daire,Karatay Satılık Daire,Saraçoğlu Mahallesi Satılık Daire,155 M2,3+1,0 (Yeni),4,2.Kat,Yerden Isıtma,Krediye Uygun Değil
15062593,"3,200,000",Konya Satılık Daire,Karatay Satılık Daire,Kerim Dede Mahallesi Satılık Daire,170 M2,3+1,4,5,3.Kat,Merkezi (Pay Ölçer),Bilinmiyor
15062807,"1,500,000",Konya Satılık Daire,Selçuklu Satılık Daire,Şeyh Şamil Mahallesi Satılık Daire,150 M2,3+1,21 Ve Üzeri,5,5.Kat,Kombi Doğalgaz,Bilinmiyor
15070973,"3,100,000",Konya Satılık Daire,Selçuklu Satılık Daire,Aydınlıkevler Mahallesi Satılık Daire,200 M2,4+1,5-10,4,Yüksek Giriş,Kombi Doğalgaz,Bilinmiyor
15063141,"2,350,000",Konya Satılık Daire,Selçuklu Satılık Daire,Beyhekim Mahallesi Satılık Daire,160 M2,3+1,5-10,4,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15063599,"1,420,000",Konya Satılık Daire,Karatay Satılık Daire,Nakipoğlu Mahallesi Satılık Daire,165 M2,3+1,21 Ve Üzeri,4,1.Kat,Kombi Doğalgaz,Krediye Uygun
15063791,"9,000,000",Konya Satılık Daire,Meram Satılık Daire,Yenişehir Mahallesi Satılık Daire,250 M2,4+1,0 (Yeni),7,4.Kat,Yerden Isıtma,Krediye Uygun
15063893,"4,900,000",Konya Satılık Daire,Meram Satılık Daire,Yenişehir Mahallesi Satılık Daire,160 M2,3+1,0 (Yeni),7,Yüksek Giriş,Yerden Isıtma,Krediye Uygun
15064364,"3,100,000",Konya Satılık Daire,Selçuklu Satılık Daire,Selahaddin Eyyubi Mahallesi Satılık Daire,179 M2,3+1,0 (Yeni),3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15071041,"3,600,000",Konya Satılık Daire,Selçuklu Satılık Daire,Parsana Mahallesi Satılık Daire,175 M2,3+1,3,5,3.Kat,Yerden Isıtma,Krediye Uygun
15064601,"2,500,000",Konya Satılık Daire,Ilgın Satılık Daire,Ayvatdede Mahallesi Satılık Daire,135 M2,3+1,5-10,7,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun
15064627,"2,260,000",Konya Satılık Daire,Selçuklu Satılık Daire,Selahaddin Eyyubi Mahallesi Satılık Daire,125 M2,2+1,2,2,1.Kat,Kombi Doğalgaz,Krediye Uygun
15065007,"3,150,000",Konya Satılık Daire,Karatay Satılık Daire,Doğuş Mahallesi Satılık Daire,125 M2,3+1,0 (Yeni),5,2.Kat,Kombi Doğalgaz,Krediye Uygun
15065217,"1,550,000",Konya Satılık Daire,Selçuklu Satılık Daire,Kosova Mahallesi Satılık Daire,150 M2,2+1,21 Ve Üzeri,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15070933,"1,980,000",Konya Satılık Daire,Selçuklu Satılık Daire,Mehmet Akif Mahallesi Satılık Daire,170 M2,3+1,16-20,5,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15064633,"2,995,000",Konya Satılık Daire,Ilgın Satılık Daire,Behlülbey Mahallesi Satılık Daire,135 M2,3+1,5-10,7,2.Kat,Kombi Doğalgaz,Krediye Uygun
15065608,"2,950,000",Konya Satılık Daire,Selçuklu Satılık Daire,Sille Ak Mahallesi Satılık Daire,175 M2,3+1,5-10,12,3.Kat,Merkezi (Pay Ölçer),Krediye Uygun
15062082,"2,750,000",Konya Satılık Daire,Karatay Satılık Daire,Erenler Mahallesi Satılık Daire,175 M2,3+1,5-10,8,1.Kat,Merkezi Doğalgaz,Krediye Uygun
15065579,"1,870,000",Konya Satılık Daire,Meram Satılık Daire,Gödene Mahallesi Satılık Daire,132 M2,3+1,11-15,6,5.Kat,Merkezi (Pay Ölçer),Krediye Uygun
15061496,"2,980,000",Konya Satılık Daire,Meram Satılık Daire,Uluırmak Mahallesi Satılık Daire,170 M2,3+1,11-15,6,4.Kat,Kombi Doğalgaz,Krediye Uygun
15061574,"5,000,000",Konya Satılık Daire,Selçuklu Satılık Daire,Hacıkaymak Mahallesi Satılık Daire,175 M2,3+1,4,14,1.Kat,Merkezi Doğalgaz,Krediye Uygun
15066270,"1,850,000",Konya Satılık Daire,Akşehir Satılık Daire,Yarenler Mahallesi Satılık Daire,165 M2,3+1,16-20,5,5.Kat,Kombi Doğalgaz,Krediye Uygun
15065989,"2,500,000",Konya Satılık Daire,Selçuklu Satılık Daire,Selçuk Mahallesi Satılık Daire,150 M2,3+1,11-15,4,3.Kat,Kombi Doğalgaz,Krediye Uygun
15065570,"9,250,000",Konya Satılık Daire,Meram Satılık Daire,Alavardı Mahallesi Satılık Daire,250 M2,5+1,5-10,7,3.Kat,Yerden Isıtma,Krediye Uygun
15067749,"3,800,000",Konya Satılık Daire,Selçuklu Satılık Daire,Kosova Mahallesi Satılık Daire,165 M2,3+1,0 (Yeni),3,2.Kat,Yerden Isıtma,Krediye Uygun Değil
15065558,"2,295,000",Konya Satılık Daire,Selçuklu Satılık Daire,Ferhuniye Mahallesi Satılık Daire,130 M2,2+1,21 Ve Üzeri,6,1.Kat,Kombi Doğalgaz,Krediye Uygun
15054208,"1,750,000",Konya Satılık Daire,Selçuklu Satılık Daire,Dumlupınar Mahallesi Satılık Daire,150 M2,3+1,21 Ve Üzeri,3,1.Kat,Kombi Doğalgaz,Krediye Uygun
15053819,"3,250,000",Konya Satılık Daire,Selçuklu Satılık Daire,Akşemsettin Mahallesi Satılık Daire,165 M2,3+1,11-15,3,3.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15053757,"3,250,000",Konya Satılık Daire,Karatay Satılık Daire,Keykubat Mahallesi Satılık Daire,170 M2,3+1,0 (Yeni),5,1.Kat,Yerden Isıtma,Krediye Uygun
15055389,"1,400,000",Konya Satılık Daire,Selçuklu Satılık Daire,Bosna Hersek Mahallesi Satılık Daire,80 M2,Stüdyo,5-10,8,3.Kat,Merkezi Doğalgaz,Krediye Uygun
15065559,"2,200,000",Konya Satılık Daire,Selçuklu Satılık Daire,Selahaddin Eyyubi Mahallesi Satılık Daire,105 M2,2+1,0 (Yeni),3,Yüksek Giriş,Yerden Isıtma,Krediye Uygun
15053756,"3,500,000",Konya Satılık Daire,Selçuklu Satılık Daire,Kosova Mahallesi Satılık Daire,165 M2,3+1,0 (Yeni),3,2.Kat,Yerden Isıtma,Krediye Uygun
15055818,"2,850,000",Konya Satılık Daire,Selçuklu Satılık Daire,Sancak Mahallesi Satılık Daire,155 M2,3+1,5-10,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15055477,"2,750,000",Konya Satılık Daire,Karatay Satılık Daire,Hamzaoğlu Mahallesi Satılık Daire,105 M2,2+1,4,6,Yüksek Giriş,Merkezi Doğalgaz,Krediye Uygun
15061449,"4,900,000",Konya Satılık Daire,Selçuklu Satılık Daire,Yazır Mahallesi Satılık Daire,220 M2,4+1,5-10,13,9.Kat,Merkezi (Pay Ölçer),Krediye Uygun
15067211,"1,900,000",Konya Satılık Daire,Akşehir Satılık Daire,Meydan Mahallesi Satılık Daire,60 M2,1+1,0 (Yeni),5,Kot 4 (-4).Kat,Kombi Doğalgaz,Krediye Uygun
15055963,"1,780,000",Konya Satılık Daire,Selçuklu Satılık Daire,Binkonutlar Mahallesi Satılık Daire,55 M2,1+1,11-15,7,1.Kat,Merkezi (Pay Ölçer),Krediye Uygun
15056212,"2,500,000",Konya Satılık Daire,Karatay Satılık Daire,Hacıyusufmescit Mahallesi Satılık Daire,150 M2,3+1,16-20,4,3.Kat,Kombi Doğalgaz,Krediye Uygun
15055517,"1,700,000",Konya Satılık Daire,Selçuklu Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,123 M2,2+1,21 Ve Üzeri,3,2.Kat,Kombi Doğalgaz,Krediye Uygun
15056772,"1,335,000",Konya Satılık Daire,Selçuklu Satılık Daire,Aydınlıkevler Mahallesi Satılık Daire,100 M2,2+1,21 Ve Üzeri,3,Yüksek Giriş,Sobalı,Krediye Uygun
15054806,"2,750,000",Konya Satılık Daire,Çumra Satılık Daire,İzzetbey Mahallesi Satılık Daire,155 M2,3+1,5-10,4,4.Kat,Yerden Isıtma,Bilinmiyor
15058052,"3,750,000",Konya Satılık Daire,Selçuklu Satılık Daire,Yazır Mahallesi Satılık Daire,160 M2,3.5+1,0 (Yeni),3,3.Kat,Yerden Isıtma,Krediye Uygun
15057432,"2,600,000",Konya Satılık Daire,Karatay Satılık Daire,Selimsultan Mahallesi Satılık Daire,150 M2,3+1,0 (Yeni),5,5.Kat,Merkezi Doğalgaz,Krediye Uygun Değil
15056385,"3,600,000",Konya Satılık Daire,Ereğli Satılık Daire,Gülbahçe Mahallesi Satılık Daire,180 M2,4+1,5-10,11,Yüksek Giriş,Merkezi Doğalgaz,Krediye Uygun
15057295,"2,900,000",Konya Satılık Daire,Karatay Satılık Daire,Erenler Mahallesi Satılık Daire,165 M2,3+1,0 (Yeni),5,3.Kat,Kombi Doğalgaz,Krediye Uygun
15058494,"2,300,000",Konya Satılık Daire,Ereğli Satılık Daire,Orhaniye Mahallesi Satılık Daire,155 M2,3+1,3,5,2.Kat,Merkezi (Pay Ölçer),Krediye Uygun
15057400,"2,800,000",Konya Satılık Daire,Karatay Satılık Daire,Selimsultan Mahallesi Satılık Daire,160 M2,3+1,0 (Yeni),6,5.Kat,Merkezi Doğalgaz,Bilinmiyor
15056318,"4,250,000",Konya Satılık Daire,Selçuklu Satılık Daire,Akşemsettin Mahallesi Satılık Daire,143 M2,3+1,0 (Yeni),5,3.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15059021,"2,150,000",Konya Satılık Daire,Ereğli Satılık Daire,Hacı Mütahir Mahallesi Satılık Daire,170 M2,3+1,21 Ve Üzeri,6,3.Kat,Kombi Doğalgaz,Krediye Uygun
15059514,"2,950,000",Konya Satılık Daire,Selçuklu Satılık Daire,Selahaddin Eyyubi Mahallesi Satılık Daire,155 M2,3+1,3,6,1.Kat,Kombi Doğalgaz,Krediye Uygun
15059392,"2,420,000",Konya Satılık Daire,Selçuklu Satılık Daire,Selahaddin Eyyubi Mahallesi Satılık Daire,110 M2,2+1,0 (Yeni),3,3.Kat,Yerden Isıtma,Bilinmiyor
15060102,"1,690,000",Konya Satılık Daire,Karatay Satılık Daire,Çatalhüyük Mahallesi Satılık Daire,140 M2,3+1,1,2,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15053755,"1,750,000",Konya Satılık Daire,Meram Satılık Daire,Gödene Mahallesi Satılık Daire,145 M2,3+1,3,5,Yüksek Giriş,Merkezi (Pay Ölçer),Krediye Uygun Değil
15059985,"3,275,000",Konya Satılık Daire,Karatay Satılık Daire,Mengene Mahallesi Satılık Daire,165 M2,4+1,0 (Yeni),6,2.Kat,Yerden Isıtma,Krediye Uygun
15051662,"2,450,000",Konya Satılık Daire,Karatay Satılık Daire,Mengene Mahallesi Satılık Daire,145 M2,3+1,0 (Yeni),6,Yüksek Giriş,Yerden Isıtma,Krediye Uygun
15051477,"3,500,000",Konya Satılık Daire,Selçuklu Satılık Daire,Kosova Mahallesi Satılık Daire,140 M2,3+1,0 (Yeni),3,2.Kat,Yerden Isıtma,Krediye Uygun
15051630,"3,000,000",Konya Satılık Daire,Akşehir Satılık Daire,Yarenler Mahallesi Satılık Daire,180 M2,3+1,5-10,5,5.Kat,Kombi Doğalgaz,Krediye Uygun
15051689,"2,687,000",Konya Satılık Daire,Karatay Satılık Daire,Karakulak Mahallesi Satılık Daire,140 M2,3+1,0 (Yeni),6,2.Kat,Yerden Isıtma,Krediye Uygun Değil
15051667,"2,300,000",Konya Satılık Daire,Meram Satılık Daire,Hatıp Mahallesi Satılık Daire,130 M2,3+1,2,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15057188,"4,200,000",Konya Satılık Daire,Selçuklu Satılık Daire,Sancak Mahallesi Satılık Daire,245 M2,4+1,4,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15059667,"2,210,000",Konya Satılık Daire,Karatay Satılık Daire,Doğuş Mahallesi Satılık Daire,110 M2,2+1,5-10,5,2.Kat,Merkezi Doğalgaz,Krediye Uygun Değil
15051787,"3,000,000",Konya Satılık Daire,Selçuklu Satılık Daire,Yazır Mahallesi Satılık Daire,165 M2,3+1,0 (Yeni),3,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15051806,"2,900,000",Konya Satılık Daire,Selçuklu Satılık Daire,Selahaddin Eyyubi Mahallesi Satılık Daire,150 M2,3+1,0 (Yeni),3,2.Kat,Kombi Doğalgaz,Krediye Uygun
15052118,"3,500,000",Konya Satılık Daire,Selçuklu Satılık Daire,Sancak Mahallesi Satılık Daire,170 M2,3+1,0 (Yeni),6,3.Kat,Kombi Doğalgaz,Krediye Uygun
