ilan no,Price,City,Town,Neighbourhood,Total Square of Meter,Number of room,Age of Structure,Floor of house,Number of floors,Heating,Credi Accepting
15167008,"1,450,000",Konya Satılık Daire,Selçuklu Satılık Daire,Kosova Mahallesi Satılık Daire,75 M2,1+1,5-10,5,2.Kat,Kombi Doğalgaz,Krediye Uygun
14063698,"1,750,000",Konya Satılık Daire,Selçuklu Satılık Daire,Bedir Mahallesi Satılık Daire,155 M2,3+1,21 Ve Üzeri,5,4.Kat,Kombi Doğalgaz,Krediye Uygun
,,,,,,,,,,,
13752652,"3,100,000",Konya Satılık Daire,Selçuklu Satılık Daire,Kosova Mahallesi Satılık Daire,165 M2,3+1,5-10,4,2.Kat,Kombi Doğalgaz,Krediye Uygun Değil
14742765,"2,770,000",Konya Satılık Daire,Selçuklu Satılık Daire,Esenler Mahallesi Satılık Daire,145 M2,3+1,5-10,5,2.Kat,Merkezi (Pay Ölçer),Krediye Uygun
14608724,"1,850,000",Konya Satılık Daire,Meram Satılık Daire,Alakova Mahallesi Satılık Daire,125 M2,3+1,0 (Yeni),2,2.Kat,Yerden Isıtma,Bilinmiyor
14686011,"4,900,000",Konya Satılık Daire,Selçuklu Satılık Daire,Hocacihan Mahallesi Satılık Daire,180 M2,3+1,0 (Yeni),10,6.Kat,Yerden Isıtma,Krediye Uygun
,,,,,,,,,,,
14772343,"2,800,000",Konya Satılık Daire,Selçuklu Satılık Daire,Sancak Mahallesi Satılık Daire,114 M2,2+1,0 (Yeni),6,1.Kat,Kat Kaloriferi,Krediye Uygun Değil
15034751,"3,060,000",Konya Satılık Daire,Selçuklu Satılık Daire,Kosova Mahallesi Satılık Daire,155 M2,3+1,5-10,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
14899510,"3,000,000",Konya Satılık Daire,Karatay Satılık Daire,Karakulak Mahallesi Satılık Daire,1.680 M2,3+1,1,6,6.Kat,Merkezi (Pay Ölçer),Krediye Uygun
,,,,,,,,,,,
14807062,"1,900,000",Konya Satılık Daire,Selçuklu Satılık Daire,Malazgirt Mahallesi Satılık Daire,135 M2,3+1,21 Ve Üzeri,5,5.Kat,Kombi Doğalgaz,Krediye Uygun
15073278,"1,700,000",Konya Satılık Daire,Selçuklu Satılık Daire,İhsaniye Mahallesi Satılık Daire,145 M2,3+1,16-20,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15133194,"1,500,000",Konya Satılık Daire,Selçuklu Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,130 M2,2+1,21 Ve Üzeri,3,1.Kat,Kombi Doğalgaz,Krediye Uygun
13691116,"2,050,000",Konya Satılık Daire,Selçuklu Satılık Daire,Kosova Mahallesi Satılık Daire,155 M2,3+1,16-20,4,4.Kat,Kombi Doğalgaz,Krediye Uygun
14563479,"3,300,000",Konya Satılık Daire,Akşehir Satılık Daire,Yeni Mahallesi Satılık Daire,150 M2,3+1,4,5,1.Kat,Kombi Doğalgaz,Krediye Uygun
15172453,"525,000",Konya Satılık Daire,Akşehir Satılık Daire,Doğrugöz Mahallesi Satılık Daire,140 M2,3+1,21 Ve Üzeri,2,1.Kat,Sobalı,Bilinmiyor
15173776,"1,300,000",Konya Satılık Daire,Meram Satılık Daire,Sahibiata Mahallesi Satılık Daire,100 M2,2+1,21 Ve Üzeri,4,3.Kat,Kombi Doğalgaz,Krediye Uygun
15121652,"3,000,000",Konya Satılık Daire,Selçuklu Satılık Daire,Esenler Mahallesi Satılık Daire,155 M2,3+1,21 Ve Üzeri,9,7.Kat,Merkezi Doğalgaz,Krediye Uygun
15174813,"2,390,000",Konya Satılık Daire,Karatay Satılık Daire,Fetih Mahallesi Satılık Daire,130 M2,3+1,4,2,2.Kat,Yerden Isıtma,Bilinmiyor
15174348,"2,950,000",Konya Satılık Daire,Meram Satılık Daire,Ali Ulvi Kurucu Mahallesi Satılık Daire,125 M2,3+1,0 (Yeni),5,3.Kat,Yerden Isıtma,Bilinmiyor
15172360,"2,750,000",Konya Satılık Daire,Selçuklu Satılık Daire,Sancak Mahallesi Satılık Daire,135 M2,2+1,0 (Yeni),5,Yüksek Giriş,Yerden Isıtma,Krediye Uygun
15174778,"2,265,000",Konya Satılık Daire,Selçuklu Satılık Daire,Parsana Mahallesi Satılık Daire,135 M2,2+1,5-10,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15175133,"2,200,000",Konya Satılık Daire,Karatay Satılık Daire,Fetih Mahallesi Satılık Daire,100 M2,2+1,4,5,2.Kat,Yerden Isıtma,Bilinmiyor
15175499,"1,110,000",Konya Satılık Daire,Seydişehir Satılık Daire,Pınarbaşı Mahallesi Satılık Daire,85 M2,2+1,21 Ve Üzeri,4,3.Kat,Sobalı,Krediye Uygun Değil
15175459,"2,150,000",Konya Satılık Daire,Selçuklu Satılık Daire,Akıncılar Mahallesi Satılık Daire,165 M2,3+1,11-15,4,3.Kat,Kombi Doğalgaz,Krediye Uygun
15175391,"1,900,000",Konya Satılık Daire,Karatay Satılık Daire,Hacısadık Mahallesi Satılık Daire,115 M2,2+1,3,6,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15175256,"2,275,000",Konya Satılık Daire,Karatay Satılık Daire,Erenler Mahallesi Satılık Daire,165 M2,3+1,16-20,7,3.Kat,Kombi Doğalgaz,Krediye Uygun
15099244,"2,750,000",Konya Satılık Daire,Karatay Satılık Daire,Saraçoğlu Mahallesi Satılık Daire,145 M2,2+1,16-20,1,Müstakil,Kombi Doğalgaz,Bilinmiyor
15175593,"1,450,000",Konya Satılık Daire,Meram Satılık Daire,Hatıp Mahallesi Satılık Daire,100 M2,2+1,1,3,3.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15175786,"1,950,000",Konya Satılık Daire,Karatay Satılık Daire,Gaziosmanpaşa Mahallesi Satılık Daire,165 M2,3+1,5-10,3,Yüksek Giriş,Merkezi Doğalgaz,Krediye Uygun Değil
15175635,"1,750,000",Konya Satılık Daire,Selçuklu Satılık Daire,Işıklar Mahallesi Satılık Daire,140 M2,3+1,16-20,5,5.Kat,Kombi Doğalgaz,Krediye Uygun
15175524,"3,300,000",Konya Satılık Daire,Karatay Satılık Daire,Ulubatlıhasan Mahallesi Satılık Daire,145 M2,3+1,4,5,3.Kat,Merkezi (Pay Ölçer),Krediye Uygun
15176403,"6,900,000",Konya Satılık Daire,Seydişehir Satılık Daire,Alaylar Bir Mahallesi Satılık Daire,270 M2,5+2,11-15,2,Bahçe Dublex,Doğalgaz Sobalı,Krediye Uygun
15176194,"2,700,000",Konya Satılık Daire,Karatay Satılık Daire,Keykubat Mahallesi Satılık Daire,155 M2,3+1,5-10,7,2.Kat,Kombi Doğalgaz,Krediye Uygun
15176720,"2,360,000",Konya Satılık Daire,Karatay Satılık Daire,Hacıyusufmescit Mahallesi Satılık Daire,155 M2,3+1,4,5,3.Kat,Yerden Isıtma,Krediye Uygun
15176322,"2,300,000",Konya Satılık Daire,Selçuklu Satılık Daire,Malazgirt Mahallesi Satılık Daire,140 M2,3+1,21 Ve Üzeri,8,7.Kat,Merkezi Doğalgaz,Krediye Uygun
15177174,"1,550,000",Konya Satılık Daire,Selçuklu Satılık Daire,Işıklar Mahallesi Satılık Daire,150 M2,2+1,21 Ve Üzeri,7,6.Kat,Kombi Doğalgaz,Krediye Uygun
15166024,"1,575,000",Konya Satılık Daire,Selçuklu Satılık Daire,Malazgirt Mahallesi Satılık Daire,120 M2,3+1,16-20,5,5.Kat,Kombi Doğalgaz,Krediye Uygun
15176794,"9,500,000",Konya Satılık Daire,Meram Satılık Daire,Kozağaç Mahallesi Satılık Daire,300 M2,5+1,0 (Yeni),2,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun
15166286,"1,800,000",Konya Satılık Daire,Selçuklu Satılık Daire,Işıklar Mahallesi Satılık Daire,155 M2,3+1,21 Ve Üzeri,8,4.Kat,Kombi Doğalgaz,Krediye Uygun
15176547,"4,500,000",Konya Satılık Daire,Selçuklu Satılık Daire,Yazır Mahallesi Satılık Daire,165 M2,3+1,3,7,6.Kat,Merkezi (Pay Ölçer),Krediye Uygun
15172359,"2,600,000",Konya Satılık Daire,Selçuklu Satılık Daire,Sancak Mahallesi Satılık Daire,120 M2,2+1,0 (Yeni),5,3.Kat,Yerden Isıtma,Krediye Uygun Değil
15166992,"3,990,000",Konya Satılık Daire,Selçuklu Satılık Daire,Selçuk Mahallesi Satılık Daire,320 M2,6+2,5-10,10,9.Kat,Kombi Doğalgaz,Krediye Uygun
15166698,"4,750,000",Konya Satılık Daire,Selçuklu Satılık Daire,Şeker Mahallesi Satılık Daire,185 M2,3+1,5-10,11,3.Kat,Yerden Isıtma,Krediye Uygun
15167096,"4,250,000",Konya Satılık Daire,Selçuklu Satılık Daire,Aydınlıkevler Mahallesi Satılık Daire,180 M2,4+1,0 (Yeni),3,2.Kat,Kombi Doğalgaz,Krediye Uygun
15167097,"3,650,000",Konya Satılık Daire,Selçuklu Satılık Daire,Aydınlıkevler Mahallesi Satılık Daire,155 M2,3+1,0 (Yeni),3,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15167755,"2,150,000",Konya Satılık Daire,Akşehir Satılık Daire,Yeni Mahallesi Satılık Daire,130 M2,3+1,21 Ve Üzeri,5,1.Kat,Kombi Doğalgaz,Krediye Uygun
15167235,"2,850,000",Konya Satılık Daire,Karatay Satılık Daire,Hamzaoğlu Mahallesi Satılık Daire,165 M2,3+1,5-10,7,5.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil
15175106,"3,975,000",Konya Satılık Daire,Selçuklu Satılık Daire,Hüsamettin Çelebi Mahallesi Satılık Daire,240 M2,5+1,16-20,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15168666,"4,650,000",Konya Satılık Daire,Selçuklu Satılık Daire,Sancak Mahallesi Satılık Daire,170 M2,3+1,0 (Yeni),4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15168186,"1,000,000",Konya Satılık Daire,Akören Satılık Daire,Yeni Mahallesi Satılık Daire,88 M2,2+1,1,3,Çatı Katı,Kombi Doğalgaz,Krediye Uygun Değil
15168685,"3,990,000",Konya Satılık Daire,Selçuklu Satılık Daire,Yazır Mahallesi Satılık Daire,215 M2,3+1,11-15,7,4.Kat,Kombi Doğalgaz,Krediye Uygun
15168775,"3,250,000",Konya Satılık Daire,Beyşehir Satılık Daire,Yeni Mahallesi Satılık Daire,140 M2,2+1,4,5,1.Kat,Kombi Doğalgaz,Krediye Uygun
15168843,"7,500,000",Konya Satılık Daire,Selçuklu Satılık Daire,Kılınçarslan Mahallesi Satılık Daire,220 M2,4+1,1,11,11.Kat,Yerden Isıtma,Bilinmiyor
15166993,"4,500,000",Konya Satılık Daire,Karatay Satılık Daire,Kumköprü Mahallesi Satılık Daire,160 M2,4+1,0 (Yeni),5,4.Kat,Yerden Isıtma,Krediye Uygun Değil
15169056,"3,100,000",Konya Satılık Daire,Akşehir Satılık Daire,Gazi Mahallesi Satılık Daire,165 M2,3+1,0 (Yeni),5,5.Kat,Kombi Doğalgaz,Krediye Uygun
15169435,"1,950,000",Konya Satılık Daire,Selçuklu Satılık Daire,Bedir Mahallesi Satılık Daire,170 M2,3+1,16-20,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15175968,"2,650,000",Konya Satılık Daire,Selçuklu Satılık Daire,Selahaddin Eyyubi Mahallesi Satılık Daire,150 M2,3+1,0 (Yeni),3,Yüksek Giriş,Yerden Isıtma,Krediye Uygun
15166697,"2,680,000",Konya Satılık Daire,Karatay Satılık Daire,Ulubatlıhasan Mahallesi Satılık Daire,180 M2,3+1,16-20,8,2.Kat,Merkezi (Pay Ölçer),Krediye Uygun
15169449,"2,085,000",Konya Satılık Daire,Selçuklu Satılık Daire,Bosna Hersek Mahallesi Satılık Daire,100 M2,2+1,5-10,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15170211,"1,260,000",Konya Satılık Daire,Seydişehir Satılık Daire,Pınarbaşı Mahallesi Satılık Daire,90 M2,2+1,21 Ve Üzeri,4,4.Kat,Kombi Doğalgaz,Krediye Uygun
15167231,"2,400,000",Konya Satılık Daire,Meram Satılık Daire,Çaybaşı Mahallesi Satılık Daire,140 M2,2+1,5-10,10,9.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15170928,"2,150,000",Konya Satılık Daire,Karatay Satılık Daire,İstiklal Mahallesi Satılık Daire,125 M2,2+1,0 (Yeni),5,Yüksek Giriş,Kombi Doğalgaz,Bilinmiyor
15170700,"2,900,000",Konya Satılık Daire,Karatay Satılık Daire,Köprübaşı Mahallesi Satılık Daire,165 M2,3+1,3,6,3.Kat,Kombi Doğalgaz,Krediye Uygun
15171261,"4,200,000",Konya Satılık Daire,Selçuklu Satılık Daire,Sancak Mahallesi Satılık Daire,165 M2,3+1,0 (Yeni),3,3.Kat,Yerden Isıtma,Krediye Uygun
15177571,"1,700,000",Konya Satılık Daire,Meram Satılık Daire,Pirebi Mahallesi Satılık Daire,110 M2,2+1,16-20,6,4.Kat,Kombi Doğalgaz,Krediye Uygun
15170935,"2,450,000",Konya Satılık Daire,Selçuklu Satılık Daire,Sancak Mahallesi Satılık Daire,130 M2,3+1,5-10,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15177632,"2,500,000",Konya Satılık Daire,Selçuklu Satılık Daire,Erenköy Mahallesi Satılık Daire,110 M2,2+1,0 (Yeni),2,Yüksek Giriş,Kombi Doğalgaz,Bilinmiyor
15177752,"4,350,000",Konya Satılık Daire,Selçuklu Satılık Daire,Sancak Mahallesi Satılık Daire,170 M2,3.5+1,0 (Yeni),4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15169247,"4,200,000",Konya Satılık Daire,Karatay Satılık Daire,Çelebi Mahallesi Satılık Daire,165 M2,3+1,5-10,6,1.Kat,Yerden Isıtma,Krediye Uygun
15177284,"1,550,000",Konya Satılık Daire,Seydişehir Satılık Daire,Pınarbaşı Mahallesi Satılık Daire,90 M2,2+1,16-20,4,Kot 4 (-4).Kat,Doğalgaz Sobalı,Krediye Uygun
15161572,"1,550,000",Konya Satılık Daire,Karatay Satılık Daire,Şemsitebrizi Mahallesi Satılık Daire,115 M2,2+1,16-20,5,2.Kat,Kombi Doğalgaz,Krediye Uygun
15161241,"3,100,000",Konya Satılık Daire,Karatay Satılık Daire,Hacısadık Mahallesi Satılık Daire,155 M2,3+1,0 (Yeni),6,2.Kat,Yerden Isıtma,Krediye Uygun
15162004,"3,500,000",Konya Satılık Daire,Selçuklu Satılık Daire,Akıncılar Mahallesi Satılık Daire,250 M2,4+2,16-20,5,5.Kat,Kombi Doğalgaz,Krediye Uygun
15162006,"2,230,000",Konya Satılık Daire,Selçuklu Satılık Daire,Selahaddin Eyyubi Mahallesi Satılık Daire,125 M2,2+1,3,3,Yüksek Giriş,Yerden Isıtma,Krediye Uygun
15160287,"4,500,000",Konya Satılık Daire,Selçuklu Satılık Daire,Kılınçarslan Mahallesi Satılık Daire,155 M2,3+1,11-15,10,2.Kat,Merkezi Doğalgaz,Krediye Uygun
15169270,"1,520,000",Konya Satılık Daire,Meram Satılık Daire,Gödene Mahallesi Satılık Daire,110 M2,2+1,11-15,6,6.Kat,Merkezi (Pay Ölçer),Krediye Uygun
15162356,"4,100,000",Konya Satılık Daire,Selçuklu Satılık Daire,Parsana Mahallesi Satılık Daire,185 M2,3+1,1,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15162371,"800,000",Konya Satılık Daire,Seydişehir Satılık Daire,Hacı Seyit Ali Mahallesi Satılık Daire,100 M2,2+1,21 Ve Üzeri,3,Kot 3 (-3).Kat,Sobalı,Bilinmiyor
15168145,"2,125,000",Konya Satılık Daire,Karatay Satılık Daire,Doğuş Mahallesi Satılık Daire,110 M2,2+1,4,6,1.Kat,Yerden Isıtma,Krediye Uygun
15163262,"3,700,000",Konya Satılık Daire,Karatay Satılık Daire,Akabe Mahallesi Satılık Daire,150 M2,3+1,0 (Yeni),6,3.Kat,Yerden Isıtma,Bilinmiyor
15162524,"2,270,000",Konya Satılık Daire,Karatay Satılık Daire,Akabe Mahallesi Satılık Daire,150 M2,3+1,11-15,4,4.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15163244,"1,100,000",Konya Satılık Daire,Ereğli Satılık Daire,Barbaros Mahallesi Satılık Daire,60 M2,1+1,1,6,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15161827,"2,250,000",Konya Satılık Daire,Selçuklu Satılık Daire,Beyhekim Mahallesi Satılık Daire,155 M2,3+1,11-15,4,3.Kat,Kombi Doğalgaz,Krediye Uygun
15155738,"4,650,000",Konya Satılık Daire,Selçuklu Satılık Daire,Yazır Mahallesi Satılık Daire,180 M2,4+1,0 (Yeni),3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15170074,"1,795,000",Konya Satılık Daire,Akşehir Satılık Daire,Yarenler Mahallesi Satılık Daire,140 M2,3+1,21 Ve Üzeri,4,1.Kat,Kombi Doğalgaz,Krediye Uygun
15177673,"2,300,000",Konya Satılık Daire,Selçuklu Satılık Daire,Erenköy Mahallesi Satılık Daire,110 M2,2+1,5-10,3,Yüksek Giriş,Yerden Isıtma,Bilinmiyor
15156082,"1,950,000",Konya Satılık Daire,Selçuklu Satılık Daire,Buhara Mahallesi Satılık Daire,130 M2,3+1,16-20,5,3.Kat,Kombi Doğalgaz,Krediye Uygun
15162333,"1,650,000",Konya Satılık Daire,Akşehir Satılık Daire,Meydan Mahallesi Satılık Daire,150 M2,2+1,16-20,5,4.Kat,Kombi Doğalgaz,Krediye Uygun
15156640,"1,950,000",Konya Satılık Daire,Seydişehir Satılık Daire,Anabağlar Mahallesi Satılık Daire,85 M2,1+1,0 (Yeni),3,3.Kat,Yerden Isıtma,Bilinmiyor
15156596,"3,600,000",Konya Satılık Daire,Selçuklu Satılık Daire,Beyhekim Mahallesi Satılık Daire,160 M2,3.5+1,0 (Yeni),3,2.Kat,Yerden Isıtma,Krediye Uygun
15155158,"2,230,000",Konya Satılık Daire,Meram Satılık Daire,Alavardı Mahallesi Satılık Daire,130 M2,3+1,21 Ve Üzeri,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15163304,"3,500,000",Konya Satılık Daire,Selçuklu Satılık Daire,Yazır Mahallesi Satılık Daire,145 M2,3+1,11-15,8,4.Kat,Merkezi Doğalgaz,Krediye Uygun
15155896,"4,250,000",Konya Satılık Daire,Selçuklu Satılık Daire,Selahaddin Eyyubi Mahallesi Satılık Daire,190 M2,4+1,0 (Yeni),3,Yüksek Giriş,Yerden Isıtma,Krediye Uygun
15157055,"2,030,000",Konya Satılık Daire,Selçuklu Satılık Daire,Malazgirt Mahallesi Satılık Daire,130 M2,2+1,21 Ve Üzeri,8,7.Kat,Kombi Doğalgaz,Bilinmiyor
15162011,"4,000,000",Konya Satılık Daire,Selçuklu Satılık Daire,Selahaddin Eyyubi Mahallesi Satılık Daire,165 M2,3.5+1,1,3,2.Kat,Kombi Doğalgaz,Krediye Uygun
15155544,"1,750,000",Konya Satılık Daire,Selçuklu Satılık Daire,Bedir Mahallesi Satılık Daire,130 M2,3+1,16-20,4,3.Kat,Merkezi Doğalgaz,Krediye Uygun
15163187,"3,250,000",Konya Satılık Daire,Selçuklu Satılık Daire,Kosova Mahallesi Satılık Daire,160 M2,3+1,0 (Yeni),3,2.Kat,Yerden Isıtma,Krediye Uygun
15155931,"2,900,000",Konya Satılık Daire,Karatay Satılık Daire,İstiklal Mahallesi Satılık Daire,230 M2,4+1,2,3,1.Kat,Kombi Doğalgaz,Krediye Uygun
15168508,"4,200,000",Konya Satılık Daire,Meram Satılık Daire,Yenişehir Mahallesi Satılık Daire,135 M2,2+1,0 (Yeni),7,4.Kat,Merkezi (Pay Ölçer),Krediye Uygun
15161991,"3,250,000",Konya Satılık Daire,Selçuklu Satılık Daire,Yazır Mahallesi Satılık Daire,160 M2,3+1,0 (Yeni),3,1.Kat,Yerden Isıtma,Krediye Uygun
15172355,"3,600,000",Konya Satılık Daire,Selçuklu Satılık Daire,Sancak Mahallesi Satılık Daire,140 M2,3+1,0 (Yeni),5,3.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil
15174069,"1,885,000",Konya Satılık Daire,Karatay Satılık Daire,Çataltömek Mahallesi Satılık Daire,125 M2,2+1,5-10,4,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun Değil
15165485,"1,800,000",Konya Satılık Daire,Akşehir Satılık Daire,Gazi Mahallesi Satılık Daire,170 M2,3+1,16-20,5,5.Kat,Kombi Doğalgaz,Bilinmiyor
15162014,"3,500,000",Konya Satılık Daire,Selçuklu Satılık Daire,Selahaddin Eyyubi Mahallesi Satılık Daire,155 M2,3+1,0 (Yeni),3,3.Kat,Yerden Isıtma,Krediye Uygun
15174285,"2,750,000",Konya Satılık Daire,Karatay Satılık Daire,Mengene Mahallesi Satılık Daire,120 M2,3+1,1,5,2.Kat,Yerden Isıtma,Bilinmiyor
15156925,"1,600,000",Konya Satılık Daire,Selçuklu Satılık Daire,Kosova Mahallesi Satılık Daire,150 M2,3+1,16-20,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15174318,"1,900,000",Konya Satılık Daire,Selçuklu Satılık Daire,Işıklar Mahallesi Satılık Daire,135 M2,3+1,11-15,6,2.Kat,Kombi Doğalgaz,Bilinmiyor
15169445,"1,845,000",Konya Satılık Daire,Selçuklu Satılık Daire,Bosna Hersek Mahallesi Satılık Daire,100 M2,2+1,21 Ve Üzeri,3,1.Kat,Kombi Doğalgaz,Krediye Uygun
15163316,"2,300,000",Konya Satılık Daire,Karatay Satılık Daire,Fetih Mahallesi Satılık Daire,145 M2,3+1,5-10,5,2.Kat,Kombi Doğalgaz,Krediye Uygun
15174505,"1,900,000",Konya Satılık Daire,Karatay Satılık Daire,Hacısadık Mahallesi Satılık Daire,115 M2,2+1,3,6,1.Kat,Merkezi (Pay Ölçer),Krediye Uygun
15151203,"2,240,000",Konya Satılık Daire,Selçuklu Satılık Daire,Kosova Mahallesi Satılık Daire,140 M2,3+1,11-15,5,4.Kat,Kombi Doğalgaz,Krediye Uygun
15174607,"2,275,000",Konya Satılık Daire,Karatay Satılık Daire,Erenler Mahallesi Satılık Daire,165 M2,3+1,16-20,7,3.Kat,Kombi Doğalgaz,Krediye Uygun
15154171,"2,350,000",Konya Satılık Daire,Akşehir Satılık Daire,İstasyon Mahallesi Satılık Daire,125 M2,2+1,5-10,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15154254,"1,560,000",Konya Satılık Daire,Akşehir Satılık Daire,Altunkalem Mahallesi Satılık Daire,137 M2,3+1,16-20,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15154238,"1,600,000",Konya Satılık Daire,Akşehir Satılık Daire,Yeni Mahallesi Satılık Daire,125 M2,2+1,16-20,5,4.Kat,Kombi Doğalgaz,Krediye Uygun
15154244,"3,600,000",Konya Satılık Daire,Akşehir Satılık Daire,Gazi Mahallesi Satılık Daire,180 M2,3+1,0 (Yeni),5,2.Kat,Kombi Doğalgaz,Krediye Uygun
15155122,"6,500,000",Konya Satılık Daire,Selçuklu Satılık Daire,Sancak Mahallesi Satılık Daire,185 M2,4+1,0 (Yeni),7,4.Kat,Merkezi (Pay Ölçer),Krediye Uygun Değil
15154271,"4,250,000",Konya Satılık Daire,Selçuklu Satılık Daire,Sancak Mahallesi Satılık Daire,175 M2,3.5+1,0 (Yeni),5,3.Kat,Kombi Doğalgaz,Krediye Uygun
15156657,"3,300,000",Konya Satılık Daire,Selçuklu Satılık Daire,Mehmet Akif Mahallesi Satılık Daire,155 M2,3+1,0 (Yeni),3,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15172354,"1,550,000",Konya Satılık Daire,Karatay Satılık Daire,Şemsitebrizi Mahallesi Satılık Daire,150 M2,3+1,21 Ve Üzeri,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15155250,"2,750,000",Konya Satılık Daire,Selçuklu Satılık Daire,Sancak Mahallesi Satılık Daire,135 M2,2.5+1,0 (Yeni),5,Yüksek Giriş,Yerden Isıtma,Krediye Uygun
15155127,"2,725,000",Konya Satılık Daire,Selçuklu Satılık Daire,Kosova Mahallesi Satılık Daire,160 M2,3+1,11-15,6,4.Kat,Merkezi Doğalgaz,Krediye Uygun
15155138,"3,750,000",Konya Satılık Daire,Selçuklu Satılık Daire,Yazır Mahallesi Satılık Daire,160 M2,3.5+1,0 (Yeni),3,2.Kat,Yerden Isıtma,Krediye Uygun
15158374,"1,800,000",Konya Satılık Daire,Karatay Satılık Daire,Kumköprü Mahallesi Satılık Daire,150 M2,3+1,11-15,4,Yüksek Giriş,Merkezi Doğalgaz,Bilinmiyor
15151822,"4,000,000",Konya Satılık Daire,Selçuklu Satılık Daire,Hanaybaşı Mahallesi Satılık Daire,165 M2,6+1,5-10,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15155590,"3,850,000",Konya Satılık Daire,Selçuklu Satılık Daire,Selahaddin Eyyubi Mahallesi Satılık Daire,165 M2,3+1,0 (Yeni),4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15154368,"2,800,000",Konya Satılık Daire,Selçuklu Satılık Daire,Kosova Mahallesi Satılık Daire,155 M2,3+1,1,3,3.Kat,Yerden Isıtma,Krediye Uygun
15161348,"3,400,000",Konya Satılık Daire,Selçuklu Satılık Daire,Parsana Mahallesi Satılık Daire,210 M2,4+1,0 (Yeni),4,Yüksek Giriş,Yerden Isıtma,Krediye Uygun
15160886,"2,750,000",Konya Satılık Daire,Selçuklu Satılık Daire,Sancak Mahallesi Satılık Daire,125 M2,2.5+1,0 (Yeni),5,Yüksek Giriş,Yerden Isıtma,Krediye Uygun
15158752,"1,785,000",Konya Satılık Daire,Selçuklu Satılık Daire,Hanaybaşı Mahallesi Satılık Daire,135 M2,2+1,5-10,4,Kot 1 (-1).Kat,Kombi Doğalgaz,Krediye Uygun
15161009,"3,950,000",Konya Satılık Daire,Selçuklu Satılık Daire,Selahaddin Eyyubi Mahallesi Satılık Daire,160 M2,3+1,0 (Yeni),3,3.Kat,Yerden Isıtma,Krediye Uygun
15149121,"2,150,000",Konya Satılık Daire,Seydişehir Satılık Daire,Pınarbaşı Mahallesi Satılık Daire,120 M2,3+1,5-10,6,6.Kat,Merkezi Doğalgaz,Krediye Uygun
15155736,"3,250,000",Konya Satılık Daire,Selçuklu Satılık Daire,Selahaddin Eyyubi Mahallesi Satılık Daire,165 M2,3+1,0 (Yeni),4,Yüksek Giriş,Yerden Isıtma,Krediye Uygun
15149651,"2,350,000",Konya Satılık Daire,Selçuklu Satılık Daire,Kosova Mahallesi Satılık Daire,110 M2,2+1,2,3,3.Kat,Kombi Doğalgaz,Krediye Uygun
15150338,"3,100,000",Konya Satılık Daire,Akşehir Satılık Daire,Selçuk Mahallesi Satılık Daire,135 M2,3+1,2,5,3.Kat,Kombi Doğalgaz,Krediye Uygun
15161894,"2,495,000",Konya Satılık Daire,Karatay Satılık Daire,Keçeciler Mahallesi Satılık Daire,160 M2,3+1,5-10,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15149741,"3,100,000",Konya Satılık Daire,Karatay Satılık Daire,Hamzaoğlu Mahallesi Satılık Daire,165 M2,3+1,0 (Yeni),6,2.Kat,Kombi Doğalgaz,Krediye Uygun
15154162,"4,750,000",Konya Satılık Daire,Akşehir Satılık Daire,Yarenler Mahallesi Satılık Daire,195 M2,3+1,0 (Yeni),5,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15150632,"2,190,000",Konya Satılık Daire,Selçuklu Satılık Daire,Selahaddin Eyyubi Mahallesi Satılık Daire,120 M2,2+1,3,3,Yüksek Giriş,Yerden Isıtma,Krediye Uygun
