ilan no,Price,City,Town,Neighbourhood,Total Square of Meter,Number of room,Age of Structure,Floor of house,Number of floors,Heating,Credi Accepting
15157317,"5,600,000",Antalya Satılık Daire,Manavgat Satılık Daire,Ilıca Mahallesi Satılık Daire,280 M2,4+1,1,3,2.Kat,Klimalı,Krediye Uygun
15063023,"1,550,000",Antalya Satılık Daire,Finike Satılık Daire,Kum Mahallesi Satılık Daire,55 M2,1+1,0 (Yeni),4,2.Kat,Klimalı,Krediye Uygun
15034028,"3,450,000",Antalya Satılık Daire,Alanya Satılık Daire,Şekerhane Mahallesi Satılık Daire,110 M2,2+1,16-20,5,2.Kat,Klimalı,Krediye Uygun
15045936,"2,250,000",Antalya Satılık Daire,Kepez Satılık Daire,Aydoğmuş Mahallesi Satılık Daire,85 M2,2+1,0 (Yeni),3,Düz Giriş (Zemin),Isıtma Yok,Krediye Uygun
15070264,"2,280,000",Antalya Satılık Daire,Kepez Satılık Daire,Ahatlı Mahallesi Satılık Daire,65 M2,1+1,5-10,3,1.Kat,Klimalı,Krediye Uygun
15073828,"6,250,000",Antalya Satılık Daire,Alanya Satılık Daire,Cikcilli Mahallesi Satılık Daire,160 M2,4+1,16-20,5,Bahçe Dublex,Klimalı,Krediye Uygun
15072131,"5,571,000",Antalya Satılık Daire,Alanya Satılık Daire,Oba Mahallesi Satılık Daire,120 M2,2+1,5-10,5,2.Kat,Klimalı,Krediye Uygun
14973324,"8,245,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,240 M2,4+1,11-15,12,12.Kat,Klimalı,Krediye Uygun
15092928,"4,750,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Yeşilbahçe Mahallesi Satılık Daire,80 M2,1+1,5-10,4,1.Kat,Klimalı,Krediye Uygun Değil
,,,,,,,,,,,
15119232,"3,800,000",Antalya Satılık Daire,Alanya Satılık Daire,Kestel Mahallesi Satılık Daire,60 M2,1+1,5-10,4,1.Kat,Klimalı,Krediye Uygun
15094036,"2,475,000",Antalya Satılık Daire,Aksu Satılık Daire,Altıntaş Mahallesi Satılık Daire,65 M2,1+1,0 (Yeni),5,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun
14973326,"4,500,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,155 M2,3+1,11-15,11,4.Kat,Klimalı,Krediye Uygun
15127329,"5,200,000",Antalya Satılık Daire,Finike Satılık Daire,Kum Mahallesi Satılık Daire,130 M2,2+1,0 (Yeni),4,3.Kat,Klimalı,Krediye Uygun
,,,,,,,,,,,
15092561,"2,500,000",Antalya Satılık Daire,Kepez Satılık Daire,Altınova Orta Mahallesi Satılık Daire,50 M2,1+1,5-10,7,1.Kat,Merkezi Doğalgaz,Krediye Uygun Değil
,,,,,,,,,,,
15136784,"4,300,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Fener Mahallesi Satılık Daire,100 M2,2+1,11-15,2,1.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15133072,"7,600,000",Antalya Satılık Daire,Alanya Satılık Daire,Oba Mahallesi Satılık Daire,160 M2,3+1,0 (Yeni),5,4.Kat,Klimalı,Bilinmiyor
15176782,"3,715,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,105 M2,2+1,21 Ve Üzeri,5,5.Kat,Klimalı,Bilinmiyor
,,,,,,,,,,,
15176797,"3,650,000",Antalya Satılık Daire,Kepez Satılık Daire,Gazi Mahallesi Satılık Daire,140 M2,3+1,0 (Yeni),3,3.Kat,Klimalı,Krediye Uygun
15134880,"7,650,000",Antalya Satılık Daire,Alanya Satılık Daire,Güller Pınarı Mahallesi Satılık Daire,125 M2,2+1,0 (Yeni),4,Çatı Dubleks,Klimalı,Krediye Uygun
15177069,"2,100,000",Antalya Satılık Daire,Kepez Satılık Daire,Karşıyaka Mahallesi Satılık Daire,90 M2,2+1,5-10,4,Yüksek Giriş,Klimalı,Bilinmiyor
,,,,,,,,,,,
15177076,"2,650,000",Antalya Satılık Daire,Finike Satılık Daire,Kum Mahallesi Satılık Daire,165 M2,3+1,16-20,5,1.Kat,Klimalı,Krediye Uygun
,,,,,,,,,,,
15177122,"3,080,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,135 M2,2+1,5-10,6,1.Kat,Klimalı,Bilinmiyor
15177154,"5,986,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,100 M2,2+1,3,10,4.Kat,Klimalı,Krediye Uygun Değil
15177266,"5,300,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Siteler Mahallesi Satılık Daire,145 M2,3+1,11-15,13,1.Kat,Klimalı,Krediye Uygun Değil
15176608,"2,150,000",Antalya Satılık Daire,Finike Satılık Daire,Kum Mahallesi Satılık Daire,75 M2,2+1,0 (Yeni),4,4.Kat,Klimalı,Krediye Uygun
15132503,"7,200,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Uncalı Mahallesi Satılık Daire,142 M2,3+1,11-15,8,4.Kat,Kombi Doğalgaz,Krediye Uygun
15176419,"1,870,000",Antalya Satılık Daire,Kepez Satılık Daire,Yeni Emek Mahallesi Satılık Daire,105 M2,2+1,5-10,3,3.Kat,Klimalı,Krediye Uygun
15177373,"2,400,000",Antalya Satılık Daire,Finike Satılık Daire,Hasyurt Mahallesi Satılık Daire,160 M2,3+1,16-20,5,3.Kat,Klimalı,Krediye Uygun
15177309,"4,750,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Uluç Mahallesi Satılık Daire,145 M2,3+1,11-15,10,1.Kat,Klimalı,Krediye Uygun
15176837,"5,800,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Meltem Mahallesi Satılık Daire,135 M2,3+1,11-15,15,3.Kat,Isıtma Yok,Krediye Uygun
15177334,"4,550,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,120 M2,2+1,0 (Yeni),12,5.Kat,Klimalı,Bilinmiyor
15174614,"4,500,000",Antalya Satılık Daire,Alanya Satılık Daire,Avsallar Mahallesi Satılık Daire,140 M2,3+1,1,3,Çatı Dubleks,Klimalı,Krediye Uygun
15174773,"4,000,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Hurma Mahallesi Satılık Daire,70 M2,2+1,5-10,4,Yüksek Giriş,Klimalı,Krediye Uygun
,,,,,,,,,,,
15123188,"2,799,999",Antalya Satılık Daire,Kepez Satılık Daire,Erenköy Mahallesi Satılık Daire,100 M2,2+1,0 (Yeni),3,1.Kat,Klimalı,Krediye Uygun
,,,,,,,,,,,
15175007,"6,600,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Hurma Mahallesi Satılık Daire,85 M2,2+1,5-10,4,4.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15174387,"7,550,000",Antalya Satılık Daire,Finike Satılık Daire,Kum Mahallesi Satılık Daire,165 M2,3+1,0 (Yeni),6,4.Kat,Klimalı,Bilinmiyor
15175179,"6,500,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Deniz Mahallesi Satılık Daire,99 M2,3+1,0 (Yeni),4,Bahçe Katı,Kat Kaloriferi,Krediye Uygun
15174809,"1,600,000",Antalya Satılık Daire,Alanya Satılık Daire,Payallar Mahallesi Satılık Daire,47 M2,1+1,0 (Yeni),8,2.Kat,Klimalı,Krediye Uygun Değil
15175205,"6,860,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,110 M2,4+1,1,12,Çatı Dubleks,Isıtma Yok,Bilinmiyor
15174540,"7,550,000",Antalya Satılık Daire,Finike Satılık Daire,Kum Mahallesi Satılık Daire,165 M2,3+1,0 (Yeni),6,3.Kat,Klimalı,Bilinmiyor
15174893,"5,250,000",Antalya Satılık Daire,Manavgat Satılık Daire,Kavaklı Mahallesi Satılık Daire,190 M2,3+1,0 (Yeni),3,Kot 3 (-3).Kat,Klimalı,Krediye Uygun
15175269,"3,050,000",Antalya Satılık Daire,Aksu Satılık Daire,Altıntaş Mahallesi Satılık Daire,85 M2,2+1,0 (Yeni),4,Yüksek Giriş,Isıtma Yok,Krediye Uygun
15175274,"2,400,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Yenigün Mahallesi Satılık Daire,95 M2,2+1,11-15,5,4.Kat,Klimalı,Krediye Uygun
15175415,"2,000,000",Antalya Satılık Daire,Gazipaşa Satılık Daire,Cumhuriyet Mahallesi Satılık Daire,60 M2,1+1,0 (Yeni),4,Yüksek Giriş,Klimalı,Krediye Uygun
,,,,,,,,,,,
15172031,"2,480,000",Antalya Satılık Daire,Kepez Satılık Daire,Gazi Mahallesi Satılık Daire,110 M2,2+1,0 (Yeni),3,2.Kat,Klimalı,Krediye Uygun
15172242,"4,550,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Hurma Mahallesi Satılık Daire,100 M2,2+1,5-10,4,1.Kat,Klimalı,Krediye Uygun
15172240,"3,500,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Hurma Mahallesi Satılık Daire,55 M2,1+1,4,4,3.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15171993,"5,750,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Yıldız Mahallesi Satılık Daire,130 M2,3+1,0 (Yeni),4,Yüksek Giriş,Klimalı,Krediye Uygun
15172310,"3,200,000",Antalya Satılık Daire,Kepez Satılık Daire,Fabrikalar Mahallesi Satılık Daire,65 M2,1+1,0 (Yeni),2,1.Kat,Klimalı,Krediye Uygun
15172309,"59,000,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Fener Mahallesi Satılık Daire,300 M2,4+1,21 Ve Üzeri,6,2.Kat,Kombi Doğalgaz,Krediye Uygun
15175402,"2,630,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,50 M2,1+1,4,8,Yüksek Giriş,Klimalı,Krediye Uygun Değil
15175215,"3,700,000",Antalya Satılık Daire,Alanya Satılık Daire,Avsallar Mahallesi Satılık Daire,130 M2,2+1,3,9,6.Kat,Klimalı,Bilinmiyor
15172387,"2,950,000",Antalya Satılık Daire,Kepez Satılık Daire,Çamlıbel Mahallesi Satılık Daire,100 M2,2+1,0 (Yeni),7,1.Kat,Klimalı,Krediye Uygun
15175412,"4,150,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,135 M2,3+1,16-20,5,4.Kat,Klimalı,Krediye Uygun Değil
15172824,"1,900,000",Antalya Satılık Daire,Kepez Satılık Daire,Aydoğmuş Mahallesi Satılık Daire,90 M2,2+1,0 (Yeni),4,Bahçe Katı,Klimalı,Krediye Uygun
15171992,"3,450,000",Antalya Satılık Daire,Kepez Satılık Daire,Göksu Mahallesi Satılık Daire,110 M2,2+1,4,5,3.Kat,Klimalı,Krediye Uygun
15172041,"2,150,000",Antalya Satılık Daire,Alanya Satılık Daire,Avsallar Mahallesi Satılık Daire,55 M2,1+1,0 (Yeni),7,4.Kat,Klimalı,Krediye Uygun Değil
15172825,"4,000,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Çaybaşı Mahallesi Satılık Daire,60 M2,1+1,0 (Yeni),7,6.Kat,Kombi Doğalgaz,Krediye Uygun
15172551,"4,836,094",Antalya Satılık Daire,Alanya Satılık Daire,Bektaş Mahallesi Satılık Daire,110 M2,2+1,16-20,3,2.Kat,Klimalı,Krediye Uygun Değil
15168699,"7,650,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Hurma Mahallesi Satılık Daire,100 M2,2+1,3,4,1.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15168483,"8,800,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Hurma Mahallesi Satılık Daire,90 M2,2+1,5-10,4,3.Kat,Kombi Doğalgaz,Krediye Uygun
15172547,"4,890,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,120 M2,2+1,3,10,9.Kat,Klimalı,Krediye Uygun
15168653,"3,795,000",Antalya Satılık Daire,Manavgat Satılık Daire,Side Mahallesi Satılık Daire,100 M2,2+1,11-15,4,2.Kat,Klimalı,Krediye Uygun
15172549,"4,875,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,250 M2,3+1,5-10,10,9.Kat,Klimalı,Krediye Uygun
15168980,"2,600,000",Antalya Satılık Daire,Kepez Satılık Daire,Güneş Mahallesi Satılık Daire,110 M2,2+1,1,3,2.Kat,Doğalgaz Sobalı,Krediye Uygun
15169503,"2,850,000",Antalya Satılık Daire,Kepez Satılık Daire,Aktoprak Mahallesi Satılık Daire,110 M2,2+1,0 (Yeni),3,1.Kat,Isıtma Yok,Krediye Uygun
15169096,"4,248,000",Antalya Satılık Daire,Kemer Satılık Daire,Arslanbucak Mahallesi Satılık Daire,103 M2,2+1,16-20,3,Bahçe Katı,Klimalı,Krediye Uygun
15169569,"11,000,000",Antalya Satılık Daire,Alanya Satılık Daire,Çıplaklı Mahallesi Satılık Daire,200 M2,4+1,0 (Yeni),5,5.Kat,Klimalı,Bilinmiyor
15169535,"3,980,000",Antalya Satılık Daire,Manavgat Satılık Daire,Emek Mahallesi Satılık Daire,300 M2,4+1,16-20,4,Çatı Dubleks,Klimalı,Krediye Uygun
15169893,"3,550,000",Antalya Satılık Daire,Aksu Satılık Daire,Altıntaş Mahallesi Satılık Daire,60 M2,1+1,0 (Yeni),8,4.Kat,Klimalı,Krediye Uygun Değil
15165354,"4,500,000",Antalya Satılık Daire,Alanya Satılık Daire,Oba Mahallesi Satılık Daire,150 M2,3+1,11-15,4,1.Kat,Klimalı,Bilinmiyor
15169682,"3,300,000",Antalya Satılık Daire,Kepez Satılık Daire,Gülveren Mahallesi Satılık Daire,180 M2,5+1,11-15,3,3.Kat,Isıtma Yok,Krediye Uygun
15165378,"3,400,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Güvenlik Mahallesi Satılık Daire,155 M2,3+1,11-15,7,2.Kat,Isıtma Yok,Krediye Uygun Değil
15169727,"3,000,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Hurma Mahallesi Satılık Daire,62 M2,1+1,5-10,4,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun
15165686,"1,700,000",Antalya Satılık Daire,Kepez Satılık Daire,Şelale Mahallesi Satılık Daire,70 M2,2+1,0 (Yeni),4,Düz Giriş (Zemin),Klimalı,Krediye Uygun
15165688,"2,200,000",Antalya Satılık Daire,Kepez Satılık Daire,Kuzeyyaka Mahallesi Satılık Daire,105 M2,2+1,16-20,4,3.Kat,Kombi Doğalgaz,Krediye Uygun
15165429,"4,200,000",Antalya Satılık Daire,Alanya Satılık Daire,Kestel Mahallesi Satılık Daire,110 M2,2+1,4,4,2.Kat,Klimalı,Bilinmiyor
15169117,"2,400,000",Antalya Satılık Daire,Kepez Satılık Daire,Baraj Mahallesi Satılık Daire,100 M2,2+1,5-10,4,Çatı Katı,Klimalı,Krediye Uygun
15165687,"1,850,000",Antalya Satılık Daire,Kepez Satılık Daire,Aydoğmuş Mahallesi Satılık Daire,155 M2,3+1,16-20,5,4.Kat,Klimalı,Krediye Uygun
15165779,"1,987,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,45 M2,1+1,0 (Yeni),9,5.Kat,Klimalı,Krediye Uygun
15165780,"2,056,000",Antalya Satılık Daire,Alanya Satılık Daire,Avsallar Mahallesi Satılık Daire,45 M2,1+1,1,5,1.Kat,Klimalı,Krediye Uygun
15166300,"3,890,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Yüksekalan Mahallesi Satılık Daire,110 M2,2+1,4,3,1.Kat,Isıtma Yok,Krediye Uygun
15166322,"3,000,000",Antalya Satılık Daire,Kepez Satılık Daire,Yeşiltepe Mahallesi Satılık Daire,140 M2,3+1,16-20,7,1.Kat,Isıtma Yok,Krediye Uygun
15166031,"10,500,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Çağlayan Mahallesi Satılık Daire,110 M2,2+1,11-15,2,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun
15166288,"2,475,000",Antalya Satılık Daire,Kepez Satılık Daire,Habibler Mahallesi Satılık Daire,110 M2,2+1,4,5,3.Kat,Isıtma Yok,Krediye Uygun
15166608,"2,300,000",Antalya Satılık Daire,Kepez Satılık Daire,Aktoprak Mahallesi Satılık Daire,90 M2,2+1,0 (Yeni),4,Yüksek Giriş,Klimalı,Krediye Uygun
15166611,"4,000,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Yüksekalan Mahallesi Satılık Daire,140 M2,3+1,21 Ve Üzeri,6,2.Kat,Klimalı,Krediye Uygun
15165342,"1,800,000",Antalya Satılık Daire,Alanya Satılık Daire,Avsallar Mahallesi Satılık Daire,45 M2,1+1,0 (Yeni),5,2.Kat,Isıtma Yok,Krediye Uygun
15166682,"1,475,000",Antalya Satılık Daire,Finike Satılık Daire,Kum Mahallesi Satılık Daire,60 M2,1+1,0 (Yeni),4,1.Kat,Klimalı,Krediye Uygun Değil
15166610,"2,200,000",Antalya Satılık Daire,Kepez Satılık Daire,Aktoprak Mahallesi Satılık Daire,90 M2,2+1,0 (Yeni),4,Yüksek Giriş,Klimalı,Krediye Uygun
15163726,"2,850,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,145 M2,2+1,5-10,6,1.Kat,Klimalı,Bilinmiyor
15163733,"3,450,000",Antalya Satılık Daire,Kepez Satılık Daire,Erenköy Mahallesi Satılık Daire,180 M2,3+1,0 (Yeni),4,4.Kat,Klimalı,Krediye Uygun
15163866,"2,000,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Etiler Mahallesi Satılık Daire,85 M2,2+1,3,5,Yüksek Giriş,Klimalı,Bilinmiyor
15163933,"6,800,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Dutlubahçe Mahallesi Satılık Daire,260 M2,6+1,0 (Yeni),4,3.Kat,Kombi Doğalgaz,Krediye Uygun
15164005,"1,850,000",Antalya Satılık Daire,Finike Satılık Daire,Kum Mahallesi Satılık Daire,55 M2,1+1,0 (Yeni),6,6.Kat,Klimalı,Bilinmiyor
15165428,"1,950,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Yeşildere Mahallesi Satılık Daire,145 M2,3+1,21 Ve Üzeri,11,11.Kat,Klimalı,Krediye Uygun
15163984,"2,950,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,55 M2,1+1,1,5,1.Kat,Klimalı,Krediye Uygun
15164237,"4,500,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Kızıltoprak Mahallesi Satılık Daire,100 M2,2+1,5-10,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15164023,"3,850,000",Antalya Satılık Daire,Alanya Satılık Daire,Güller Pınarı Mahallesi Satılık Daire,85 M2,2+1,21 Ve Üzeri,5,5.Kat,Güneş Enerjisi,Krediye Uygun
15164416,"5,900,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Sarısu Mahallesi Satılık Daire,90 M2,2+1,0 (Yeni),4,1.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15163768,"4,890,000",Antalya Satılık Daire,Kepez Satılık Daire,Şelale Mahallesi Satılık Daire,145 M2,3+1,1,6,Kot 4 (-4).Kat,Klimalı,Krediye Uygun
15164944,"5,000,000",Antalya Satılık Daire,Kepez Satılık Daire,Çamlıbel Mahallesi Satılık Daire,160 M2,3+1,0 (Yeni),3,Çatı Dubleks,Isıtma Yok,Krediye Uygun
15165176,"6,450,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Uncalı Mahallesi Satılık Daire,140 M2,3+1,16-20,13,11.Kat,Klimalı,Krediye Uygun
15165165,"3,500,000",Antalya Satılık Daire,Korkuteli Satılık Daire,Yeni Mahallesi Satılık Daire,112 M2,2+1,2,5,3.Kat,Kombi Doğalgaz,Krediye Uygun
15168717,"9,450,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Kuşkavağı Mahallesi Satılık Daire,130 M2,2+1,5-10,2,Kot 1 (-1).Kat,Kombi Doğalgaz,Bilinmiyor
15165711,"5,900,000",Antalya Satılık Daire,Aksu Satılık Daire,Altıntaş Mahallesi Satılık Daire,46 M2,1+1,0 (Yeni),16,5.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15165032,"5,500,000",Antalya Satılık Daire,Kepez Satılık Daire,Çamlıbel Mahallesi Satılık Daire,160 M2,4+1,0 (Yeni),3,Çatı Dubleks,Isıtma Yok,Krediye Uygun
15165297,"5,000,000",Antalya Satılık Daire,Kepez Satılık Daire,Sütçüler Mahallesi Satılık Daire,120 M2,2+1,0 (Yeni),3,1.Kat,Klimalı,Krediye Uygun Değil
15165202,"2,950,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Hurma Mahallesi Satılık Daire,65 M2,1+1,5-10,5,Yüksek Giriş,Klimalı,Bilinmiyor
15165341,"3,800,000",Antalya Satılık Daire,Alanya Satılık Daire,Çıplaklı Mahallesi Satılık Daire,130 M2,2+1,11-15,6,2.Kat,Klimalı,Krediye Uygun
15166714,"3,750,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Sarısu Mahallesi Satılık Daire,100 M2,2+1,5-10,4,Düz Giriş (Zemin),Kombi Doğalgaz,Krediye Uygun
15165298,"13,500,000",Antalya Satılık Daire,Döşemealtı Satılık Daire,Altınkale Mahallesi Satılık Daire,258 M2,4+1,4,2,2.Kat,Yerden Isıtma,Krediye Uygun Değil
15163633,"4,750,000",Antalya Satılık Daire,Döşemealtı Satılık Daire,Yeniköy Mahallesi Satılık Daire,200 M2,4+1,5-10,2,2.Kat,Isıtma Yok,Krediye Uygun
15165339,"1,450,000",Antalya Satılık Daire,Alanya Satılık Daire,Avsallar Mahallesi Satılık Daire,50 M2,1+1,0 (Yeni),4,2.Kat,Klimalı,Krediye Uygun
15165299,"2,600,000",Antalya Satılık Daire,Kepez Satılık Daire,Göçerler Mahallesi Satılık Daire,55 M2,1+1,0 (Yeni),5,2.Kat,Klimalı,Krediye Uygun
15160745,"3,550,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Hurma Mahallesi Satılık Daire,90 M2,2+1,5-10,4,2.Kat,Klimalı,Bilinmiyor
15160813,"4,150,000",Antalya Satılık Daire,Alanya Satılık Daire,Kestel Mahallesi Satılık Daire,90 M2,2+1,5-10,4,2.Kat,Klimalı,Krediye Uygun
15163931,"3,000,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Yıldız Mahallesi Satılık Daire,100 M2,3+1,21 Ve Üzeri,4,4.Kat,Klimalı,Krediye Uygun
15165106,"4,000,000",Antalya Satılık Daire,Alanya Satılık Daire,Oba Mahallesi Satılık Daire,100 M2,2+1,21 Ve Üzeri,4,4.Kat,Klimalı,Krediye Uygun
15161618,"1,700,000",Antalya Satılık Daire,Gazipaşa Satılık Daire,Pazarcı Mahallesi Satılık Daire,55 M2,1+1,3,5,3.Kat,Klimalı,Krediye Uygun
15161740,"3,500,000",Antalya Satılık Daire,Gazipaşa Satılık Daire,Gazi Mahallesi Satılık Daire,150 M2,3+1,0 (Yeni),5,4.Kat,Isıtma Yok,Krediye Uygun
15160778,"3,700,000",Antalya Satılık Daire,Alanya Satılık Daire,Güller Pınarı Mahallesi Satılık Daire,100 M2,2+1,16-20,5,3.Kat,Klimalı,Krediye Uygun Değil
15162329,"6,500,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Güvenlik Mahallesi Satılık Daire,140 M2,3+1,0 (Yeni),7,2.Kat,Kombi Doğalgaz,Krediye Uygun
15162208,"2,665,000",Antalya Satılık Daire,Manavgat Satılık Daire,Yukarı Pazarcı Mahallesi Satılık Daire,90 M2,2+1,11-15,3,2.Kat,Klimalı,Krediye Uygun
15162440,"3,550,000",Antalya Satılık Daire,Alanya Satılık Daire,Avsallar Mahallesi Satılık Daire,80 M2,2+1,0 (Yeni),5,4.Kat,Klimalı,Krediye Uygun
15164436,"4,600,000",Antalya Satılık Daire,Alanya Satılık Daire,Hacet Mahallesi Satılık Daire,115 M2,2+1,4,5,5.Kat,Güneş Enerjisi,Krediye Uygun
15162526,"4,550,000",Antalya Satılık Daire,Alanya Satılık Daire,Güller Pınarı Mahallesi Satılık Daire,61 M2,2+1,1,6,1.Kat,Güneş Enerjisi,Krediye Uygun
15162694,"2,800,000",Antalya Satılık Daire,Kepez Satılık Daire,Fevzi Çakmak Mahallesi Satılık Daire,90 M2,2+1,0 (Yeni),3,1.Kat,Kat Kaloriferi,Bilinmiyor
15161229,"4,000,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Doğuyaka Mahallesi Satılık Daire,90 M2,2+1,5-10,6,Yüksek Giriş,Merkezi Doğalgaz,Bilinmiyor
15162383,"3,830,000",Antalya Satılık Daire,Alanya Satılık Daire,Kestel Mahallesi Satılık Daire,82 M2,1+1,5-10,4,1.Kat,Isıtma Yok,Bilinmiyor
15162327,"6,250,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Yıldız Mahallesi Satılık Daire,135 M2,3+1,0 (Yeni),9,2.Kat,Kat Kaloriferi,Krediye Uygun
15165321,"5,850,000",Antalya Satılık Daire,Manavgat Satılık Daire,Örnek Mahallesi Satılık Daire,110 M2,2+1,0 (Yeni),3,3.Kat,Klimalı,Krediye Uygun Değil
15157216,"4,000,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,110 M2,2+1,5-10,6,1.Kat,Klimalı,Krediye Uygun
15158044,"3,500,000",Antalya Satılık Daire,Aksu Satılık Daire,Altıntaş Mahallesi Satılık Daire,65 M2,1+1,0 (Yeni),5,2.Kat,Klimalı,Krediye Uygun
15158045,"3,500,000",Antalya Satılık Daire,Aksu Satılık Daire,Altıntaş Mahallesi Satılık Daire,65 M2,1+1,0 (Yeni),3,1.Kat,Yerden Isıtma,Krediye Uygun Değil
15158111,"2,950,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,110 M2,2+1,11-15,10,1.Kat,Isıtma Yok,Krediye Uygun
15162802,"2,000,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Konuksever Mahallesi Satılık Daire,100 M2,2+1,16-20,3,Yüksek Giriş,Klimalı,Krediye Uygun
15158180,"2,550,000",Antalya Satılık Daire,Kepez Satılık Daire,Fevzi Çakmak Mahallesi Satılık Daire,110 M2,2+1,1,3,2.Kat,Klimalı,Krediye Uygun
15162823,"3,700,000",Antalya Satılık Daire,Alanya Satılık Daire,Oba Mahallesi Satılık Daire,45 M2,1+1,0 (Yeni),4,2.Kat,Klimalı,Krediye Uygun
15158129,"5,250,000",Antalya Satılık Daire,Alanya Satılık Daire,Oba Mahallesi Satılık Daire,150 M2,3+1,0 (Yeni),5,Çatı Dubleks,Isıtma Yok,Krediye Uygun
15158595,"10,000,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Öğretmenevleri Mahallesi Satılık Daire,170 M2,3+1,21 Ve Üzeri,10,8.Kat,Klimalı,Krediye Uygun
15175262,"5,700,000",Antalya Satılık Daire,Alanya Satılık Daire,Çıplaklı Mahallesi Satılık Daire,90 M2,2+1,0 (Yeni),5,4.Kat,Klimalı,Bilinmiyor
15162472,"3,990,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Liman Mahallesi Satılık Daire,70 M2,1+1,5-10,4,3.Kat,Kombi Doğalgaz,Krediye Uygun
