ilan no,Price,City,Town,Neighbourhood,Total Square of Meter,Number of room,Age of Structure,Floor of house,Number of floors,Heating,Credi Accepting
15138753,"3,350,000",Antalya Satılık Daire,Alanya Satılık Daire,Kadıpaşa Mahallesi Satılık Daire,120 M2,2+1,5-10,4,1.Kat,Klimalı,Bilinmiyor
15138926,"3,599,000",Antalya Satılık Daire,Kepez Satılık Daire,Yeşilyurt Mahallesi Satılık Daire,250 M2,5+1,11-15,4,3.Kat,Klimalı,Krediye Uygun
15138724,"3,150,000",Antalya Satılık Daire,Kepez Satılık Daire,Habibler Mahallesi Satılık Daire,120 M2,2+1,0 (Yeni),5,2.Kat,Kombi Doğalgaz,Krediye Uygun
15139014,"4,500,000",Antalya Satılık Daire,Alanya Satılık Daire,Kızlar Pınarı Mahallesi Satılık Daire,120 M2,2+1,21 Ve Üzeri,5,5.Kat,Klimalı,Bilinmiyor
15143748,"3,275,000",Antalya Satılık Daire,Finike Satılık Daire,Kum Mahallesi Satılık Daire,110 M2,2+1,0 (Yeni),3,2.Kat,Klimalı,Krediye Uygun Değil
15143744,"1,325,000",Antalya Satılık Daire,Finike Satılık Daire,Kum Mahallesi Satılık Daire,50 M2,1+1,0 (Yeni),4,2.Kat,Klimalı,Krediye Uygun Değil
15139338,"1,550,000",Antalya Satılık Daire,Kepez Satılık Daire,Aydoğmuş Mahallesi Satılık Daire,90 M2,2+1,3,4,Yüksek Giriş,Klimalı,Krediye Uygun
15139604,"3,900,000",Antalya Satılık Daire,Kepez Satılık Daire,Mehmet Akif Ersoy Mahallesi Satılık Daire,140 M2,3+1,0 (Yeni),3,3.Kat,Klimalı,Krediye Uygun
15139533,"1,550,000",Antalya Satılık Daire,Kepez Satılık Daire,Şelale Mahallesi Satılık Daire,80 M2,2+1,11-15,3,Düz Giriş (Zemin),Klimalı,Krediye Uygun
15139069,"4,250,000",Antalya Satılık Daire,Kepez Satılık Daire,Göçerler Mahallesi Satılık Daire,190 M2,5+1,0 (Yeni),3,2.Kat,Isıtma Yok,Krediye Uygun
15139563,"4,200,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Çaybaşı Mahallesi Satılık Daire,100 M2,2+1,16-20,5,2.Kat,Kombi Doğalgaz,Krediye Uygun
15140830,"1,750,000",Antalya Satılık Daire,Kepez Satılık Daire,Aktoprak Mahallesi Satılık Daire,80 M2,2+1,0 (Yeni),4,Yüksek Giriş,Klimalı,Krediye Uygun
15136156,"3,650,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Yenigün Mahallesi Satılık Daire,130 M2,3+1,16-20,4,3.Kat,Kombi Doğalgaz,Krediye Uygun
15140949,"2,300,000",Antalya Satılık Daire,Döşemealtı Satılık Daire,Yeniköy Mahallesi Satılık Daire,61 M2,1+1,0 (Yeni),2,1.Kat,Klimalı,Krediye Uygun
15136642,"3,200,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,125 M2,2+1,11-15,5,3.Kat,Klimalı,Krediye Uygun
15136780,"2,400,000",Antalya Satılık Daire,Kepez Satılık Daire,Varsak Menderes Mahallesi Satılık Daire,105 M2,2+1,0 (Yeni),4,1.Kat,Klimalı,Krediye Uygun
15135985,"4,750,000",Antalya Satılık Daire,Alanya Satılık Daire,Sugözü Mahallesi Satılık Daire,110 M2,2+1,0 (Yeni),3,3.Kat,Klimalı,Krediye Uygun Değil
15138689,"6,125,000",Antalya Satılık Daire,Alanya Satılık Daire,Çarşı Mahallesi Satılık Daire,160 M2,2+1,16-20,2,Çatı Dubleks,Klimalı,Bilinmiyor
15136687,"6,600,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Liman Mahallesi Satılık Daire,90 M2,2+1,5-10,4,1.Kat,Klimalı,Krediye Uygun Değil
15136934,"1,750,000",Antalya Satılık Daire,Kepez Satılık Daire,Hüsnü Karakaş Mahallesi Satılık Daire,75 M2,1+1,11-15,2,1.Kat,Klimalı,Krediye Uygun
15137085,"2,049,000",Antalya Satılık Daire,Kepez Satılık Daire,Şelale Mahallesi Satılık Daire,130 M2,3+1,11-15,5,5.Kat,Klimalı,Krediye Uygun
15137384,"2,500,000",Antalya Satılık Daire,Kepez Satılık Daire,Varsak Menderes Mahallesi Satılık Daire,105 M2,2+1,0 (Yeni),4,3.Kat,Klimalı,Krediye Uygun
15137243,"3,400,000",Antalya Satılık Daire,Kepez Satılık Daire,Hüsnü Karakaş Mahallesi Satılık Daire,140 M2,3+1,3,3,3.Kat,Klimalı,Krediye Uygun
15137511,"3,150,000",Antalya Satılık Daire,Alanya Satılık Daire,Oba Mahallesi Satılık Daire,60 M2,1+1,11-15,4,1.Kat,Klimalı,Krediye Uygun
15135117,"1,980,000",Antalya Satılık Daire,Manavgat Satılık Daire,Sarılar Mahallesi Satılık Daire,55 M2,1+1,0 (Yeni),3,Yüksek Giriş,Klimalı,Krediye Uygun
15138929,"5,425,000",Antalya Satılık Daire,Alanya Satılık Daire,Oba Mahallesi Satılık Daire,140 M2,3+1,5-10,4,2.Kat,Klimalı,Bilinmiyor
15137002,"2,150,000",Antalya Satılık Daire,Kepez Satılık Daire,Kanal Mahallesi Satılık Daire,85 M2,2+1,11-15,3,Yüksek Giriş,Klimalı,Krediye Uygun
15135276,"2,850,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,110 M2,2+1,21 Ve Üzeri,5,3.Kat,Klimalı,Krediye Uygun
15136508,"3,550,000",Antalya Satılık Daire,Alanya Satılık Daire,Çıplaklı Mahallesi Satılık Daire,85 M2,2+1,0 (Yeni),5,4.Kat,Klimalı,Krediye Uygun
15135295,"2,800,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,80 M2,1+1,5-10,12,4.Kat,Isıtma Yok,Bilinmiyor
15135359,"5,250,000",Antalya Satılık Daire,Manavgat Satılık Daire,Ilıca Mahallesi Satılık Daire,110 M2,3+1,0 (Yeni),3,Düz Giriş (Zemin),Klimalı,Krediye Uygun Değil
15135215,"5,300,000",Antalya Satılık Daire,Alanya Satılık Daire,Oba Mahallesi Satılık Daire,110 M2,2+1,16-20,4,2.Kat,Klimalı,Krediye Uygun
15135961,"4,650,000",Antalya Satılık Daire,Kepez Satılık Daire,Göksu Mahallesi Satılık Daire,100 M2,2+1,5-10,5,2.Kat,Kombi Doğalgaz,Krediye Uygun
15135263,"2,450,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,50 M2,1+1,0 (Yeni),12,5.Kat,Isıtma Yok,Bilinmiyor
15135537,"2,150,000",Antalya Satılık Daire,Kepez Satılık Daire,Şafak Mahallesi Satılık Daire,90 M2,2+1,11-15,4,Yüksek Giriş,Klimalı,Krediye Uygun
15135358,"4,760,000",Antalya Satılık Daire,Manavgat Satılık Daire,Ilıca Mahallesi Satılık Daire,115 M2,3+1,0 (Yeni),2,2.Kat,Klimalı,Krediye Uygun Değil
15135347,"2,600,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,120 M2,2+1,16-20,5,1.Kat,Klimalı,Bilinmiyor
15135362,"3,500,000",Antalya Satılık Daire,Manavgat Satılık Daire,Ilıca Mahallesi Satılık Daire,55 M2,1+1,0 (Yeni),3,Düz Giriş (Zemin),Klimalı,Krediye Uygun Değil
15133786,"6,650,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Altınkum Mahallesi Satılık Daire,140 M2,3+1,16-20,13,5.Kat,Klimalı,Krediye Uygun
15135581,"2,950,000",Antalya Satılık Daire,Aksu Satılık Daire,Macun Mahallesi Satılık Daire,135 M2,3+1,5-10,4,4.Kat,Klimalı,Krediye Uygun
15135363,"4,300,000",Antalya Satılık Daire,Manavgat Satılık Daire,Side Mahallesi Satılık Daire,95 M2,2+1,0 (Yeni),2,Villa Tipi,Klimalı,Krediye Uygun
15134125,"2,250,000",Antalya Satılık Daire,Kepez Satılık Daire,Ayanoğlu Mahallesi Satılık Daire,70 M2,1+1,0 (Yeni),4,4.Kat,Klimalı,Krediye Uygun
15134130,"2,100,000",Antalya Satılık Daire,Kepez Satılık Daire,Aktoprak Mahallesi Satılık Daire,97 M2,2+1,0 (Yeni),4,Yüksek Giriş,Klimalı,Krediye Uygun
15136263,"4,000,000",Antalya Satılık Daire,Alanya Satılık Daire,Türkler Mahallesi Satılık Daire,100 M2,2+1,21 Ve Üzeri,3,2.Kat,Klimalı,Krediye Uygun
15135583,"2,250,000",Antalya Satılık Daire,Kepez Satılık Daire,Kültür Mahallesi Satılık Daire,95 M2,2+1,5-10,4,Yüksek Giriş,Klimalı,Krediye Uygun
15134156,"2,200,000",Antalya Satılık Daire,Kepez Satılık Daire,Ayanoğlu Mahallesi Satılık Daire,70 M2,1+1,0 (Yeni),4,1.Kat,Klimalı,Krediye Uygun
15134159,"2,750,000",Antalya Satılık Daire,Kepez Satılık Daire,Demirel Mahallesi Satılık Daire,135 M2,3+1,0 (Yeni),2,2.Kat,Klimalı,Krediye Uygun
15134138,"12,165,000",Antalya Satılık Daire,Alanya Satılık Daire,Oba Mahallesi Satılık Daire,270 M2,4+1,0 (Yeni),4,Çatı Dubleks,Klimalı,Bilinmiyor
15134145,"1,900,000",Antalya Satılık Daire,Kepez Satılık Daire,Aktoprak Mahallesi Satılık Daire,80 M2,2+1,0 (Yeni),4,Yüksek Giriş,Klimalı,Krediye Uygun
15134163,"2,500,000",Antalya Satılık Daire,Kepez Satılık Daire,Aktoprak Mahallesi Satılık Daire,110 M2,2+1,0 (Yeni),4,2.Kat,Klimalı,Krediye Uygun
15134196,"2,640,000",Antalya Satılık Daire,Kepez Satılık Daire,Fevzi Çakmak Mahallesi Satılık Daire,105 M2,2+1,0 (Yeni),3,2.Kat,Klimalı,Krediye Uygun
15131647,"6,750,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Liman Mahallesi Satılık Daire,130 M2,3+1,11-15,4,2.Kat,Kombi Doğalgaz,Krediye Uygun
15135357,"3,230,000",Antalya Satılık Daire,Manavgat Satılık Daire,Ilıca Mahallesi Satılık Daire,55 M2,1+1,0 (Yeni),2,1.Kat,Klimalı,Krediye Uygun Değil
15133886,"5,200,000",Antalya Satılık Daire,Manavgat Satılık Daire,Side Mahallesi Satılık Daire,110 M2,2+1,5-10,3,2.Kat,Klimalı,Krediye Uygun
15135426,"2,750,000",Antalya Satılık Daire,Finike Satılık Daire,Kum Mahallesi Satılık Daire,85 M2,2+1,0 (Yeni),4,4.Kat,Klimalı,Krediye Uygun Değil
15133816,"5,699,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Güzeloba Mahallesi Satılık Daire,120 M2,2+1,21 Ve Üzeri,2,1.Kat,Kombi Doğalgaz,Krediye Uygun
15131798,"2,250,000",Antalya Satılık Daire,Alanya Satılık Daire,Avsallar Mahallesi Satılık Daire,55 M2,1+1,1,4,1.Kat,Isıtma Yok,Krediye Uygun Değil
15132100,"2,500,000",Antalya Satılık Daire,Manavgat Satılık Daire,Emek Mahallesi Satılık Daire,55 M2,1+1,0 (Yeni),4,1.Kat,Klimalı,Krediye Uygun
15132011,"3,500,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Meydankavağı Mahallesi Satılık Daire,50 M2,1+1,0 (Yeni),3,1.Kat,Kombi Doğalgaz,Krediye Uygun
15133947,"4,516,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,110 M2,2+1,16-20,5,3.Kat,Klimalı,Bilinmiyor
15132350,"2,750,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,110 M2,2+1,16-20,9,2.Kat,Klimalı,Krediye Uygun
15132299,"3,000,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Altındağ Mahallesi Satılık Daire,160 M2,3+1,11-15,4,4.Kat,Klimalı,Krediye Uygun Değil
15132394,"43,750,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Bahçelievler Mahallesi Satılık Daire,230 M2,3+1,5-10,8,7.Kat,Kombi Doğalgaz,Krediye Uygun
15132256,"1,615,000",Antalya Satılık Daire,Kepez Satılık Daire,Kuzeyyaka Mahallesi Satılık Daire,80 M2,2+1,5-10,3,Yüksek Giriş,Klimalı,Krediye Uygun
15132268,"3,650,000",Antalya Satılık Daire,Alanya Satılık Daire,Payallar Mahallesi Satılık Daire,110 M2,2+1,11-15,9,4.Kat,Klimalı,Krediye Uygun
15132298,"6,800,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Zerdalilik Mahallesi Satılık Daire,120 M2,2+1,16-20,5,4.Kat,Klimalı,Krediye Uygun
15132352,"3,050,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Yüksekalan Mahallesi Satılık Daire,115 M2,2+1,5-10,3,Yüksek Giriş,Klimalı,Krediye Uygun
15134181,"3,100,000",Antalya Satılık Daire,Kepez Satılık Daire,Hüsnü Karakaş Mahallesi Satılık Daire,135 M2,3+1,5-10,4,2.Kat,Klimalı,Krediye Uygun
15131767,"3,500,000",Antalya Satılık Daire,Serik Satılık Daire,Boğazkent Mahallesi Satılık Daire,60 M2,1+1,21 Ve Üzeri,3,2.Kat,Klimalı,Krediye Uygun
15129699,"2,990,000",Antalya Satılık Daire,Kepez Satılık Daire,Ayanoğlu Mahallesi Satılık Daire,110 M2,2+1,0 (Yeni),2,2.Kat,Klimalı,Krediye Uygun
15128079,"4,500,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Meltem Mahallesi Satılık Daire,165 M2,3+1,21 Ve Üzeri,8,2.Kat,Klimalı,Krediye Uygun
15129697,"2,900,000",Antalya Satılık Daire,Kepez Satılık Daire,Mehmet Akif Ersoy Mahallesi Satılık Daire,118 M2,2+1,4,4,1.Kat,Klimalı,Krediye Uygun
15127297,"8,700,000",Antalya Satılık Daire,Alanya Satılık Daire,Oba Mahallesi Satılık Daire,220 M2,4+1,11-15,5,Kot 4 (-4).Kat,Klimalı,Krediye Uygun
15129702,"3,499,999",Antalya Satılık Daire,Kepez Satılık Daire,Yeni Mahallesi Satılık Daire,170 M2,3+1,21 Ve Üzeri,3,1.Kat,Klimalı,Krediye Uygun
15129701,"3,349,999",Antalya Satılık Daire,Kepez Satılık Daire,Göksu Mahallesi Satılık Daire,110 M2,2+1,0 (Yeni),5,Yüksek Giriş,Klimalı,Krediye Uygun
15129703,"2,100,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Konuksever Mahallesi Satılık Daire,95 M2,2+1,16-20,4,Yüksek Giriş,Klimalı,Krediye Uygun
15127563,"1,800,000",Antalya Satılık Daire,Kumluca Satılık Daire,Bağlık Mahallesi Satılık Daire,80 M2,1+1,0 (Yeni),4,4.Kat,Klimalı,Krediye Uygun
15129700,"2,195,000",Antalya Satılık Daire,Kepez Satılık Daire,Fevzi Çakmak Mahallesi Satılık Daire,105 M2,2+1,0 (Yeni),3,2.Kat,Klimalı,Krediye Uygun
15129705,"2,975,000",Antalya Satılık Daire,Kepez Satılık Daire,Güneş Mahallesi Satılık Daire,95 M2,2+1,1,3,3.Kat,Klimalı,Krediye Uygun
15129708,"3,649,000",Antalya Satılık Daire,Aksu Satılık Daire,Altıntaş Mahallesi Satılık Daire,55 M2,1+1,0 (Yeni),5,2.Kat,Klimalı,Krediye Uygun Değil
15129709,"2,750,000",Antalya Satılık Daire,Kepez Satılık Daire,Gazi Mahallesi Satılık Daire,105 M2,2+1,0 (Yeni),3,1.Kat,Yerden Isıtma,Krediye Uygun
15129711,"2,998,000",Antalya Satılık Daire,Kepez Satılık Daire,Ayanoğlu Mahallesi Satılık Daire,105 M2,2+1,0 (Yeni),3,1.Kat,Klimalı,Krediye Uygun
15129713,"2,065,000",Antalya Satılık Daire,Kepez Satılık Daire,Mehmet Akif Ersoy Mahallesi Satılık Daire,105 M2,2+1,4,3,Yüksek Giriş,Klimalı,Krediye Uygun
15129706,"2,850,000",Antalya Satılık Daire,Kepez Satılık Daire,Sütçüler Mahallesi Satılık Daire,100 M2,2+1,5-10,6,5.Kat,Klimalı,Krediye Uygun
15129710,"3,650,000",Antalya Satılık Daire,Kepez Satılık Daire,Gazi Mahallesi Satılık Daire,150 M2,3+1,0 (Yeni),3,3.Kat,Klimalı,Krediye Uygun
15124887,"4,500,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,130 M2,3+1,5-10,5,4.Kat,Klimalı,Bilinmiyor
15124794,"6,800,000",Antalya Satılık Daire,Gazipaşa Satılık Daire,Bakılar Mahallesi Satılık Daire,183 M2,3+1,2,7,7.Kat,Yerden Isıtma,Krediye Uygun Değil
15125395,"1,880,000",Antalya Satılık Daire,Kepez Satılık Daire,Şelale Mahallesi Satılık Daire,100 M2,1+1,0 (Yeni),5,Yüksek Giriş,Klimalı,Krediye Uygun
15125455,"8,750,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Siteler Mahallesi Satılık Daire,225 M2,5+1,11-15,8,8.Kat,Kombi Doğalgaz,Krediye Uygun
15124875,"5,775,000",Antalya Satılık Daire,Alanya Satılık Daire,Kestel Mahallesi Satılık Daire,160 M2,3+1,5-10,5,1.Kat,Klimalı,Krediye Uygun Değil
15125344,"4,950,000",Antalya Satılık Daire,Alanya Satılık Daire,Güller Pınarı Mahallesi Satılık Daire,90 M2,2+1,0 (Yeni),5,1.Kat,Klimalı,Bilinmiyor
15125687,"6,500,000",Antalya Satılık Daire,Alanya Satılık Daire,Oba Mahallesi Satılık Daire,120 M2,2+1,0 (Yeni),4,4.Kat,Klimalı,Krediye Uygun Değil
15125552,"4,400,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Altınkum Mahallesi Satılık Daire,90 M2,2+1,11-15,4,Düz Giriş (Zemin),Klimalı,Krediye Uygun
15125994,"6,500,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Çağlayan Mahallesi Satılık Daire,140 M2,3+1,16-20,12,2.Kat,Kombi Doğalgaz,Krediye Uygun
15129707,"3,249,999",Antalya Satılık Daire,Kepez Satılık Daire,Ayanoğlu Mahallesi Satılık Daire,110 M2,2+1,0 (Yeni),3,1.Kat,Klimalı,Krediye Uygun
15125926,"6,300,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Şirinyalı Mahallesi Satılık Daire,125 M2,2+1,11-15,4,4.Kat,Klimalı,Krediye Uygun
15126205,"4,000,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Kızıltoprak Mahallesi Satılık Daire,90 M2,2+1,0 (Yeni),4,Yüksek Giriş,Klimalı,Krediye Uygun
15126100,"2,800,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Üçgen Mahallesi Satılık Daire,135 M2,3+1,21 Ve Üzeri,3,3.Kat,Klimalı,Krediye Uygun
15128235,"14,000,000",Antalya Satılık Daire,Manavgat Satılık Daire,Side Mahallesi Satılık Daire,250 M2,5+1,0 (Yeni),3,Yüksek Giriş,Klimalı,Bilinmiyor
15126156,"2,350,000",Antalya Satılık Daire,Kepez Satılık Daire,Aktoprak Mahallesi Satılık Daire,105 M2,2+1,0 (Yeni),3,1.Kat,Klimalı,Krediye Uygun
15121701,"2,000,000",Antalya Satılık Daire,Kepez Satılık Daire,Aydoğmuş Mahallesi Satılık Daire,100 M2,2+1,0 (Yeni),2,Yüksek Giriş,Klimalı,Krediye Uygun
15121939,"5,500,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Uncalı Mahallesi Satılık Daire,110 M2,2+1,5-10,5,1.Kat,Kombi Doğalgaz,Krediye Uygun Değil
15122096,"6,000,000",Antalya Satılık Daire,Aksu Satılık Daire,Kemerağzı Mahallesi Satılık Daire,110 M2,2+1,21 Ve Üzeri,2,1.Kat,Klimalı,Krediye Uygun
15132481,"4,490,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,110 M2,2+1,11-15,5,3.Kat,Klimalı,Krediye Uygun
15124866,"5,990,000",Antalya Satılık Daire,Kepez Satılık Daire,Çankaya Mahallesi Satılık Daire,260 M2,4+2,0 (Yeni),4,1.Kat,Kombi Doğalgaz,Krediye Uygun
15125668,"6,270,000",Antalya Satılık Daire,Alanya Satılık Daire,Şekerhane Mahallesi Satılık Daire,120 M2,2+1,3,5,Çatı Dubleks,Klimalı,Bilinmiyor
15122171,"2,995,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Kızıltoprak Mahallesi Satılık Daire,95 M2,2+1,16-20,4,3.Kat,Klimalı,Krediye Uygun
15122435,"2,390,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Yüksekalan Mahallesi Satılık Daire,90 M2,2+1,5-10,4,Yüksek Giriş,Klimalı,Krediye Uygun
15122448,"2,900,000",Antalya Satılık Daire,Aksu Satılık Daire,Altıntaş Mahallesi Satılık Daire,55 M2,1+1,0 (Yeni),4,4.Kat,Klimalı,Krediye Uygun
15122436,"4,200,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Altındağ Mahallesi Satılık Daire,140 M2,3+1,21 Ve Üzeri,4,2.Kat,Klimalı,Krediye Uygun
15122454,"6,300,000",Antalya Satılık Daire,Kemer Satılık Daire,Kuzdere Mahallesi Satılık Daire,100 M2,2+1,0 (Yeni),2,1.Kat,Klimalı,Krediye Uygun Değil
15126296,"24,000,000",Antalya Satılık Daire,Alanya Satılık Daire,Kestel Mahallesi Satılık Daire,167 M2,2+1,4,5,5.Kat,Yerden Isıtma,Krediye Uygun Değil
15121757,"4,900,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Bahçelievler Mahallesi Satılık Daire,160 M2,3+1,21 Ve Üzeri,4,4.Kat,Klimalı,Krediye Uygun Değil
15123276,"10,500,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Güzeloba Mahallesi Satılık Daire,160 M2,3+1,21 Ve Üzeri,3,3.Kat,Klimalı,Krediye Uygun
15122442,"12,500,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Çağlayan Mahallesi Satılık Daire,220 M2,3+1,11-15,7,5.Kat,Kombi Doğalgaz,Krediye Uygun
15126073,"1,700,000",Antalya Satılık Daire,Kepez Satılık Daire,Hüsnü Karakaş Mahallesi Satılık Daire,75 M2,1+1,11-15,2,1.Kat,Klimalı,Bilinmiyor
15122671,"1,990,000",Antalya Satılık Daire,Kepez Satılık Daire,Aktoprak Mahallesi Satılık Daire,95 M2,2+1,1,4,Yüksek Giriş,Isıtma Yok,Bilinmiyor
15123559,"1,700,000",Antalya Satılık Daire,Alanya Satılık Daire,Karakocalı Mahallesi Satılık Daire,50 M2,1+1,2,5,3.Kat,Klimalı,Krediye Uygun
15123312,"2,800,000",Antalya Satılık Daire,Kepez Satılık Daire,Hüsnü Karakaş Mahallesi Satılık Daire,145 M2,3+1,5-10,5,1.Kat,Klimalı,Krediye Uygun
15123486,"5,650,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Güzeloluk Mahallesi Satılık Daire,90 M2,2+1,5-10,4,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun
15118988,"3,500,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Varlık Mahallesi Satılık Daire,137 M2,3+1,21 Ve Üzeri,5,2.Kat,Isıtma Yok,Krediye Uygun
15123221,"3,800,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Ermenek Mahallesi Satılık Daire,170 M2,2+1,2,4,3.Kat,Kombi Doğalgaz,Krediye Uygun
15123408,"4,600,000",Antalya Satılık Daire,Alanya Satılık Daire,Kızlar Pınarı Mahallesi Satılık Daire,60 M2,1+1,4,5,1.Kat,Klimalı,Krediye Uygun Değil
15122459,"5,870,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Yeşilbahçe Mahallesi Satılık Daire,145 M2,3+1,21 Ve Üzeri,4,2.Kat,Klimalı,Krediye Uygun Değil
15119352,"13,500,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Çağlayan Mahallesi Satılık Daire,250 M2,6+2,21 Ve Üzeri,2,Bahçe Katı,Klimalı,Krediye Uygun
15119002,"10,500,000",Antalya Satılık Daire,Döşemealtı Satılık Daire,Yeniköy Mahallesi Satılık Daire,320 M2,7+1,0 (Yeni),5,Kot 4 (-4).Kat,Klimalı,Krediye Uygun
15119341,"9,100,000",Antalya Satılık Daire,Alanya Satılık Daire,Oba Mahallesi Satılık Daire,110 M2,2+1,0 (Yeni),5,Bahçe Dublex,Klimalı,Krediye Uygun Değil
15119726,"1,950,000",Antalya Satılık Daire,Kepez Satılık Daire,Yeni Emek Mahallesi Satılık Daire,80 M2,2+1,5-10,3,3.Kat,Klimalı,Krediye Uygun
15119768,"6,450,000",Antalya Satılık Daire,Alanya Satılık Daire,Çıplaklı Mahallesi Satılık Daire,180 M2,3.5+1,0 (Yeni),4,Çatı Dubleks,Klimalı,Krediye Uygun
15119098,"3,080,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Kızıltoprak Mahallesi Satılık Daire,60 M2,1+1,0 (Yeni),5,Bahçe Katı,Kombi Doğalgaz,Krediye Uygun
15122408,"5,350,000",Antalya Satılık Daire,Manavgat Satılık Daire,Kavaklı Mahallesi Satılık Daire,125 M2,3+1,0 (Yeni),10,3.Kat,Klimalı,Krediye Uygun
15120016,"11,350,000",Antalya Satılık Daire,Kaş Satılık Daire,Kalkan Mahallesi Satılık Daire,200 M2,3+1,16-20,3,Çatı Dubleks,Klimalı,Krediye Uygun
15119568,"2,550,000",Antalya Satılık Daire,Kumluca Satılık Daire,Bağlık Mahallesi Satılık Daire,105 M2,2+1,4,6,Yüksek Giriş,Klimalı,Krediye Uygun
15119827,"4,500,000",Antalya Satılık Daire,Alanya Satılık Daire,Kadıpaşa Mahallesi Satılık Daire,120 M2,2+1,16-20,8,3.Kat,Klimalı,Krediye Uygun
15120052,"2,100,000",Antalya Satılık Daire,Kepez Satılık Daire,Varsak Karşıyaka Mahallesi Satılık Daire,85 M2,2+1,5-10,1,Yüksek Giriş,Klimalı,Krediye Uygun
15123571,"2,970,000",Antalya Satılık Daire,Kepez Satılık Daire,Çankaya Mahallesi Satılık Daire,150 M2,3+1,11-15,8,1.Kat,Kombi Doğalgaz,Krediye Uygun
15119807,"7,950,000",Antalya Satılık Daire,Muratpaşa Satılık Daire,Şirinyalı Mahallesi Satılık Daire,150 M2,3+1,16-20,4,1.Kat,Kombi Doğalgaz,Krediye Uygun
15119574,"4,300,000",Antalya Satılık Daire,Alanya Satılık Daire,Oba Mahallesi Satılık Daire,120 M2,2+1,11-15,5,3.Kat,Güneş Enerjisi,Krediye Uygun
15120295,"3,900,000",Antalya Satılık Daire,Alanya Satılık Daire,Mahmutlar Mahallesi Satılık Daire,65 M2,1+1,5-10,5,1.Kat,Klimalı,Krediye Uygun Değil
15120289,"6,250,000",Antalya Satılık Daire,Kepez Satılık Daire,Özgürlük Mahallesi Satılık Daire,150 M2,3+1,0 (Yeni),3,3.Kat,Klimalı,Krediye Uygun
15120157,"2,650,000",Antalya Satılık Daire,Kepez Satılık Daire,Aktoprak Mahallesi Satılık Daire,100 M2,2+1,0 (Yeni),4,4.Kat,Klimalı,Krediye Uygun
15120305,"2,025,000",Antalya Satılık Daire,Kepez Satılık Daire,Şelale Mahallesi Satılık Daire,135 M2,2+1,11-15,5,5.Kat,Klimalı,Krediye Uygun
15120662,"11,900,000",Antalya Satılık Daire,Konyaaltı Satılık Daire,Arapsuyu Mahallesi Satılık Daire,150 M2,3+1,11-15,2,2.Kat,Klimalı,Krediye Uygun
15120391,"1,649,000",Antalya Satılık Daire,Kepez Satılık Daire,Sütçüler Mahallesi Satılık Daire,90 M2,1+1,2,6,Yüksek Giriş,Klimalı,Krediye Uygun
